Abstract Loop,keyMode,triadMode,formMode,beatMode,Loop Total,Loop Total Songs,Loop Song IDs,Loop ProgIDs,Loop Forms,Abstract Lick,Lick Total,Lick Total Songs,Lick Song IDs,Lick Forms,Lick Length
2min7_5min7_5min7_,False,1,True,True,65,6, 1112 319 338 631 722 804, 190, c,.min7_5.min7_5.min7,65,6, 1112 319 338 631 722 804, c,3
27_10maj7_7maj_7maj_10maj_7maj_9min7_8maj7_,False,1,True,True,12,1, 705, 67, c,.maj_7.maj_9.min7_8.maj7_2.7_10.maj7_7.maj_7.maj,12,1, 705, c,8
2min_10maj_,False,1,True,True,39,7, 294 320 478 542 608 629 932, 44 45 175 176 177, c,.min_10.maj_2.min_10.maj_2.min_10.maj_2.min_10.maj_2.min_10.maj,7,2, 608 629, c,10
2min_10maj_,False,1,True,True,39,7, 294 320 478 542 608 629 932, 44 45 175 176 177, c,.maj_2.min_10.maj_2.min_10.maj_2.min_10.maj_2.min_10.maj,2,1, 542, c,9
2min_10maj_,False,1,True,True,39,7, 294 320 478 542 608 629 932, 44 45 175 176 177, c,.min_10.maj_2.min_10.maj_2.min_10.maj_2.min_10.maj,3,1, 629, c,8
2min_10maj_,False,1,True,True,39,7, 294 320 478 542 608 629 932, 44 45 175 176 177, c,.maj_2.min_10.maj_2.min_10.maj,24,7, 294 320 478 542 608 629 932, c,5
2min_10maj_,False,1,True,True,39,7, 294 320 478 542 608 629 932, 44 45 175 176 177, c,.min_10.maj_2.min_10.maj,3,3, 320 608 629, c,4
7maj_7maj_10maj_,False,1,True,True,189,26, 1002 1032 1086 1246 1249 1265 162 187 206 209 268 317 389 406 555 560 589 67 675 74 75 762 810 852 886 991, 24 25 26 28 66 69 70 71 97 98 99 100 108 109 113 114 143 144 145 146 154 155 156, c o v,.maj_10.maj_7.maj_7.maj_10.maj_7.maj_7.maj_10.maj_7.maj_7.maj_10.maj,11,2, 317 75, c,11
7maj_7maj_10maj_,False,1,True,True,189,26, 1002 1032 1086 1246 1249 1265 162 187 206 209 268 317 389 406 555 560 589 67 675 74 75 762 810 852 886 991, 24 25 26 28 66 69 70 71 97 98 99 100 108 109 113 114 143 144 145 146 154 155 156, c o v,.maj_7.maj_7.maj_10.maj_7.maj_7.maj_10.maj_7.maj_7.maj_10.maj_7.maj,29,4, 1086 74 762 886, c,11
7maj_7maj_10maj_,False,1,True,True,189,26, 1002 1032 1086 1246 1249 1265 162 187 206 209 268 317 389 406 555 560 589 67 675 74 75 762 810 852 886 991, 24 25 26 28 66 69 70 71 97 98 99 100 108 109 113 114 143 144 145 146 154 155 156, c o v,.maj_7.maj_10.maj_7.maj_7.maj_10.maj_7.maj_7.maj_10.maj_7.maj,1,1, 317, c,10
7maj_7maj_10maj_,False,1,True,True,189,26, 1002 1032 1086 1246 1249 1265 162 187 206 209 268 317 389 406 555 560 589 67 675 74 75 762 810 852 886 991, 24 25 26 28 66 69 70 71 97 98 99 100 108 109 113 114 143 144 145 146 154 155 156, c o v,.maj_10.maj_7.maj_7.maj_10.maj_7.maj_7.maj_10.maj_7.maj,1,1, 762, c,9
7maj_7maj_10maj_,False,1,True,True,189,26, 1002 1032 1086 1246 1249 1265 162 187 206 209 268 317 389 406 555 560 589 67 675 74 75 762 810 852 886 991, 24 25 26 28 66 69 70 71 97 98 99 100 108 109 113 114 143 144 145 146 154 155 156, c o v,.maj_7.maj_7.maj_10.maj_7.maj_7.maj_10.maj_7.maj,12,2, 406 810, c v,8
7maj_7maj_10maj_,False,1,True,True,189,26, 1002 1032 1086 1246 1249 1265 162 187 206 209 268 317 389 406 555 560 589 67 675 74 75 762 810 852 886 991, 24 25 26 28 66 69 70 71 97 98 99 100 108 109 113 114 143 144 145 146 154 155 156, c o v,.maj_7.maj_10.maj_7.maj_7.maj_10.maj_7.maj,30,6, 1002 1265 162 209 389 555, c v,7
7maj_7maj_10maj_,False,1,True,True,189,26, 1002 1032 1086 1246 1249 1265 162 187 206 209 268 317 389 406 555 560 589 67 675 74 75 762 810 852 886 991, 24 25 26 28 66 69 70 71 97 98 99 100 108 109 113 114 143 144 145 146 154 155 156, c o v,.maj_10.maj_7.maj_7.maj_10.maj_7.maj,50,11, 1002 1086 1249 268 406 589 67 74 762 810 852, c v,6
7maj_7maj_10maj_,False,1,True,True,189,26, 1002 1032 1086 1246 1249 1265 162 187 206 209 268 317 389 406 555 560 589 67 675 74 75 762 810 852 886 991, 24 25 26 28 66 69 70 71 97 98 99 100 108 109 113 114 143 144 145 146 154 155 156, c o v,.maj_7.maj_7.maj_10.maj_7.maj,52,9, 1032 1246 187 206 560 675 852 886 991, c o v,5
7maj_7maj_10maj_,False,1,True,True,189,26, 1002 1032 1086 1246 1249 1265 162 187 206 209 268 317 389 406 555 560 589 67 675 74 75 762 810 852 886 991, 24 25 26 28 66 69 70 71 97 98 99 100 108 109 113 114 143 144 145 146 154 155 156, c o v,.maj_7.maj_10.maj_7.maj,3,3, 187 852 886, c o v,4
0maj_0maj(9)_,False,1,True,True,23,2, 670 734, 16 115, v,.maj_0.maj(9)_0.maj_0.maj(9),23,2, 670 734, v,4
5maj_7maj_,False,1,True,True,280,54, 1018 1061 1071 1100 1113 1117 1119 1139 1142 1177 1180 126 1281 139 147 187 191 203 208 215 229 234 246 254 29 293 318 330 351 4 41 417 456 468 477 492 559 560 561 591 610 615 619 662 674 752 758 803 807 864 91 941 968 979, 55 56 57 58 64 65 68 90 93 94 95 96 101 102 104 105 106 107 135 136 137 151 152 153, c d l o v,.maj_5.maj_7.maj_5.maj_7.maj_5.maj_7.maj_5.maj_7.maj_5.maj_7.maj_5.maj_7.maj_5.maj,37,10, 1018 1100 1113 1117 330 468 477 619 674 968, c v,14
5maj_7maj_,False,1,True,True,280,54, 1018 1061 1071 1100 1113 1117 1119 1139 1142 1177 1180 126 1281 139 147 187 191 203 208 215 229 234 246 254 29 293 318 330 351 4 41 417 456 468 477 492 559 560 561 591 610 615 619 662 674 752 758 803 807 864 91 941 968 979, 55 56 57 58 64 65 68 90 93 94 95 96 101 102 104 105 106 107 135 136 137 151 152 153, c d l o v,.maj_5.maj_7.maj_5.maj_7.maj_5.maj_7.maj_5.maj_7.maj_5.maj_7.maj_5.maj,3,2, 1018 968, c v,12
5maj_7maj_,False,1,True,True,280,54, 1018 1061 1071 1100 1113 1117 1119 1139 1142 1177 1180 126 1281 139 147 187 191 203 208 215 229 234 246 254 29 293 318 330 351 4 41 417 456 468 477 492 559 560 561 591 610 615 619 662 674 752 758 803 807 864 91 941 968 979, 55 56 57 58 64 65 68 90 93 94 95 96 101 102 104 105 106 107 135 136 137 151 152 153, c d l o v,.maj_5.maj_7.maj_5.maj_7.maj_5.maj_7.maj_5.maj_7.maj_5.maj,7,3, 330 417 674, v,10
5maj_7maj_,False,1,True,True,280,54, 1018 1061 1071 1100 1113 1117 1119 1139 1142 1177 1180 126 1281 139 147 187 191 203 208 215 229 234 246 254 29 293 318 330 351 4 41 417 456 468 477 492 559 560 561 591 610 615 619 662 674 752 758 803 807 864 91 941 968 979, 55 56 57 58 64 65 68 90 93 94 95 96 101 102 104 105 106 107 135 136 137 151 152 153, c d l o v,.maj_7.maj_5.maj_7.maj_5.maj_7.maj_5.maj_7.maj_5.maj,13,7, 1061 139 147 229 254 293 318, c v,9
5maj_7maj_,False,1,True,True,280,54, 1018 1061 1071 1100 1113 1117 1119 1139 1142 1177 1180 126 1281 139 147 187 191 203 208 215 229 234 246 254 29 293 318 330 351 4 41 417 456 468 477 492 559 560 561 591 610 615 619 662 674 752 758 803 807 864 91 941 968 979, 55 56 57 58 64 65 68 90 93 94 95 96 101 102 104 105 106 107 135 136 137 151 152 153, c d l o v,.maj_5.maj_7.maj_5.maj_7.maj_5.maj_7.maj_5.maj,37,12, 1113 1139 1177 203 208 254 4 456 468 591 615 662, c o,8
5maj_7maj_,False,1,True,True,280,54, 1018 1061 1071 1100 1113 1117 1119 1139 1142 1177 1180 126 1281 139 147 187 191 203 208 215 229 234 246 254 29 293 318 330 351 4 41 417 456 468 477 492 559 560 561 591 610 615 619 662 674 752 758 803 807 864 91 941 968 979, 55 56 57 58 64 65 68 90 93 94 95 96 101 102 104 105 106 107 135 136 137 151 152 153, c d l o v,.maj_7.maj_5.maj_7.maj_5.maj_7.maj,27,6, 187 215 492 560 561 803, c,6
5maj_7maj_,False,1,True,True,280,54, 1018 1061 1071 1100 1113 1117 1119 1139 1142 1177 1180 126 1281 139 147 187 191 203 208 215 229 234 246 254 29 293 318 330 351 4 41 417 456 468 477 492 559 560 561 591 610 615 619 662 674 752 758 803 807 864 91 941 968 979, 55 56 57 58 64 65 68 90 93 94 95 96 101 102 104 105 106 107 135 136 137 151 152 153, c d l o v,.maj_5.maj_7.maj_5.maj_7.maj_5.maj,57,16, 1071 1113 1119 1142 1180 1281 191 203 254 29 351 41 456 752 807 91, c l o,6
5maj_7maj_,False,1,True,True,280,54, 1018 1061 1071 1100 1113 1117 1119 1139 1142 1177 1180 126 1281 139 147 187 191 203 208 215 229 234 246 254 29 293 318 330 351 4 41 417 456 468 477 492 559 560 561 591 610 615 619 662 674 752 758 803 807 864 91 941 968 979, 55 56 57 58 64 65 68 90 93 94 95 96 101 102 104 105 106 107 135 136 137 151 152 153, c d l o v,.maj_7.maj_5.maj_7.maj_5.maj,12,4, 1119 126 559 979, c l,5
5maj_7maj_,False,1,True,True,280,54, 1018 1061 1071 1100 1113 1117 1119 1139 1142 1177 1180 126 1281 139 147 187 191 203 208 215 229 234 246 254 29 293 318 330 351 4 41 417 456 468 477 492 559 560 561 591 610 615 619 662 674 752 758 803 807 864 91 941 968 979, 55 56 57 58 64 65 68 90 93 94 95 96 101 102 104 105 106 107 135 136 137 151 152 153, c d l o v,.maj_5.maj_7.maj_5.maj,9,4, 1018 330 559 674, d,4
5maj_7maj_,False,1,True,True,280,54, 1018 1061 1071 1100 1113 1117 1119 1139 1142 1177 1180 126 1281 139 147 187 191 203 208 215 229 234 246 254 29 293 318 330 351 4 41 417 456 468 477 492 559 560 561 591 610 615 619 662 674 752 758 803 807 864 91 941 968 979, 55 56 57 58 64 65 68 90 93 94 95 96 101 102 104 105 106 107 135 136 137 151 152 153, c d l o v,.maj_7.maj_5.maj_7.maj,29,3, 234 610 864, c,4
5maj_7maj_,False,1,True,True,280,54, 1018 1061 1071 1100 1113 1117 1119 1139 1142 1177 1180 126 1281 139 147 187 191 203 208 215 229 234 246 254 29 293 318 330 351 4 41 417 456 468 477 492 559 560 561 591 610 615 619 662 674 752 758 803 807 864 91 941 968 979, 55 56 57 58 64 65 68 90 93 94 95 96 101 102 104 105 106 107 135 136 137 151 152 153, c d l o v,.maj_5.maj_7.maj,49,5, 246 610 758 864 941, c,3
77_10maj_7maj_,False,1,True,True,35,1, 430, 7 8 157 162, v,.7_10.maj_7.maj_7.7_10.maj_7.maj,35,1, 430, v,6
7maj_9min7_10maj(11)_10maj_,False,1,True,True,13,1, 555, 22, c,.maj_9.min7_10.maj(11)_10.maj,13,1, 555, c,4
0maj_10maj_7maj_7maj_,False,1,True,True,12,1, 621, 116 147 148 158 159 163 164, v,.maj_10.maj_7.maj_7.maj_0.maj_10.maj_7.maj_7.maj_0.maj_10.maj_7.maj_7.maj_0.maj_10.maj_7.maj_7.maj_0.maj_10.maj_7.maj,12,1, 621, v,19
