Abstract Loop,keyMode,triadMode,formMode,beatMode,Loop Total,Loop Total Songs,Loop Song IDs,Loop ProgIDs,Loop Forms,Abstract Lick,Lick Total,Lick Total Songs,Lick Song IDs,Lick Forms,Lick Length
5maj_5min_5maj_9min_,False,0,True,True,12,2, 338 647, 206, c,.min_5.maj_5.min_5.maj,12,2, 338 647, c,4
4min_10maj_10maj_,False,0,True,True,72,4, 205 317 530 608, 216, p,.min_10.maj_10.maj,72,4, 205 317 530 608, p,3
2min_10maj_,False,0,True,True,35,8, 1073 307 481 528 542 608 62 629, 36 127 128 129 200 201 220 221 222, c v,.min_10.maj_2.min_10.maj_2.min_10.maj_2.min_10.maj_2.min_10.maj_2.min,9,2, 307 528, v,11
2min_10maj_,False,0,True,True,35,8, 1073 307 481 528 542 608 62 629, 36 127 128 129 200 201 220 221 222, c v,.min_10.maj_2.min_10.maj_2.min_10.maj_2.min_10.maj_2.min_10.maj,7,2, 608 629, c,10
2min_10maj_,False,0,True,True,35,8, 1073 307 481 528 542 608 62 629, 36 127 128 129 200 201 220 221 222, c v,.maj_2.min_10.maj_2.min_10.maj_2.min_10.maj_2.min_10.maj_2.min,1,1, 481, v,10
2min_10maj_,False,0,True,True,35,8, 1073 307 481 528 542 608 62 629, 36 127 128 129 200 201 220 221 222, c v,.maj_2.min_10.maj_2.min_10.maj_2.min_10.maj_2.min_10.maj,2,1, 542, c,9
2min_10maj_,False,0,True,True,35,8, 1073 307 481 528 542 608 62 629, 36 127 128 129 200 201 220 221 222, c v,.min_10.maj_2.min_10.maj_2.min_10.maj_2.min_10.maj,3,1, 629, c,8
2min_10maj_,False,0,True,True,35,8, 1073 307 481 528 542 608 62 629, 36 127 128 129 200 201 220 221 222, c v,.maj_2.min_10.maj_2.min_10.maj_2.min_10.maj_2.min,2,1, 481, v,8
2min_10maj_,False,0,True,True,35,8, 1073 307 481 528 542 608 62 629, 36 127 128 129 200 201 220 221 222, c v,.min_10.maj_2.min_10.maj_2.min_10.maj_2.min,1,1, 528, v,7
2min_10maj_,False,0,True,True,35,8, 1073 307 481 528 542 608 62 629, 36 127 128 129 200 201 220 221 222, c v,.maj_2.min_10.maj_2.min_10.maj_2.min,10,4, 1073 528 62 629, v,6
0min_0min_,False,0,True,True,42,4, 183 216 55 670, 223, v,.min_0.min_0.min_0.min,42,4, 183 216 55 670, v,4
2maj_7maj_3maj_,False,0,True,True,21,2, 625 688, 131 132 167 182, v,.maj_3.maj_2.maj_7.maj_3.maj_2.maj_7.maj,17,2, 625 688, v,7
2maj_7maj_3maj_,False,0,True,True,21,2, 625 688, 131 132 167 182, v,.maj_2.maj_7.maj_3.maj_2.maj_7.maj,2,1, 625, v,6
