progID,Prog Count,Prog Length,Lick,,,,,,,,,,,,,,,,,,,Lick String,H,Hashes,ALL Songs (inc. Dups),Total Songs (no Dups),Sorted Songs,Forms,Boundary Cases,Loop,Loop Length,# Repeats,Last Loop Chord,LoopAbs
1,22,8,>S,C.maj,A.min,F.maj,G.maj,C.maj,A.min,F.maj,,,,,,,,,,,,>S_C.maj_A.min_F.maj_G.maj_C.maj_A.min_F.maj_,1.1191194231256714,####,22,15,1063 112 119 1210 1228 145 253 267 355 404 54 571 620 67 749 ,c i v ,NoBound,_C.maj_A.min_F.maj_G.maj,4,1.75,2:maj-->,2maj_5maj_9min_8maj_
2,23,14,>S,C.maj,F.maj,C.maj,F.maj,C.maj,F.maj,C.maj,F.maj,C.maj,F.maj,C.maj,F.maj,C.maj,,,,,,>S_C.maj_F.maj_C.maj_F.maj_C.maj_F.maj_C.maj_F.maj_C.maj_F.maj_C.maj_F.maj_C.maj_,1.6818990675226109,########,23,20,1100 1113 1117 1135 1139 203 23 234 330 347 391 403 452 50 559 619 668 674 830 969 ,c iv v vu ,(50: vu) (969: iv) ,_C.maj_F.maj,2,6.5,5:maj-->,5maj_7maj_
3,20,9,C.dim,E-.dim,B-.maj,D.min,C.min,E-.min,B-.maj,G.maj,C.min,,,,,,,,,,,C.dim_E-.dim_B-.maj_D.min_C.min_E-.min_B-.maj_G.maj_C.min_,1.1567796494470395,#######,2,1,517 ,d l s v ,NoBound,_C.dim_E-.dim_B-.maj_D.min_C.min_E-.min_B-.maj_G.maj_C.min,9,1.0,5:min-->,0dim_3dim_7maj_4min_10min_3min_7maj_9maj_5min_
4,20,8,C.dim,G.maj,B.min,A.min,C.min,G.maj,E.maj,A.min,,,,,,,,,,,,C.dim_G.maj_B.min_A.min_C.min_G.maj_E.maj_A.min_,1.1567796494470395,######,2,1,517 ,d l s v ,NoBound,_C.dim_G.maj_B.min_A.min_C.min_G.maj_E.maj_A.min,8,1.0,5:min-->,3dim_7maj_4min_10min_3min_7maj_9maj_5min_
5,32,6,C.maj,A.maj,C.maj,A.maj,C.maj,A.maj,,,,,,,,,,,,,,C.maj_A.maj_C.maj_A.maj_C.maj_A.maj_,1.5980505277442498,#,4,4,284 533 743 828 ,c d i il l o s v ,(828: il) ,_C.maj_A.maj,2,3.0,9:maj-->,3maj_9maj_
6,21,8,C.maj,A.maj,C.maj,A.maj,C.maj,A.maj,C.maj,A.maj,,,,,,,,,,,,C.maj_A.maj_C.maj_A.maj_C.maj_A.maj_C.maj_A.maj_,1.3752580686696534,#,3,3,533 743 828 ,c d il l o s v ,(828: il) ,_C.maj_A.maj,2,4.0,9:maj-->,3maj_9maj_
7,29,9,C.maj,A.maj,D.maj,G.maj,C.maj,A.maj,D.maj,G.maj,C.maj,,,,,,,,,,,C.maj_A.maj_D.maj_G.maj_C.maj_A.maj_D.maj_G.maj_C.maj_,1.1783043483886713,###,8,5,307 322 41 554 761 ,b d l s v ,NoBound,_C.maj_A.maj_D.maj_G.maj,4,2.25,5:maj-->,5maj_5maj_5maj_9maj_
8,201,6,C.maj,A.min,C.maj,A.min,C.maj,A.min,,,,,,,,,,,,,,C.maj_A.min_C.maj_A.min_C.maj_A.min_,1.2360159112769962,#,26,21,101 1020 112 1261 1270 1292 228 250 3 310 390 400 404 543 549 598 617 670 818 902 920 ,c co d i iv o od u v vp ,(101: vp) (112: co) (1270: od) (3: iv) (596: co) ,_C.maj_A.min,2,3.0,9:min-->,3maj_9min_
9,135,8,C.maj,A.min,C.maj,A.min,C.maj,A.min,C.maj,A.min,,,,,,,,,,,,C.maj_A.min_C.maj_A.min_C.maj_A.min_C.maj_A.min_,1.3092381355833758,#,21,17,1020 112 1270 1292 228 250 3 310 390 400 404 543 549 598 617 818 920 ,c co d i o od v ,(112: co) (1270: od) (596: co) ,_C.maj_A.min,2,4.0,9:min-->,3maj_9min_
10,96,10,C.maj,A.min,C.maj,A.min,C.maj,A.min,C.maj,A.min,C.maj,A.min,,,,,,,,,,C.maj_A.min_C.maj_A.min_C.maj_A.min_C.maj_A.min_C.maj_A.min_,1.181641354831407,#,15,12,1020 112 1270 250 310 400 404 543 549 617 818 920 ,c co d i o od v ,(112: co) (1270: od) (596: co) ,_C.maj_A.min,2,5.0,9:min-->,3maj_9min_
11,72,12,C.maj,A.min,C.maj,A.min,C.maj,A.min,C.maj,A.min,C.maj,A.min,C.maj,A.min,,,,,,,,C.maj_A.min_C.maj_A.min_C.maj_A.min_C.maj_A.min_C.maj_A.min_C.maj_A.min_,1.2955890242712345,#,12,9,1020 112 1270 310 400 404 549 617 920 ,c co d i o v ,(112: co) (596: co) ,_C.maj_A.min,2,6.0,9:min-->,3maj_9min_
12,52,14,C.maj,A.min,C.maj,A.min,C.maj,A.min,C.maj,A.min,C.maj,A.min,C.maj,A.min,C.maj,A.min,,,,,,C.maj_A.min_C.maj_A.min_C.maj_A.min_C.maj_A.min_C.maj_A.min_C.maj_A.min_C.maj_A.min_,1.1784822892567672,#,10,7,112 1270 310 400 404 617 920 ,c co d i o v ,(112: co) (596: co) ,_C.maj_A.min,2,7.0,9:min-->,3maj_9min_
13,40,16,C.maj,A.min,C.maj,A.min,C.maj,A.min,C.maj,A.min,C.maj,A.min,C.maj,A.min,C.maj,A.min,C.maj,A.min,,,,C.maj_A.min_C.maj_A.min_C.maj_A.min_C.maj_A.min_C.maj_A.min_C.maj_A.min_C.maj_A.min_C.maj_A.min_,1.2040157730728,#,8,6,112 1270 310 400 404 920 ,c d i o v ,NoBound,_C.maj_A.min,2,8.0,9:min-->,3maj_9min_
14,24,7,C.maj,A.min,C.maj,A.min,F.maj,G.maj,C.maj,,,,,,,,,,,,,C.maj_A.min_C.maj_A.min_F.maj_G.maj_C.maj_,1.176065103715944,#,10,8,217 250 401 549 598 616 617 902 ,c p v vc vt ,(598: vc) (617: vt) (730: vt) ,_C.maj_A.min_C.maj_A.min_F.maj_G.maj,6,1.17,2:maj-->,2maj_5maj_9min_3maj_9min_8maj_
15,69,7,C.maj,A.min,D.maj,G.maj,C.maj,A.min,D.maj,,,,,,,,,,,,,C.maj_A.min_D.maj_G.maj_C.maj_A.min_D.maj_,1.2302732379302934,#,12,11,109 1220 224 258 296 349 380 546 777 827 843 ,c cu d o s t v vc ,(777: vc) (843: cu) ,_C.maj_A.min_D.maj_G.maj,4,1.75,5:maj-->,5maj_5maj_5maj_9min_
16,27,10,C.maj,A.min,D.mct,G.maj,E.min,C.maj,A.min,D.mct,G.maj,E.min,,,,,,,,,,C.maj_A.min_D.mct_G.maj_E.min_C.maj_A.min_D.mct_G.maj_E.min_,1.3516441151533922,####,3,1,309 ,c d o ,NoBound,_C.maj_A.min_D.mct_G.maj_E.min,5,2.0,9:min-->,5maj_9min_8maj_9min_5mct_
17,81,9,C.maj,A.min,D.min,G.maj,C.maj,A.min,D.min,G.maj,C.maj,,,,,,,,,,,C.maj_A.min_D.min_G.maj_C.maj_A.min_D.min_G.maj_C.maj_,1.2601721282321612,###,10,10,1046 1161 218 315 484 728 831 834 926 986 ,  b c cd d i iv od s v ,(1046: iv) (728: od) (986: iv; cd) ,_C.maj_A.min_D.min_G.maj,4,2.25,5:maj-->,5maj_5maj_9min_5min_
18,25,8,C.maj,A.min,F.maj,C.maj,A.min,F.maj,C.maj,A.min,,,,,,,,,,,,C.maj_A.min_F.maj_C.maj_A.min_F.maj_C.maj_A.min_,1.571346433249389,#,4,3,188 698 814 ,l tv v ,(698: tv) ,_C.maj_A.min_F.maj,3,2.67,8:maj-->,7maj_9min_8maj_
19,39,7,C.maj,A.min,F.maj,D.min,G.mct,C.maj,A.min,,,,,,,,,,,,,C.maj_A.min_F.maj_D.min_G.mct_C.maj_A.min_,1.1401156785146092,##,3,1,309 ,c d o ,NoBound,_C.maj_A.min_F.maj_D.min_G.mct,5,1.4,5:mct-->,5maj_9min_8maj_9min_5mct_
20,27,12,C.maj,A.min,F.maj,D.min,G.mct,C.maj,A.min,F.maj,D.min,G.mct,C.maj,A.min,,,,,,,,C.maj_A.min_F.maj_D.min_G.mct_C.maj_A.min_F.maj_D.min_G.mct_C.maj_A.min_,1.3516441151533924,####,3,1,309 ,c d o ,NoBound,_C.maj_A.min_F.maj_D.min_G.mct,5,2.4,5:mct-->,5maj_9min_8maj_9min_5mct_
21,20,7,C.maj,A.min,F.maj,G.maj,C.maj,G.maj,C.maj,,,,,,,,,,,,,C.maj_A.min_F.maj_G.maj_C.maj_G.maj_C.maj_,1.5128876215181604,#,9,7,1046 169 250 278 404 549 968 ,c cl co cu v vc ,(1091: cu) (250: cl; co) (404: cu) (549: vc; cu; co) ,_C.maj_A.min_F.maj_G.maj_C.maj_G.maj,6,1.17,7:maj-->,2maj_5maj_7maj_5maj_9min_8maj_
22,24,15,C.maj,A.min,F.maj,G.maj,F.maj,C.maj,G.maj,F.maj,C.maj,A.min,F.maj,G.maj,F.maj,C.maj,G.maj,,,,,C.maj_A.min_F.maj_G.maj_F.maj_C.maj_G.maj_F.maj_C.maj_A.min_F.maj_G.maj_F.maj_C.maj_G.maj_,1.4056390622295665,#######,3,1,705 ,c d i ,NoBound,_C.maj_A.min_F.maj_G.maj_F.maj_C.maj_G.maj_F.maj,8,1.88,10:maj-->,2maj_10maj_7maj_7maj_10maj_7maj_9min_8maj_
23,25,5,C.maj,A.min,F.min,G.maj,C.maj,,,,,,,,,,,,,,,C.maj_A.min_F.min_G.maj_C.maj_,1.1639904575514164,##,5,3,157 267 386 ,bv i v vo ,(157: vo) (267: bv) (603: vo) ,_C.maj_A.min_F.min_G.maj,4,1.25,2:maj-->,2maj_5maj_9min_8min_
24,21,5,C.maj,A.min,G.maj,A.min,G.maj,,,,,,,,,,,,,,,C.maj_A.min_G.maj_A.min_G.maj_,2.034709089239382,#,10,8,1140 1173 217 270 320 481 528 947 ,b c cv d u v ,(320: cv) ,_C.maj_A.min_G.maj_A.min_G.maj,5,1.0,10:maj-->,2min_10maj_5maj_9min_10maj_
25,40,9,C.maj,B-.maj,C.maj,B-.maj,F.maj,B-.maj,F.maj,B-.maj,F.maj,,,,,,,,,,,C.maj_B-.maj_C.maj_B-.maj_F.maj_B-.maj_F.maj_B-.maj_F.maj_,1.1411535278793057,###,7,4,1018 139 53 561 ,c l v ,NoBound,_C.maj_B-.maj_C.maj_B-.maj_F.maj_B-.maj_F.maj_B-.maj_F.maj,9,1.0,7:maj-->,2maj_10maj_7maj_5maj_7maj_5maj_7maj_7maj_10maj_
26,37,7,C.maj,B-.maj,C.maj,B-.maj,F.maj,C.maj,B-.maj,,,,,,,,,,,,,C.maj_B-.maj_C.maj_B-.maj_F.maj_C.maj_B-.maj_,1.1721393856421283,#,12,10,1089 1265 291 512 53 706 71 75 762 901 ,c i l o u uv v ,(1025: uv) (53: uv) ,_C.maj_B-.maj_C.maj_B-.maj_F.maj,5,1.4,7:maj-->,2maj_10maj_7maj_7maj_10maj_
27,21,7,C.maj,B-.maj,C.maj,D.min,C.maj,D.min,C.maj,,,,,,,,,,,,,C.maj_B-.maj_C.maj_D.min_C.maj_D.min_C.maj_,1.2285763800288914,#,8,6,134 150 608 62 629 889 ,c i l u v ,NoBound,_C.maj_B-.maj_C.maj_D.min_C.maj_D.min,6,1.17,2:min-->,2maj_2min_10maj_2min_10maj_10maj_
