progID,Prog Count,Prog Length,Lick,,,,,,,,,,,,,,,,,,,Lick String,H,Hashes,ALL Songs (inc. Dups),Total Songs (no Dups),Sorted Songs,Forms,Boundary Cases,Loop,Loop Length,# Repeats,Last Loop Chord,LoopAbs
1,26,4,C.maj.0,A-.maj.0,B-.maj.2,C.maj.0,,,,,,,,,,,,,,,,C.maj.0_A-.maj.0_B-.maj.2_C.maj.0_,1.691141418009583,#,5,5,1267 239 27 351 567 ,c co cu d i o ul v ,(351: cu; ul; co) (567: cu) ,_C.maj.0_A-.maj.0_B-.maj.2,3,1.33,2:maj-->,2maj_2maj_8maj_
2,23,3,C.maj.0,A.maj.1,D.maj.2,,,,,,,,,,,,,,,,,C.maj.0_A.maj.1_D.maj.2_,1.4029342381953893,#,3,2,381 713 ,c v ,NoBound,_C.maj.0_A.maj.1_D.maj.2,3,1.0,5:maj-->,5maj_10maj_9maj_
3,240,4,C.maj.0,A.min.0,C.maj.0,A.min.0,,,,,,,,,,,,,,,,C.maj.0_A.min.0_C.maj.0_A.min.0_,1.4524148048161174,#,29,24,101 1020 1066 112 1261 1270 1292 250 3 34 37 400 401 404 545 549 598 616 617 645 772 814 818 902 ,b c co d i iv l lp o od p t u v vp ,(101: vp; lp) (112: co) (1270: od) (3: iv) (596: co) (598: iv) ,_C.maj.0_A.min.0,2,2.0,9:min-->,3maj_9min_
4,44,12,C.maj.0,A.min.0,C.maj.0,A.min.0,C.maj.0,A.min.0,C.maj.0,A.min.0,C.maj.0,A.min.0,C.maj.0,A.min.0,,,,,,,,C.maj.0_A.min.0_C.maj.0_A.min.0_C.maj.0_A.min.0_C.maj.0_A.min.0_C.maj.0_A.min.0_C.maj.0_A.min.0_,1.4081265670005667,#######,10,7,1020 112 1270 400 404 549 617 ,c co d i o v ,(112: co) (596: co) ,_C.maj.0_A.min.0,2,6.0,9:min-->,3maj_9min_
5,44,4,C.maj.0,A.min.0,D.maj.2,G.maj.0,,,,,,,,,,,,,,,,C.maj.0_A.min.0_D.maj.2_G.maj.0_,1.8465607055956643,#,9,7,109 12 309 507 655 788 827 ,bv c cv d pc v vc vd ,(1084: pc) (309: pc) (769: pc) (788: bv) (827: vc; cv; vd) ,_C.maj.0_A.min.0_D.maj.2_G.maj.0,4,1.0,5:maj-->,5maj_5maj_5maj_9min_
6,57,4,C.maj.0,A.min.0,D.mct.2,G.maj.0,,,,,,,,,,,,,,,,C.maj.0_A.min.0_D.mct.2_G.maj.0_,1.50171240371747,#,9,5,1145 265 309 338 647 ,bu c cd cs ct d o od sc v vo ,(1084: od) (265: vo) (309: od) (338: cs; ct; sc; cd) (647: bu) (709: bu) (769: od) (832: cs; ct; sc; cd) ,_C.maj.0_A.min.0_D.mct.2_G.maj.0,4,1.0,5:maj-->,5maj_5maj_9min_5mct_
7,121,4,C.maj.0,A.min.2,C.maj.0,A.min.2,,,,,,,,,,,,,,,,C.maj.0_A.min.2_C.maj.0_A.min.2_,1.466027525013807,#,8,7,1286 228 310 390 415 543 920 ,c d i l p v ,NoBound,_C.maj.0_A.min.2,2,2.0,9:min-->,3maj_9min_
8,36,4,C.maj.0,B-.maj.0,C.maj.3,F.maj.0,,,,,,,,,,,,,,,,C.maj.0_B-.maj.0_C.maj.3_F.maj.0_,2.1538825740766216,#,3,2,1104 6 ,c cd d l v ,(1104: cd) ,_C.maj.0_B-.maj.0_C.maj.3_F.maj.0,4,1.0,5:maj-->,2maj_5maj_7maj_10maj_
9,80,5,C.maj.0,B-.maj.0,F.maj.0,B-.maj.0,C.maj.0,,,,,,,,,,,,,,,C.maj.0_B-.maj.0_F.maj.0_B-.maj.0_C.maj.0_,1.4565746202415406,#,17,13,1041 1119 1240 145 238 29 310 324 555 571 758 785 88 ,b c d i l v vt ,(88: vt) ,_C.maj.0_B-.maj.0_F.maj.0_B-.maj.0,4,1.25,5:maj-->,2maj_10maj_7maj_5maj_
10,174,5,C.maj.0,B-.maj.0,F.maj.0,B-.maj.0,F.maj.0,,,,,,,,,,,,,,,C.maj.0_B-.maj.0_F.maj.0_B-.maj.0_F.maj.0_,1.4825689550403651,#,52,44,100 1031 1102 1119 1125 1134 1135 1146 115 1177 1193 12 1247 1281 139 162 179 214 289 29 291 314 322 346 358 382 383 425 439 50 518 555 577 668 672 71 731 773 792 807 852 853 900 948 ,b c cl co cv h i l o p pc s u uv v vc ,(1102: pc; uv; cl; vc; co) (1150: pc; uv; cl; vc; co) (518: cv) (900: vc) ,_C.maj.0_B-.maj.0_F.maj.0_B-.maj.0_F.maj.0,5,1.0,7:maj-->,5maj_7maj_7maj_10maj_7maj_
11,172,6,C.maj.0,B-.maj.0,F.maj.0,C.maj.0,B-.maj.0,F.maj.0,,,,,,,,,,,,,,C.maj.0_B-.maj.0_F.maj.0_C.maj.0_B-.maj.0_F.maj.0_,1.6031336013591888,#,32,27,100 1002 1082 1249 1265 15 162 209 268 271 314 322 358 383 389 406 407 50 510 518 545 555 577 675 71 810 929 ,b c cl cu cv d i iv l ld lv o s sc t v vc ,(209: lv; ld; vc; cl; iv; cv) (518: cu) (929: sc) ,_C.maj.0_B-.maj.0_F.maj.0,3,2.0,7:maj-->,7maj_7maj_10maj_
12,27,5,C.maj.0,B-.maj.0,F.maj.0,G.maj.0,C.maj.0,,,,,,,,,,,,,,,C.maj.0_B-.maj.0_F.maj.0_G.maj.0_C.maj.0_,1.6577427265048887,#,11,9,10 1210 308 310 699 72 810 875 88 ,b bv c cv tv u v vc ,(10: bv; tv) (699: vc) (810: cv) ,_C.maj.0_B-.maj.0_F.maj.0_G.maj.0,4,1.25,2:maj-->,2maj_5maj_10maj_7maj_
13,48,5,C.maj.0,B-.maj.0,F.maj.2,B-.maj.0,F.maj.2,,,,,,,,,,,,,,,C.maj.0_B-.maj.0_F.maj.2_B-.maj.0_F.maj.2_,1.497224320061398,#,10,6,187 215 268 560 561 859 ,c d i l o p v ,NoBound,_C.maj.0_B-.maj.0_F.maj.2_B-.maj.0_F.maj.2,5,1.0,7:maj-->,5maj_7maj_7maj_10maj_7maj_
14,24,8,C.maj.0,B-.maj.0,F.maj.2,B-.maj.0,F.maj.2,B-.maj.0,F.maj.2,C.maj.0,,,,,,,,,,,,C.maj.0_B-.maj.0_F.maj.2_B-.maj.0_F.maj.2_B-.maj.0_F.maj.2_C.maj.0_,1.9795739585136223,##,5,3,187 268 560 ,c d l p ,NoBound,_C.maj.0_B-.maj.0_F.maj.2_B-.maj.0_F.maj.2_B-.maj.0_F.maj.2,7,1.14,7:maj-->,5maj_7maj_5maj_7maj_7maj_10maj_7maj_
15,144,6,C.maj.0,B-.maj.2,F.maj.0,C.maj.0,B-.maj.2,F.maj.0,,,,,,,,,,,,,,C.maj.0_B-.maj.2_F.maj.0_C.maj.0_B-.maj.2_F.maj.0_,1.4789684389453783,##,10,8,107 317 589 67 690 75 852 946 ,c cd d i ic l o u v ,(317: ic; cd) (323: ic; cd) ,_C.maj.0_B-.maj.2_F.maj.0,3,2.0,7:maj-->,7maj_7maj_10maj_
16,33,4,C.maj.0,C.maj.1,C.maj.2,C.maj.3,,,,,,,,,,,,,,,,C.maj.0_C.maj.1_C.maj.2_C.maj.3_,1.513896594815737,#,11,7,1161 185 229 245 637 822 913 ,b c l p v ,NoBound,_C.maj.0_C.maj.1_C.maj.2_C.maj.3,4,1.0,0:maj-->,0maj_0maj_0maj_0maj_
17,96,8,C.maj.0,C.maj.2,C.maj.0,C.maj.2,C.maj.0,C.maj.2,C.maj.0,C.maj.2,,,,,,,,,,,,C.maj.0_C.maj.2_C.maj.0_C.maj.2_C.maj.0_C.maj.2_C.maj.0_C.maj.2_,1.4526462433546297,###,13,11,1012 1043 153 245 348 461 655 670 689 734 920 ,b c i o t v ,NoBound,_C.maj.0_C.maj.2,2,4.0,0:maj-->,0maj_0maj_
18,54,5,C.maj.0,C.mct.0,C.maj.0,C.mct.0,C.maj.0,,,,,,,,,,,,,,,C.maj.0_C.mct.0_C.maj.0_C.mct.0_C.maj.0_,1.9099416677884649,#,10,9,1168 182 236 421 469 590 651 711 775 ,b d iv o u uv v vd ,(590: vd) (711: uv; iv) ,_C.maj.0_C.mct.0,2,2.5,0:mct-->,0maj_0mct_
19,34,7,C.maj.0,C.mct.0,C.maj.0,C.mct.0,C.maj.0,C.mct.0,C.maj.0,,,,,,,,,,,,,C.maj.0_C.mct.0_C.maj.0_C.mct.0_C.maj.0_C.mct.0_C.maj.0_,1.4153660104699983,#,7,6,182 236 421 469 590 775 ,b d o u v vd ,(590: vd) ,_C.maj.0_C.mct.0,2,3.5,0:mct-->,0maj_0mct_
