progID,Prog Count,Prog Length,Lick,,,,,,,,,,,,,,,,,,,Lick String,H,Hashes,ALL Songs (inc. Dups),Total Songs (no Dups),Sorted Songs,Forms,Boundary Cases,Loop,Loop Length,# Repeats,Last Loop Chord,LoopAbs
1,20,4,C.1.c.0,F.1.c.2,C.1.c.0,F.1.c.2,,,,,,,,,,,,,,,,C.1.c.0_F.1.c.2_C.1.c.0_F.1.c.2_,1.0,#,1,1,594 ,c ,NoBound,_C.1.c.0_F.1.c.2,2,2.0,5:1-->,51_71_
2,21,8,C.1.c.0,F.1.c.2,E-.maj.c.3,C.min.c.0,E-.maj.c.2,C.1.c.0,F.1.c.2,E-.maj.c.3,,,,,,,,,,,,C.1.c.0_F.1.c.2_E-.maj.c.3_C.min.c.0_E-.maj.c.2_C.1.c.0_F.1.c.2_E-.maj.c.3_,0.9637459942073318,####,1,1,893 ,c ,NoBound,_C.1.c.0_F.1.c.2_E-.maj.c.3_C.min.c.0_E-.maj.c.2,5,1.6,3:maj-->,3maj_91_51_10maj_9min_
3,21,7,C.1.c.2,B-.maj.c.3,G.min.c.0,B-.maj.c.2,G.1.c.0,C.1.c.2,B-.maj.c.3,,,,,,,,,,,,,C.1.c.2_B-.maj.c.3_G.min.c.0_B-.maj.c.2_G.1.c.0_C.1.c.2_B-.maj.c.3_,0.9637459942073318,####,1,1,893 ,c ,NoBound,_C.1.c.2_B-.maj.c.3_G.min.c.0_B-.maj.c.2_G.1.c.0,5,1.4,9:1-->,3maj_91_51_10maj_9min_
4,20,3,C.1.c.2,G.1.c.0,C.1.c.2,,,,,,,,,,,,,,,,,C.1.c.2_G.1.c.0_C.1.c.2_,1.0,#,1,1,594 ,c ,NoBound,_C.1.c.2_G.1.c.0,2,1.5,7:1-->,51_71_
5,22,12,C.1.l.0,B-.1.l.2,C.1.l.0,B-.1.l.2,C.1.l.0,B-.1.l.2,C.1.l.0,B-.1.l.2,C.1.l.0,B-.1.l.2,C.1.l.0,B-.1.l.2,,,,,,,,C.1.l.0_B-.1.l.2_C.1.l.0_B-.1.l.2_C.1.l.0_B-.1.l.2_C.1.l.0_B-.1.l.2_C.1.l.0_B-.1.l.2_C.1.l.0_B-.1.l.2_,0.5304060778306042,##########,1,1,594 ,l ,NoBound,_C.1.l.0_B-.1.l.2,2,6.0,10:1-->,21_101_
6,22,11,C.1.l.2,D.1.l.0,C.1.l.2,D.1.l.0,C.1.l.2,D.1.l.0,C.1.l.2,D.1.l.0,C.1.l.2,D.1.l.0,C.1.l.2,,,,,,,,,C.1.l.2_D.1.l.0_C.1.l.2_D.1.l.0_C.1.l.2_D.1.l.0_C.1.l.2_D.1.l.0_C.1.l.2_D.1.l.0_C.1.l.2_,0.5304060778306042,#########,1,1,594 ,l ,NoBound,_C.1.l.2_D.1.l.0,2,5.5,2:1-->,21_101_
7,20,6,C.1.v.0,A-.1.v.0,B-.1.v.0,C.1.v.0,A-.1.v.0,B-.1.v.0,,,,,,,,,,,,,,C.1.v.0_A-.1.v.0_B-.1.v.0_C.1.v.0_A-.1.v.0_B-.1.v.0_,1.295461844238322,##,3,2,352 913 ,v ,NoBound,_C.1.v.0_A-.1.v.0_B-.1.v.0,3,2.0,2:1-->,21_21_81_
8,26,4,C.1.v.0,D.1.v.0,B-.1.v.0,C.1.v.0,,,,,,,,,,,,,,,,C.1.v.0_D.1.v.0_B-.1.v.0_C.1.v.0_,1.1401156785146092,#,3,2,352 913 ,v ,NoBound,_C.1.v.0_D.1.v.0_B-.1.v.0,3,1.33,8:1-->,21_21_81_
9,20,5,C.1.v.0,D.1.v.0,E.1.v.0,C.1.v.0,D.1.v.0,,,,,,,,,,,,,,,C.1.v.0_D.1.v.0_E.1.v.0_C.1.v.0_D.1.v.0_,1.295461844238322,##,3,2,352 913 ,v ,NoBound,_C.1.v.0_D.1.v.0_E.1.v.0,3,1.67,2:1-->,21_21_81_
10,21,3,C.5(b7).v.0,G.maj.v.0,C.5(b7).v.0,,,,,,,,,,,,,,,,,C.5(b7).v.0_G.maj.v.0_C.5(b7).v.0_,0.5916727785823275,#,1,1,687 ,v ,NoBound,_C.5(b7).v.0_G.maj.v.0,2,1.5,7:maj-->,55(b7)_7maj_
11,43,7,C.5.l.0,B-.5.l.2,C.5.l.0,B-.5.l.2,C.5.l.0,B-.5.l.2,C.5.l.0,,,,,,,,,,,,,C.5.l.0_B-.5.l.2_C.5.l.0_B-.5.l.2_C.5.l.0_B-.5.l.2_C.5.l.0_,0.5395046027107565,####,3,2,215 594 ,l ,NoBound,_C.5.l.0_B-.5.l.2,2,3.5,10:5-->,25_105_
12,38,9,C.5.l.0,B-.5.l.2,C.5.l.0,B-.5.l.2,C.5.l.0,B-.5.l.2,C.5.l.0,B-.5.l.2,C.5.l.0,,,,,,,,,,,C.5.l.0_B-.5.l.2_C.5.l.0_B-.5.l.2_C.5.l.0_B-.5.l.2_C.5.l.0_B-.5.l.2_C.5.l.0_,0.5907239186406502,#,2,1,215 ,l ,NoBound,_C.5.l.0_B-.5.l.2,2,4.5,10:5-->,25_105_
13,34,11,C.5.l.0,B-.5.l.2,C.5.l.0,B-.5.l.2,C.5.l.0,B-.5.l.2,C.5.l.0,B-.5.l.2,C.5.l.0,B-.5.l.2,C.5.l.0,,,,,,,,,C.5.l.0_B-.5.l.2_C.5.l.0_B-.5.l.2_C.5.l.0_B-.5.l.2_C.5.l.0_B-.5.l.2_C.5.l.0_B-.5.l.2_C.5.l.0_,0.6402064333604701,#,2,1,215 ,l ,NoBound,_C.5.l.0_B-.5.l.2,2,5.5,10:5-->,25_105_
14,30,13,C.5.l.0,B-.5.l.2,C.5.l.0,B-.5.l.2,C.5.l.0,B-.5.l.2,C.5.l.0,B-.5.l.2,C.5.l.0,B-.5.l.2,C.5.l.0,B-.5.l.2,C.5.l.0,,,,,,,C.5.l.0_B-.5.l.2_C.5.l.0_B-.5.l.2_C.5.l.0_B-.5.l.2_C.5.l.0_B-.5.l.2_C.5.l.0_B-.5.l.2_C.5.l.0_B-.5.l.2_C.5.l.0_,0.6998428398862386,#,2,1,215 ,l ,NoBound,_C.5.l.0_B-.5.l.2,2,6.5,10:5-->,25_105_
15,26,15,C.5.l.0,B-.5.l.2,C.5.l.0,B-.5.l.2,C.5.l.0,B-.5.l.2,C.5.l.0,B-.5.l.2,C.5.l.0,B-.5.l.2,C.5.l.0,B-.5.l.2,C.5.l.0,B-.5.l.2,C.5.l.0,,,,,C.5.l.0_B-.5.l.2_C.5.l.0_B-.5.l.2_C.5.l.0_B-.5.l.2_C.5.l.0_B-.5.l.2_C.5.l.0_B-.5.l.2_C.5.l.0_B-.5.l.2_C.5.l.0_B-.5.l.2_C.5.l.0_,0.7732283485249176,#,2,1,215 ,l ,NoBound,_C.5.l.0_B-.5.l.2,2,7.5,10:5-->,25_105_
16,22,17,C.5.l.0,B-.5.l.2,C.5.l.0,B-.5.l.2,C.5.l.0,B-.5.l.2,C.5.l.0,B-.5.l.2,C.5.l.0,B-.5.l.2,C.5.l.0,B-.5.l.2,C.5.l.0,B-.5.l.2,C.5.l.0,B-.5.l.2,C.5.l.0,,,C.5.l.0_B-.5.l.2_C.5.l.0_B-.5.l.2_C.5.l.0_B-.5.l.2_C.5.l.0_B-.5.l.2_C.5.l.0_B-.5.l.2_C.5.l.0_B-.5.l.2_C.5.l.0_B-.5.l.2_C.5.l.0_B-.5.l.2_C.5.l.0_,0.8658566174572235,#,2,1,215 ,l ,NoBound,_C.5.l.0_B-.5.l.2,2,8.5,10:5-->,25_105_
17,43,6,C.5.l.2,D.5.l.0,C.5.l.2,D.5.l.0,C.5.l.2,D.5.l.0,,,,,,,,,,,,,,C.5.l.2_D.5.l.0_C.5.l.2_D.5.l.0_C.5.l.2_D.5.l.0_,0.5395046027107565,###,3,2,215 594 ,l ,NoBound,_C.5.l.2_D.5.l.0,2,3.0,2:5-->,25_105_
18,38,8,C.5.l.2,D.5.l.0,C.5.l.2,D.5.l.0,C.5.l.2,D.5.l.0,C.5.l.2,D.5.l.0,,,,,,,,,,,,C.5.l.2_D.5.l.0_C.5.l.2_D.5.l.0_C.5.l.2_D.5.l.0_C.5.l.2_D.5.l.0_,0.5907239186406502,#,2,1,215 ,l ,NoBound,_C.5.l.2_D.5.l.0,2,4.0,2:5-->,25_105_
19,34,10,C.5.l.2,D.5.l.0,C.5.l.2,D.5.l.0,C.5.l.2,D.5.l.0,C.5.l.2,D.5.l.0,C.5.l.2,D.5.l.0,,,,,,,,,,C.5.l.2_D.5.l.0_C.5.l.2_D.5.l.0_C.5.l.2_D.5.l.0_C.5.l.2_D.5.l.0_C.5.l.2_D.5.l.0_,0.6402064333604701,#,2,1,215 ,l ,NoBound,_C.5.l.2_D.5.l.0,2,5.0,2:5-->,25_105_
20,30,12,C.5.l.2,D.5.l.0,C.5.l.2,D.5.l.0,C.5.l.2,D.5.l.0,C.5.l.2,D.5.l.0,C.5.l.2,D.5.l.0,C.5.l.2,D.5.l.0,,,,,,,,C.5.l.2_D.5.l.0_C.5.l.2_D.5.l.0_C.5.l.2_D.5.l.0_C.5.l.2_D.5.l.0_C.5.l.2_D.5.l.0_C.5.l.2_D.5.l.0_,0.6998428398862386,#,2,1,215 ,l ,NoBound,_C.5.l.2_D.5.l.0,2,6.0,2:5-->,25_105_
21,26,14,C.5.l.2,D.5.l.0,C.5.l.2,D.5.l.0,C.5.l.2,D.5.l.0,C.5.l.2,D.5.l.0,C.5.l.2,D.5.l.0,C.5.l.2,D.5.l.0,C.5.l.2,D.5.l.0,,,,,,C.5.l.2_D.5.l.0_C.5.l.2_D.5.l.0_C.5.l.2_D.5.l.0_C.5.l.2_D.5.l.0_C.5.l.2_D.5.l.0_C.5.l.2_D.5.l.0_C.5.l.2_D.5.l.0_,0.7732283485249176,#,2,1,215 ,l ,NoBound,_C.5.l.2_D.5.l.0,2,7.0,2:5-->,25_105_
22,22,16,C.5.l.2,D.5.l.0,C.5.l.2,D.5.l.0,C.5.l.2,D.5.l.0,C.5.l.2,D.5.l.0,C.5.l.2,D.5.l.0,C.5.l.2,D.5.l.0,C.5.l.2,D.5.l.0,C.5.l.2,D.5.l.0,,,,C.5.l.2_D.5.l.0_C.5.l.2_D.5.l.0_C.5.l.2_D.5.l.0_C.5.l.2_D.5.l.0_C.5.l.2_D.5.l.0_C.5.l.2_D.5.l.0_C.5.l.2_D.5.l.0_C.5.l.2_D.5.l.0_,0.8658566174572235,#,2,1,215 ,l ,NoBound,_C.5.l.2_D.5.l.0,2,8.0,2:5-->,25_105_
23,20,7,C.5.v.0,G.maj.v.0,A-.maj.v.1,F.maj.v.3,F.maj.v.0,D.maj.v.1,G.maj.v.2,,,,,,,,,,,,,C.5.v.0_G.maj.v.0_A-.maj.v.1_F.maj.v.3_F.maj.v.0_D.maj.v.1_G.maj.v.2_,0.9709505944546686,####,2,1,381 ,v ,NoBound,_C.5.v.0_G.maj.v.0_A-.maj.v.1_F.maj.v.3_F.maj.v.0_D.maj.v.1_G.maj.v.2,7,1.0,5:maj-->,0maj_9maj_5maj_55_7maj_1maj_9maj_
24,20,14,C.5.v.0,G.maj.v.0,A-.maj7.v.1,E-.maj.v.3,E-.maj.v.0,D-.maj.v.1,C.min7.v.2,C.5.v.0,G.maj.v.0,A-.maj.v.1,F.maj.v.3,F.maj.v.0,D.maj.v.1,G.maj.v.2,,,,,,C.5.v.0_G.maj.v.0_A-.maj7.v.1_E-.maj.v.3_E-.maj.v.0_D-.maj.v.1_C.min7.v.2_C.5.v.0_G.maj.v.0_A-.maj.v.1_F.maj.v.3_F.maj.v.0_D.maj.v.1_G.maj.v.2_,0.9709505944546686,###########,2,1,381 ,v ,NoBound,_C.5.v.0_G.maj.v.0_A-.maj7.v.1_E-.maj.v.3_E-.maj.v.0_D-.maj.v.1_C.min7.v.2_C.5.v.0_G.maj.v.0_A-.maj.v.1_F.maj.v.3_F.maj.v.0_D.maj.v.1_G.maj.v.2,14,1.0,5:maj-->,05_7maj_1maj_9maj_0maj_9maj_5maj_55_7maj_1maj7_7maj_0maj_10maj_11min7_
25,24,4,C.7(#9).v.0,E-.maj.v.2,F.maj.v.3,C.7(#9).v.0,,,,,,,,,,,,,,,,C.7(#9).v.0_E-.maj.v.2_F.maj.v.3_C.7(#9).v.0_,1.040852082972755,##,1,1,625 ,v ,NoBound,_C.7(#9).v.0_E-.maj.v.2_F.maj.v.3,3,1.33,2:maj-->,2maj_77(#9)_3maj_
26,28,5,C.7.c.0,G.min7.c.0,C.7.c.0,G.min7.c.0,C.7.c.0,,,,,,,,,,,,,,,C.7.c.0_G.min7.c.0_C.7.c.0_G.min7.c.0_C.7.c.0_,0.7075696535050608,#,3,3,483 70 925 ,c ,NoBound,_C.7.c.0_G.min7.c.0,2,2.5,7:min7-->,57_7min7_
27,22,7,C.7.c.0,G.min7.c.0,C.7.c.0,G.min7.c.0,C.7.c.0,G.min7.c.0,C.7.c.0,,,,,,,,,,,,,C.7.c.0_G.min7.c.0_C.7.c.0_G.min7.c.0_C.7.c.0_G.min7.c.0_C.7.c.0_,0.8315435491770659,#,2,2,483 70 ,c ,NoBound,_C.7.c.0_G.min7.c.0,2,3.5,7:min7-->,57_7min7_
28,24,4,C.7.c.1,B-.maj7.c.2,F.maj.c.0,C.maj.c.1,,,,,,,,,,,,,,,,C.7.c.1_B-.maj7.c.2_F.maj.c.0_C.maj.c.1_,1.2987949406953985,##,3,1,705 ,c ,NoBound,_C.7.c.1_B-.maj7.c.2_F.maj.c.0_C.maj.c.1,4,1.0,7:maj-->,07_10maj7_7maj_7maj_
29,20,3,C.7.c.2,G.min7.c.0,C.7.c.2,,,,,,,,,,,,,,,,,C.7.c.2_G.min7.c.0_C.7.c.2_,2.0086949695628418,#,3,3,490 691 834 ,c ,NoBound,_C.7.c.2_G.min7.c.0,2,1.5,7:min7-->,57_7min7_
30,22,6,C.7.l.0,B-.maj.l.2,F.maj.l.3,C.7.l.0,B-.maj.l.2,F.maj.l.3,,,,,,,,,,,,,,C.7.l.0_B-.maj.l.2_F.maj.l.3_C.7.l.0_B-.maj.l.2_F.maj.l.3_,0.5304060778306042,####,1,1,430 ,l ,NoBound,_C.7.l.0_B-.maj.l.2_F.maj.l.3,3,2.0,7:maj-->,77_10maj_7maj_
31,20,9,C.7.l.0,B-.maj.l.2,F.maj.l.3,C.7.l.0,B-.maj.l.2,F.maj.l.3,C.7.l.0,B-.maj.l.2,F.maj.l.3,,,,,,,,,,,C.7.l.0_B-.maj.l.2_F.maj.l.3_C.7.l.0_B-.maj.l.2_F.maj.l.3_C.7.l.0_B-.maj.l.2_F.maj.l.3_,0.5689955935892812,##,1,1,430 ,l ,NoBound,_C.7.l.0_B-.maj.l.2_F.maj.l.3,3,3.0,7:maj-->,77_10maj_7maj_
32,22,4,C.7.l.0,F.7.l.0,C.7.l.0,G.7.l.0,,,,,,,,,,,,,,,,C.7.l.0_F.7.l.0_C.7.l.0_G.7.l.0_,1.288649764535596,#,9,8,1024 1193 1247 289 383 455 672 792 ,l ,NoBound,_C.7.l.0_F.7.l.0_C.7.l.0_G.7.l.0,4,1.0,7:7-->,57_57_77_77_
33,20,3,C.7.l.0,G.min7.l.0,C.7.l.0,,,,,,,,,,,,,,,,,C.7.l.0_G.min7.l.0_C.7.l.0_,0.5689955935892812,#,2,2,1085 483 ,l ,NoBound,_C.7.l.0_G.min7.l.0,2,1.5,7:min7-->,57_7min7_
34,36,3,C.7.o.2,G.min7.o.0,C.7.o.2,,,,,,,,,,,,,,,,,C.7.o.2_G.min7.o.0_C.7.o.2_,0.6699250014423124,#,4,4,1032 483 490 691 ,o ,NoBound,_C.7.o.2_G.min7.o.0,2,1.5,7:min7-->,57_7min7_
35,27,10,C.7.s.2,F.min.s.0,D-.maj7.s.0,C.7.s.2,F.min.s.0,D-.maj7.s.0,C.7.s.2,F.min.s.0,D-.maj7.s.0,C.7.s.2,,,,,,,,,,C.7.s.2_F.min.s.0_D-.maj7.s.0_C.7.s.2_F.min.s.0_D-.maj7.s.0_C.7.s.2_F.min.s.0_D-.maj7.s.0_C.7.s.2_,0.5032583347756457,########,3,1,176 ,s ,NoBound,_C.7.s.2_F.min.s.0_D-.maj7.s.0,3,3.33,8:maj7-->,5min_8maj7_117_
36,24,13,C.7.s.2,F.min.s.0,D-.maj7.s.0,C.7.s.2,F.min.s.0,D-.maj7.s.0,C.7.s.2,F.min.s.0,D-.maj7.s.0,C.7.s.2,F.min.s.0,D-.maj7.s.0,C.7.s.2,,,,,,,C.7.s.2_F.min.s.0_D-.maj7.s.0_C.7.s.2_F.min.s.0_D-.maj7.s.0_C.7.s.2_F.min.s.0_D-.maj7.s.0_C.7.s.2_F.min.s.0_D-.maj7.s.0_C.7.s.2_,0.5435644431995964,##,3,1,176 ,s ,NoBound,_C.7.s.2_F.min.s.0_D-.maj7.s.0,3,4.33,8:maj7-->,5min_8maj7_117_
37,21,16,C.7.s.2,F.min.s.0,D-.maj7.s.0,C.7.s.2,F.min.s.0,D-.maj7.s.0,C.7.s.2,F.min.s.0,D-.maj7.s.0,C.7.s.2,F.min.s.0,D-.maj7.s.0,C.7.s.2,F.min.s.0,D-.maj7.s.0,C.7.s.2,,,,C.7.s.2_F.min.s.0_D-.maj7.s.0_C.7.s.2_F.min.s.0_D-.maj7.s.0_C.7.s.2_F.min.s.0_D-.maj7.s.0_C.7.s.2_F.min.s.0_D-.maj7.s.0_C.7.s.2_F.min.s.0_D-.maj7.s.0_C.7.s.2_,0.5916727785823275,##,3,1,176 ,s ,NoBound,_C.7.s.2_F.min.s.0_D-.maj7.s.0,3,5.33,8:maj7-->,5min_8maj7_117_
38,30,3,C.7.v.0,B-.maj.v.2,F.maj.v.3,,,,,,,,,,,,,,,,,C.7.v.0_B-.maj.v.2_F.maj.v.3_,1.3567796494470397,#,1,1,430 ,v ,NoBound,_C.7.v.0_B-.maj.v.2_F.maj.v.3,3,1.0,7:maj-->,77_10maj_7maj_
