progID,Prog Count,Prog Length,Lick,,,,,,,,,,,,,,,,,,,Lick String,H,Hashes,ALL Songs (inc. Dups),Total Songs (no Dups),Sorted Songs,Forms,Boundary Cases,Loop,Loop Length,# Repeats,Last Loop Chord,LoopAbs
1,26,6,C.1.0,A-.1.0,B-.1.0,C.1.0,A-.1.0,B-.1.0,,,,,,,,,,,,,,C.1.0_A-.1.0_B-.1.0_C.1.0_A-.1.0_B-.1.0_,1.2389012566026305,####,3,2,352 913 ,i v ,NoBound,_C.1.0_A-.1.0_B-.1.0,3,2.0,2:1-->,21_21_81_
2,26,5,C.1.0,D.1.0,E.1.0,C.1.0,D.1.0,,,,,,,,,,,,,,,C.1.0_D.1.0_E.1.0_C.1.0_D.1.0_,1.2389012566026305,##,3,2,352 913 ,i v ,NoBound,_C.1.0_D.1.0_E.1.0,3,1.67,2:1-->,21_21_81_
3,28,4,C.1.0,F.1.2,C.1.0,F.1.2,,,,,,,,,,,,,,,,C.1.0_F.1.2_C.1.0_F.1.2_,1.2838868242312453,#,3,2,53 594 ,b c l ,NoBound,_C.1.0_F.1.2,2,2.0,5:1-->,51_71_
4,28,3,C.1.2,G.1.0,C.1.2,,,,,,,,,,,,,,,,,C.1.2_G.1.0_C.1.2_,1.2838868242312453,#,3,2,53 594 ,b c l ,NoBound,_C.1.2_G.1.0,2,1.5,7:1-->,51_71_
5,29,3,C.5(b7).0,D-.5.3,C.5(b7).0,,,,,,,,,,,,,,,,,C.5(b7).0_D-.5.3_C.5(b7).0_,1.2080393967554763,#,1,1,884 ,l u ,NoBound,_C.5(b7).0_D-.5.3,2,1.5,1:5-->,15_115(b7)_
6,24,4,C.5.0,E-.maj.0,B-.maj.2,C.5.0,,,,,,,,,,,,,,,,C.5.0_E-.maj.0_B-.maj.2_C.5.0_,1.766150648454355,##,5,3,215 51 567 ,c i v ,NoBound,_C.5.0_E-.maj.0_B-.maj.2,3,1.33,7:maj-->,25_3maj_7maj_
7,25,13,C.7.0,B-.7.0,F.7.0,B-.7.0,F.7.0,C.7.0,B-.7.0,F.7.0,B-.7.0,F.7.0,C.7.0,B-.7.0,F.7.0,,,,,,,C.7.0_B-.7.0_F.7.0_B-.7.0_F.7.0_C.7.0_B-.7.0_F.7.0_B-.7.0_F.7.0_C.7.0_B-.7.0_F.7.0_,1.3834651896016472,#########,8,8,1125 115 1193 214 289 383 672 792 ,c h l s v ,NoBound,_C.7.0_B-.7.0_F.7.0_B-.7.0_F.7.0,5,2.6,7:7-->,57_77_77_107_77_
8,91,5,C.7.0,F.7.0,C.7.0,F.7.0,C.7.0,,,,,,,,,,,,,,,C.7.0_F.7.0_C.7.0_F.7.0_C.7.0_,1.3794811329654695,#,15,15,1134 1149 115 1168 1193 289 377 391 455 510 79 853 879 890 894 ,b c cd cl d i iv l o s v vc vd ,(1134: cd) (391: vc; iv; vd) (879: cl) ,_C.7.0_F.7.0,2,2.5,5:7-->,57_77_
9,35,11,C.7.0,F.7.0,C.7.0,G.7.0,F.7.0,C.7.0,F.7.0,C.7.0,G.7.0,F.7.0,C.7.0,,,,,,,,,C.7.0_F.7.0_C.7.0_G.7.0_F.7.0_C.7.0_F.7.0_C.7.0_G.7.0_F.7.0_C.7.0_,1.2332525240632943,######,10,10,1125 115 1193 1247 214 289 314 383 672 792 ,c h l s v ,NoBound,_C.7.0_F.7.0_C.7.0_G.7.0_F.7.0,5,2.2,10:7-->,57_77_77_107_77_
10,22,16,C.7.0,F.7.0,C.7.0,G.7.0,F.7.0,C.7.0,F.7.0,C.7.0,G.7.0,F.7.0,C.7.0,F.7.0,C.7.0,G.7.0,F.7.0,C.7.0,,,,C.7.0_F.7.0_C.7.0_G.7.0_F.7.0_C.7.0_F.7.0_C.7.0_G.7.0_F.7.0_C.7.0_F.7.0_C.7.0_G.7.0_F.7.0_C.7.0_,1.3315796225857794,####,8,8,1125 115 1193 214 289 383 672 792 ,c h l s v ,NoBound,_C.7.0_F.7.0_C.7.0_G.7.0_F.7.0,5,3.2,10:7-->,57_77_77_107_77_
11,36,3,C.7.0,F.7.2,B-.maj.0,,,,,,,,,,,,,,,,,C.7.0_F.7.2_B-.maj.0_,2.7363238771524006,#,11,10,220 516 554 728 761 834 890 950 964 969 ,bc bv c co d i l lv o pc s v vt ,(728: co) (890: bc) (950: vt) (964: pc) (969: bv; lv) ,_C.7.0_F.7.2_B-.maj.0,3,1.0,5:maj-->,27_57_5maj_
12,62,5,C.7.0,F.maj.0,B-.maj.0,C.7.0,F.maj.0,,,,,,,,,,,,,,,C.7.0_F.maj.0_B-.maj.0_C.7.0_F.maj.0_,1.8980861413308796,#,18,14,1072 1154 1245 167 169 235 308 463 500 565 606 689 726 914 ,c cd cv d l p s v ,(169: cv; cd) ,_C.7.0_F.maj.0_B-.maj.0,3,1.67,5:maj-->,27_5maj_5maj_
13,26,8,C.7.0,F.maj.0,B-.maj.0,C.7.0,F.maj.0,B-.maj.0,C.7.0,F.maj.0,,,,,,,,,,,,C.7.0_F.maj.0_B-.maj.0_C.7.0_F.maj.0_B-.maj.0_C.7.0_F.maj.0_,1.5663293988620242,#,7,5,1072 1154 308 463 500 ,c d l s v ,NoBound,_C.7.0_F.maj.0_B-.maj.0,3,2.67,5:maj-->,27_5maj_5maj_
14,36,6,C.7.0,F.maj.0,B-.maj.0,F.maj.0,C.7.0,F.maj.0,,,,,,,,,,,,,,C.7.0_F.maj.0_B-.maj.0_F.maj.0_C.7.0_F.maj.0_,1.77495693826762,#,11,10,1054 1072 1116 1141 167 472 570 787 875 993 ,c l v ,NoBound,_C.7.0_F.maj.0_B-.maj.0_F.maj.0,4,1.5,7:maj-->,5maj_5maj_7maj_77_
15,130,4,C.7.0,F.maj.0,C.7.0,F.maj.0,,,,,,,,,,,,,,,,C.7.0_F.maj.0_C.7.0_F.maj.0_,2.673028180259575,#,37,30,1006 1040 1046 1054 1102 1107 1116 1141 1154 1182 1194 1225 123 1245 167 208 278 288 308 386 399 477 542 565 570 696 787 802 830 993 ,b c co cu d i ic iv l lv o u v vl ,(1154: ic; lv) (1194: iv) (208: cu; co) (288: iv) (308: vl) (471: iv) (477: iv) (669: vl) ,_C.7.0_F.maj.0,2,2.0,5:maj-->,5maj_77_
16,27,6,C.7.0,F.maj.0,C.7.0,F.maj.0,F.7.0,B-.maj.0,,,,,,,,,,,,,,C.7.0_F.maj.0_C.7.0_F.maj.0_F.7.0_B-.maj.0_,1.695503837936514,#,14,10,1006 1046 1054 1102 1116 1194 288 399 565 993 ,c ub v vb ,(1054: ub) (399: vb) ,_C.7.0_F.maj.0_C.7.0_F.maj.0_F.7.0_B-.maj.0,6,1.0,5:maj-->,07_5maj_27_5maj_77_5maj_
17,33,5,C.7.0,F.maj.0,C.maj.0,G.7.0,C.maj.0,,,,,,,,,,,,,,,C.7.0_F.maj.0_C.maj.0_G.7.0_C.maj.0_,2.567163635665895,#,11,9,1006 1041 1054 1116 1194 169 4 638 875 ,c i u v vc ,(1054: vc) ,_C.7.0_F.maj.0_C.maj.0_G.7.0_C.maj.0,5,1.0,5:maj-->,07_5maj_7maj_77_5maj_
18,47,7,C.7.0,G.7.0,C.7.0,G.7.0,D.7.0,C.7.0,G.7.0,,,,,,,,,,,,,C.7.0_G.7.0_C.7.0_G.7.0_D.7.0_C.7.0_G.7.0_,1.2972877435653971,##,11,11,1125 115 1193 1247 214 289 314 383 510 672 792 ,c h l s v ,NoBound,_C.7.0_G.7.0_C.7.0_G.7.0_D.7.0,5,1.4,7:7-->,57_77_77_107_77_
19,27,12,C.7.0,G.7.0,C.7.0,G.7.0,D.7.0,C.7.0,G.7.0,C.7.0,G.7.0,D.7.0,C.7.0,G.7.0,,,,,,,,C.7.0_G.7.0_C.7.0_G.7.0_D.7.0_C.7.0_G.7.0_C.7.0_G.7.0_D.7.0_C.7.0_G.7.0_,1.326427315856485,####,8,8,1125 115 1193 214 289 383 672 792 ,c h l s v ,NoBound,_C.7.0_G.7.0_C.7.0_G.7.0_D.7.0,5,2.4,7:7-->,57_77_77_107_77_
20,69,5,C.7.0,G.7.0,D.7.0,C.7.0,G.7.0,,,,,,,,,,,,,,,C.7.0_G.7.0_D.7.0_C.7.0_G.7.0_,1.283232038010785,#,13,13,1125 1134 115 1193 1247 214 289 314 383 425 510 672 792 ,b c d h l s v vl ,(289: vl) ,_C.7.0_G.7.0_D.7.0,3,1.67,7:7-->,77_77_107_
21,36,10,C.7.0,G.7.0,D.7.0,C.7.0,G.7.0,C.7.0,G.7.0,D.7.0,C.7.0,G.7.0,,,,,,,,,,C.7.0_G.7.0_D.7.0_C.7.0_G.7.0_C.7.0_G.7.0_D.7.0_C.7.0_G.7.0_,1.2122556909379012,####,10,10,1125 115 1193 1247 214 289 314 383 672 792 ,c h l s v ,NoBound,_C.7.0_G.7.0_D.7.0_C.7.0_G.7.0,5,2.0,7:7-->,57_77_77_107_77_
22,23,15,C.7.0,G.7.0,D.7.0,C.7.0,G.7.0,C.7.0,G.7.0,D.7.0,C.7.0,G.7.0,C.7.0,G.7.0,D.7.0,C.7.0,G.7.0,,,,,C.7.0_G.7.0_D.7.0_C.7.0_G.7.0_C.7.0_G.7.0_D.7.0_C.7.0_G.7.0_C.7.0_G.7.0_D.7.0_C.7.0_G.7.0_,1.4447470033120828,####,8,8,1125 115 1193 214 289 383 672 792 ,c h l s v ,NoBound,_C.7.0_G.7.0_D.7.0_C.7.0_G.7.0,5,3.0,7:7-->,57_77_77_107_77_
23,73,4,C.7.0,G.7.0,F.7.0,C.7.0,,,,,,,,,,,,,,,,C.7.0_G.7.0_F.7.0_C.7.0_,1.3476120195745596,#,15,15,1125 1134 115 1193 1247 214 289 314 383 425 455 510 672 792 853 ,b c d h l o s v vl ,(289: vl) ,_C.7.0_G.7.0_F.7.0,3,1.33,10:7-->,77_77_107_
24,24,14,C.7.0,G.7.0,F.7.0,C.7.0,F.7.0,C.7.0,G.7.0,F.7.0,C.7.0,F.7.0,C.7.0,G.7.0,F.7.0,C.7.0,,,,,,C.7.0_G.7.0_F.7.0_C.7.0_F.7.0_C.7.0_G.7.0_F.7.0_C.7.0_F.7.0_C.7.0_G.7.0_F.7.0_C.7.0_,1.4135819199522097,#########,8,8,1125 115 1193 214 289 383 672 792 ,c h l s v ,NoBound,_C.7.0_G.7.0_F.7.0_C.7.0_F.7.0,5,2.8,5:7-->,57_77_77_107_77_
25,20,5,C.7.0,G.maj.0,D.7.0,C.7.0,G.maj.0,,,,,,,,,,,,,,,C.7.0_G.maj.0_D.7.0_C.7.0_G.maj.0_,2.295461844238322,##,6,4,322 358 439 577 ,c cd ct h l u ,(322: ct; cd) (733: ct; cd) ,_C.7.0_G.maj.0_D.7.0,3,1.67,7:7-->,77_107_7maj_
26,21,12,C.7.1,B-.maj7.2,F.maj.0,C.maj.1,B-.maj.0,F.maj.1,D.min7.2,B-.maj7.0,C.7.1,B-.maj7.2,F.maj.0,C.maj.1,,,,,,,,C.7.1_B-.maj7.2_F.maj.0_C.maj.1_B-.maj.0_F.maj.1_D.min7.2_B-.maj7.0_C.7.1_B-.maj7.2_F.maj.0_C.maj.1_,1.3787834934861753,##########,3,1,705 ,c d ,NoBound,_C.7.1_B-.maj7.2_F.maj.0_C.maj.1_B-.maj.0_F.maj.1_D.min7.2_B-.maj7.0,8,1.5,8:maj7-->,27_10maj7_7maj_7maj_10maj_7maj_9min7_8maj7_
27,25,4,C.7.2,F.7.0,B-.7.0,F.7.0,,,,,,,,,,,,,,,,C.7.2_F.7.0_B-.7.0_F.7.0_,1.384381457724494,#,8,7,1024 1110 1149 1193 214 289 890 ,b d h l v ,NoBound,_C.7.2_F.7.0_B-.7.0_F.7.0,4,1.0,7:7-->,57_57_77_77_
