progID,Prog Count,Prog Length,Lick,,,,,,,,,,,,,,,,,,,Lick String,H,Hashes,ALL Songs (inc. Dups),Total Songs (no Dups),Sorted Songs,Forms,Boundary Cases,Loop,Loop Length,# Repeats,Last Loop Chord,LoopAbs
1,20,4,C.1.c.0,F.1.c.2,C.1.c.0,F.1.c.2,,,,,,,,,,,,,,,,C.1.c.0_F.1.c.2_C.1.c.0_F.1.c.2_,1.0,#,1,1,594 ,c ,NoBound,_C.1.c.0_F.1.c.2,2,2.0,5:1-->,51_71_
2,21,8,C.1.c.0,F.1.c.2,E-.maj.c.3,C.min.c.0,E-.maj.c.2,C.1.c.0,F.1.c.2,E-.maj.c.3,,,,,,,,,,,,C.1.c.0_F.1.c.2_E-.maj.c.3_C.min.c.0_E-.maj.c.2_C.1.c.0_F.1.c.2_E-.maj.c.3_,0.9637459942073318,#####,1,1,893 ,c ,NoBound,_C.1.c.0_F.1.c.2_E-.maj.c.3_C.min.c.0_E-.maj.c.2,5,1.6,3:maj-->,3maj_91_51_10maj_9min_
3,21,7,C.1.c.2,B-.maj.c.3,G.min.c.0,B-.maj.c.2,G.1.c.0,C.1.c.2,B-.maj.c.3,,,,,,,,,,,,,C.1.c.2_B-.maj.c.3_G.min.c.0_B-.maj.c.2_G.1.c.0_C.1.c.2_B-.maj.c.3_,0.9637459942073318,#####,1,1,893 ,c ,NoBound,_C.1.c.2_B-.maj.c.3_G.min.c.0_B-.maj.c.2_G.1.c.0,5,1.4,9:1-->,3maj_91_51_10maj_9min_
4,20,3,C.1.c.2,G.1.c.0,C.1.c.2,,,,,,,,,,,,,,,,,C.1.c.2_G.1.c.0_C.1.c.2_,1.0,#,1,1,594 ,c ,NoBound,_C.1.c.2_G.1.c.0,2,1.5,7:1-->,51_71_
5,28,3,C.1.v.0,A-.1.v.0,B-.1.v.0,,,,,,,,,,,,,,,,,C.1.v.0_A-.1.v.0_B-.1.v.0_,1.0949143184120975,#,3,2,352 913 ,v ,NoBound,_C.1.v.0_A-.1.v.0_B-.1.v.0,3,1.0,2:1-->,21_21_81_
6,20,6,C.1.v.0,A-.1.v.0,B-.1.v.0,C.1.v.0,A-.1.v.0,B-.1.v.0,,,,,,,,,,,,,,C.1.v.0_A-.1.v.0_B-.1.v.0_C.1.v.0_A-.1.v.0_B-.1.v.0_,1.295461844238322,##,3,2,352 913 ,v ,NoBound,_C.1.v.0_A-.1.v.0_B-.1.v.0,3,2.0,2:1-->,21_21_81_
7,26,4,C.1.v.0,D.1.v.0,B-.1.v.0,C.1.v.0,,,,,,,,,,,,,,,,C.1.v.0_D.1.v.0_B-.1.v.0_C.1.v.0_,1.1401156785146092,#,3,2,352 913 ,v ,NoBound,_C.1.v.0_D.1.v.0_B-.1.v.0,3,1.33,8:1-->,21_21_81_
8,20,5,C.1.v.0,D.1.v.0,E.1.v.0,C.1.v.0,D.1.v.0,,,,,,,,,,,,,,,C.1.v.0_D.1.v.0_E.1.v.0_C.1.v.0_D.1.v.0_,1.295461844238322,##,3,2,352 913 ,v ,NoBound,_C.1.v.0_D.1.v.0_E.1.v.0,3,1.67,2:1-->,21_21_81_
9,20,7,C.5.v.0,G.maj.v.0,A-.maj.v.1,F.maj.v.3,F.maj.v.0,D.maj.v.1,G.maj.v.2,,,,,,,,,,,,,C.5.v.0_G.maj.v.0_A-.maj.v.1_F.maj.v.3_F.maj.v.0_D.maj.v.1_G.maj.v.2_,0.9709505944546686,####,2,1,381 ,v ,NoBound,_C.5.v.0_G.maj.v.0_A-.maj.v.1_F.maj.v.3_F.maj.v.0_D.maj.v.1_G.maj.v.2,7,1.0,5:maj-->,0maj_9maj_5maj_55_7maj_1maj_9maj_
10,20,14,C.5.v.0,G.maj.v.0,A-.maj7.v.1,E-.maj.v.3,E-.maj.v.0,D-.maj.v.1,C.min7.v.2,C.5.v.0,G.maj.v.0,A-.maj.v.1,F.maj.v.3,F.maj.v.0,D.maj.v.1,G.maj.v.2,,,,,,C.5.v.0_G.maj.v.0_A-.maj7.v.1_E-.maj.v.3_E-.maj.v.0_D-.maj.v.1_C.min7.v.2_C.5.v.0_G.maj.v.0_A-.maj.v.1_F.maj.v.3_F.maj.v.0_D.maj.v.1_G.maj.v.2_,0.9709505944546686,###########,2,1,381 ,v ,NoBound,_C.5.v.0_G.maj.v.0_A-.maj7.v.1_E-.maj.v.3_E-.maj.v.0_D-.maj.v.1_C.min7.v.2_C.5.v.0_G.maj.v.0_A-.maj.v.1_F.maj.v.3_F.maj.v.0_D.maj.v.1_G.maj.v.2,14,1.0,5:maj-->,05_7maj_1maj_9maj_0maj_9maj_5maj_55_7maj_1maj7_7maj_0maj_10maj_11min7_
11,24,4,C.7(#9).v.0,E-.maj.v.2,F.maj.v.3,C.7(#9).v.0,,,,,,,,,,,,,,,,C.7(#9).v.0_E-.maj.v.2_F.maj.v.3_C.7(#9).v.0_,1.0408520829727552,##,1,1,625 ,v ,NoBound,_C.7(#9).v.0_E-.maj.v.2_F.maj.v.3,3,1.33,2:maj-->,2maj_77(#9)_3maj_
12,24,4,C.7.c.1,B-.maj7.c.2,F.maj.c.0,C.maj.c.1,,,,,,,,,,,,,,,,C.7.c.1_B-.maj7.c.2_F.maj.c.0_C.maj.c.1_,1.2987949406953985,##,3,1,705 ,c ,NoBound,_C.7.c.1_B-.maj7.c.2_F.maj.c.0_C.maj.c.1,4,1.0,7:maj-->,07_10maj7_7maj_7maj_
13,20,3,C.7.c.2,G.min7.c.0,C.7.c.2,,,,,,,,,,,,,,,,,C.7.c.2_G.min7.c.0_C.7.c.2_,2.0086949695628418,#,3,3,490 691 834 ,c ,NoBound,_C.7.c.2_G.min7.c.0,2,1.5,7:min7-->,57_7min7_
14,22,4,C.7.l.0,F.7.l.0,C.7.l.0,G.7.l.0,,,,,,,,,,,,,,,,C.7.l.0_F.7.l.0_C.7.l.0_G.7.l.0_,1.288649764535596,#,9,8,1024 1193 1247 289 383 455 672 792 ,l ,NoBound,_C.7.l.0_F.7.l.0_C.7.l.0_G.7.l.0,4,1.0,7:7-->,57_57_77_77_
15,30,3,C.7.v.0,B-.maj.v.2,F.maj.v.3,,,,,,,,,,,,,,,,,C.7.v.0_B-.maj.v.2_F.maj.v.3_,1.3567796494470397,#,1,1,430 ,v ,NoBound,_C.7.v.0_B-.maj.v.2_F.maj.v.3,3,1.0,7:maj-->,77_10maj_7maj_
16,21,6,C.7.v.0,B-.maj.v.2,F.maj.v.3,C.7.v.0,B-.maj.v.2,F.maj.v.3,,,,,,,,,,,,,,C.7.v.0_B-.maj.v.2_F.maj.v.3_C.7.v.0_B-.maj.v.2_F.maj.v.3_,1.6644977792004614,##,1,1,430 ,v ,NoBound,_C.7.v.0_B-.maj.v.2_F.maj.v.3,3,2.0,7:maj-->,77_10maj_7maj_
17,44,5,C.7.v.0,F.7.v.0,C.7.v.0,F.7.v.0,C.7.v.0,,,,,,,,,,,,,,,C.7.v.0_F.7.v.0_C.7.v.0_F.7.v.0_C.7.v.0_,1.3578897368851246,#,7,7,1149 115 1168 1193 391 510 890 ,v ,NoBound,_C.7.v.0_F.7.v.0,2,2.5,5:7-->,57_77_
18,22,5,C.7.v.0,F.maj.v.0,B-.maj.v.0,C.7.v.0,F.maj.v.0,,,,,,,,,,,,,,,C.7.v.0_F.maj.v.0_B-.maj.v.0_C.7.v.0_F.maj.v.0_,1.8429078545765152,#,7,6,1154 1245 167 463 500 914 ,v ,NoBound,_C.7.v.0_F.maj.v.0_B-.maj.v.0,3,1.67,5:maj-->,27_5maj_5maj_
19,20,6,C.7.v.0,F.maj.v.0,B-.maj.v.0,F.maj.v.0,C.7.v.0,F.maj.v.0,,,,,,,,,,,,,,C.7.v.0_F.maj.v.0_B-.maj.v.0_F.maj.v.0_C.7.v.0_F.maj.v.0_,2.3232196723355076,#,8,7,1116 167 472 570 787 875 993 ,v ,NoBound,_C.7.v.0_F.maj.v.0_B-.maj.v.0_F.maj.v.0,4,1.5,7:maj-->,5maj_5maj_7maj_77_
20,20,4,C.7.v.0,F.maj.v.0,B-.maj.v.2,F.maj.v.0,,,,,,,,,,,,,,,,C.7.v.0_F.maj.v.0_B-.maj.v.2_F.maj.v.0_,3.121928094887362,#,9,7,1041 1248 185 386 399 696 969 ,v ,NoBound,_C.7.v.0_F.maj.v.0_B-.maj.v.2_F.maj.v.0,4,1.0,7:maj-->,5maj_5maj_7maj_77_
21,24,4,C.7.v.2,F.maj7.v.0,F.min7.v.0,C.maj.v.0,,,,,,,,,,,,,,,,C.7.v.2_F.maj7.v.0_F.min7.v.0_C.maj.v.0_,1.0,#,2,1,240 ,v ,NoBound,_C.7.v.2_F.maj7.v.0_F.min7.v.0_C.maj.v.0,4,1.0,7:maj-->,07_5maj7_0min7_7maj_
22,27,4,C.7.v.2,F.min.v.0,D-.maj7.v.0,C.7.v.2,,,,,,,,,,,,,,,,C.7.v.2_F.min.v.0_D-.maj7.v.0_C.7.v.2_,0.9182958340544896,#,3,1,176 ,v ,NoBound,_C.7.v.2_F.min.v.0_D-.maj7.v.0,3,1.33,8:maj7-->,5min_8maj7_117_
23,24,7,C.maj(9).c.0,A.min7(11).c.2,G.sus4.c.0,G.maj.c.2,G.maj.c.0,B-.maj9.c.0,B.hdim7.c.0,,,,,,,,,,,,,C.maj(9).c.0_A.min7(11).c.2_G.sus4.c.0_G.maj.c.2_G.maj.c.0_B-.maj9.c.0_B.hdim7.c.0_,0.954434002924965,#####,3,1,524 ,c ,NoBound,_C.maj(9).c.0_A.min7(11).c.2_G.sus4.c.0_G.maj.c.2_G.maj.c.0_B-.maj9.c.0_B.hdim7.c.0,7,1.0,1:hdim7-->,0maj_0maj_3maj9_1hdim7_1maj(9)_9min7(11)_10sus4_
24,33,3,C.maj(9).v.2,C.maj.v.0,C.maj(9).v.2,,,,,,,,,,,,,,,,,C.maj(9).v.2_C.maj.v.0_C.maj(9).v.2_,1.823067982273661,#,3,2,670 734 ,v ,NoBound,_C.maj(9).v.2_C.maj.v.0,2,1.5,0:maj-->,0maj_0maj(9)_
25,31,6,C.maj.b.0,D.maj.b.0,C.maj.b.0,D.maj.b.0,C.maj.b.0,D.maj.b.0,,,,,,,,,,,,,,C.maj.b.0_D.maj.b.0_C.maj.b.0_D.maj.b.0_C.maj.b.0_D.maj.b.0_,1.2203756367520073,#,8,5,1051 1281 561 572 617 ,b ,NoBound,_C.maj.b.0_D.maj.b.0,2,3.0,2:maj-->,2maj_10maj_
26,33,4,C.maj.c.0,A.min(11).c.2,C.maj.c.0,A.min(11).c.2,,,,,,,,,,,,,,,,C.maj.c.0_A.min(11).c.2_C.maj.c.0_A.min(11).c.2_,1.2198052505200172,#,2,2,415 920 ,c ,NoBound,_C.maj.c.0_A.min(11).c.2,2,2.0,9:min(11)-->,3maj_9min(11)_
27,24,5,C.maj.c.0,A.min.c.0,D.sus4.c.2,G.maj.c.0,E.min.c.0,,,,,,,,,,,,,,,C.maj.c.0_A.min.c.0_D.sus4.c.2_G.maj.c.0_E.min.c.0_,0.954434002924965,##,3,1,309 ,c ,NoBound,_C.maj.c.0_A.min.c.0_D.sus4.c.2_G.maj.c.0_E.min.c.0,5,1.0,9:min-->,5maj_9min_8maj_9min_5sus4_
28,24,7,C.maj.c.0,A.min.c.0,F.maj.c.0,D.min.c.0,G.sus4.c.2,C.maj.c.0,A.min.c.0,,,,,,,,,,,,,C.maj.c.0_A.min.c.0_F.maj.c.0_D.min.c.0_G.sus4.c.2_C.maj.c.0_A.min.c.0_,0.954434002924965,###,3,1,309 ,c ,NoBound,_C.maj.c.0_A.min.c.0_F.maj.c.0_D.min.c.0_G.sus4.c.2,5,1.4,5:sus4-->,5maj_9min_8maj_9min_5sus4_
29,30,8,C.maj.c.0,A.min.c.0,F.maj.c.0,G.maj.c.0,C.maj.c.0,A.min.c.0,F.maj.c.0,G.maj.c.0,,,,,,,,,,,,C.maj.c.0_A.min.c.0_F.maj.c.0_G.maj.c.0_C.maj.c.0_A.min.c.0_F.maj.c.0_G.maj.c.0_,2.0857225506480184,##,8,3,145 54 568 ,c ,NoBound,_C.maj.c.0_A.min.c.0_F.maj.c.0_G.maj.c.0,4,2.0,2:maj-->,2maj_5maj_9min_8maj_
30,20,5,C.maj.c.0,A.min.c.2,D.min.c.0,G.maj.c.2,C.maj.c.0,,,,,,,,,,,,,,,C.maj.c.0_A.min.c.2_D.min.c.0_G.maj.c.2_C.maj.c.0_,1.5709505944546687,#,2,2,728 926 ,c ,NoBound,_C.maj.c.0_A.min.c.2_D.min.c.0_G.maj.c.2,4,1.25,5:maj-->,5maj_5maj_9min_5min_
31,22,4,C.maj.c.0,A.min7.c.0,G.maj(11).c.0,F.maj.c.0,,,,,,,,,,,,,,,,C.maj.c.0_A.min7.c.0_G.maj(11).c.0_F.maj.c.0_,1.4911148500551858,#,2,1,555 ,c ,NoBound,_C.maj.c.0_A.min7.c.0_G.maj(11).c.0_F.maj.c.0,4,1.0,10:maj-->,7maj_9min7_10maj(11)_10maj_
32,28,5,C.maj.c.0,A.min7.c.2,C.maj.c.0,A.min7.c.2,C.maj.c.0,,,,,,,,,,,,,,,C.maj.c.0_A.min7.c.2_C.maj.c.0_A.min7.c.2_C.maj.c.0_,0.9402859586706311,##,2,1,390 ,c ,NoBound,_C.maj.c.0_A.min7.c.2,2,2.5,9:min7-->,3maj_9min7_
33,36,7,C.maj.c.0,B-.maj.c.0,C.maj.c.0,B-.maj.c.0,C.maj.c.0,B-.maj.c.0,C.maj.c.0,,,,,,,,,,,,,C.maj.c.0_B-.maj.c.0_C.maj.c.0_B-.maj.c.0_C.maj.c.0_B-.maj.c.0_C.maj.c.0_,1.9465381961836647,#,5,5,223 480 582 841 844 ,c ,NoBound,_C.maj.c.0_B-.maj.c.0,2,3.5,10:maj-->,2maj_10maj_
34,21,9,C.maj.c.0,B-.maj.c.0,C.maj.c.0,B-.maj.c.0,C.maj.c.0,B-.maj.c.0,C.maj.c.0,B-.maj.c.0,C.maj.c.0,,,,,,,,,,,C.maj.c.0_B-.maj.c.0_C.maj.c.0_B-.maj.c.0_C.maj.c.0_B-.maj.c.0_C.maj.c.0_B-.maj.c.0_C.maj.c.0_,1.0834189322427712,#,2,2,223 582 ,c ,NoBound,_C.maj.c.0_B-.maj.c.0,2,4.5,10:maj-->,2maj_10maj_
35,24,6,C.maj.c.0,B-.maj.c.0,F.maj.c.0,C.maj.c.0,B-.maj.c.0,F.maj.c.0,,,,,,,,,,,,,,C.maj.c.0_B-.maj.c.0_F.maj.c.0_C.maj.c.0_B-.maj.c.0_F.maj.c.0_,1.3512274809529556,##,4,4,1249 209 406 810 ,c ,NoBound,_C.maj.c.0_B-.maj.c.0_F.maj.c.0,3,2.0,7:maj-->,7maj_7maj_10maj_
36,45,6,C.maj.c.0,B-.maj.c.0,F.maj.c.2,C.maj.c.0,B-.maj.c.0,F.maj.c.2,,,,,,,,,,,,,,C.maj.c.0_B-.maj.c.0_F.maj.c.2_C.maj.c.0_B-.maj.c.0_F.maj.c.2_,1.6898561935225624,#,6,5,1086 268 74 762 886 ,c ,NoBound,_C.maj.c.0_B-.maj.c.0_F.maj.c.2,3,2.0,7:maj-->,7maj_7maj_10maj_
37,27,9,C.maj.c.0,B-.maj.c.0,F.maj.c.2,C.maj.c.0,B-.maj.c.0,F.maj.c.2,C.maj.c.0,B-.maj.c.0,F.maj.c.2,,,,,,,,,,,C.maj.c.0_B-.maj.c.0_F.maj.c.2_C.maj.c.0_B-.maj.c.0_F.maj.c.2_C.maj.c.0_B-.maj.c.0_F.maj.c.2_,1.8290858982529976,##,4,4,1086 74 762 886 ,c ,NoBound,_C.maj.c.0_B-.maj.c.0_F.maj.c.2,3,3.0,7:maj-->,7maj_7maj_10maj_
38,27,6,C.maj.c.0,B-.maj.c.2,F.maj.c.0,B-.maj.c.2,C.maj.c.0,B-.maj.c.2,,,,,,,,,,,,,,C.maj.c.0_B-.maj.c.2_F.maj.c.0_B-.maj.c.2_C.maj.c.0_B-.maj.c.2_,1.4534670297316536,##,2,2,339 83 ,c ,NoBound,_C.maj.c.0_B-.maj.c.2_F.maj.c.0_B-.maj.c.2,4,1.5,5:maj-->,2maj_10maj_7maj_5maj_
39,36,8,C.maj.c.0,B-.maj.c.2,F.maj.c.0,C.maj.c.0,B-.maj.c.2,F.maj.c.0,C.maj.c.0,B-.maj.c.2,,,,,,,,,,,,C.maj.c.0_B-.maj.c.2_F.maj.c.0_C.maj.c.0_B-.maj.c.2_F.maj.c.0_C.maj.c.0_B-.maj.c.2_,0.9444885341662053,####,4,2,317 75 ,c ,NoBound,_C.maj.c.0_B-.maj.c.2_F.maj.c.0,3,2.67,7:maj-->,7maj_7maj_10maj_
40,22,11,C.maj.c.0,B-.maj.c.2,F.maj.c.0,C.maj.c.0,B-.maj.c.2,F.maj.c.0,C.maj.c.0,B-.maj.c.2,F.maj.c.0,C.maj.c.0,B-.maj.c.2,,,,,,,,,C.maj.c.0_B-.maj.c.2_F.maj.c.0_C.maj.c.0_B-.maj.c.2_F.maj.c.0_C.maj.c.0_B-.maj.c.2_F.maj.c.0_C.maj.c.0_B-.maj.c.2_,1.2406705316766884,#,4,2,317 75 ,c ,NoBound,_C.maj.c.0_B-.maj.c.2_F.maj.c.0,3,3.67,7:maj-->,7maj_7maj_10maj_
41,48,4,C.maj.c.0,C.maj.c.1,F.maj.c.2,G.maj.c.0,,,,,,,,,,,,,,,,C.maj.c.0_C.maj.c.1_F.maj.c.2_G.maj.c.0_,1.0,#,2,1,448 ,c ,NoBound,_C.maj.c.0_C.maj.c.1_F.maj.c.2_G.maj.c.0,4,1.0,2:maj-->,0maj_5maj_2maj_5maj_
