progID,Prog Count,Prog Length,Lick,,,,,,,,,,,,,,,,,,,Lick String,H,Hashes,ALL Songs (inc. Dups),Total Songs (no Dups),Sorted Songs,Forms,Boundary Cases,Loop,Loop Length,# Repeats,Last Loop Chord,LoopAbs
1,60,5,C.7.0,B-.7.0,F.7.0,B-.7.0,F.7.0,,,,,,,,,,,,,,,C.7.0_B-.7.0_F.7.0_B-.7.0_F.7.0_,0.8882108895810986,#,14,14,1125 1134 115 1193 1247 214 289 291 314 383 425 672 792 853 ,b c h l s v ,NoBound,_C.7.0_B-.7.0_F.7.0_B-.7.0_F.7.0,5,1.0,7:7-->,57_77_77_107_77_
2,39,8,C.7.0,B-.7.0,F.7.0,B-.7.0,F.7.0,C.7.0,B-.7.0,F.7.0,,,,,,,,,,,,C.7.0_B-.7.0_F.7.0_B-.7.0_F.7.0_C.7.0_B-.7.0_F.7.0_,1.0472529671887538,#,10,10,1125 115 1193 1247 214 289 314 383 672 792 ,c h l s v ,NoBound,_C.7.0_B-.7.0_F.7.0_B-.7.0_F.7.0,5,1.6,7:7-->,57_77_77_107_77_
3,25,13,C.7.0,B-.7.0,F.7.0,B-.7.0,F.7.0,C.7.0,B-.7.0,F.7.0,B-.7.0,F.7.0,C.7.0,B-.7.0,F.7.0,,,,,,,C.7.0_B-.7.0_F.7.0_B-.7.0_F.7.0_C.7.0_B-.7.0_F.7.0_B-.7.0_F.7.0_C.7.0_B-.7.0_F.7.0_,1.2177968115985955,####,8,8,1125 115 1193 214 289 383 672 792 ,c h l s v ,NoBound,_C.7.0_B-.7.0_F.7.0_B-.7.0_F.7.0,5,2.6,7:7-->,57_77_77_107_77_
4,20,7,C.7.0,B-.maj.0,F.maj.2,C.7.0,B-.maj.0,F.maj.2,C.7.0,,,,,,,,,,,,,C.7.0_B-.maj.0_F.maj.2_C.7.0_B-.maj.0_F.maj.2_C.7.0_,0.6098403047164004,##,3,2,366 886 ,d o v ,NoBound,_C.7.0_B-.maj.0_F.maj.2,3,2.33,7:maj-->,77_10maj_7maj_
5,60,6,C.7.0,B-.maj.2,F.maj.3,C.7.0,B-.maj.2,F.maj.3,,,,,,,,,,,,,,C.7.0_B-.maj.2_F.maj.3_C.7.0_B-.maj.2_F.maj.3_,0.9659327290214079,##,1,1,430 ,c i l u v ,NoBound,_C.7.0_B-.maj.2_F.maj.3,3,2.0,7:maj-->,77_10maj_7maj_
6,50,9,C.7.0,B-.maj.2,F.maj.3,C.7.0,B-.maj.2,F.maj.3,C.7.0,B-.maj.2,F.maj.3,,,,,,,,,,,C.7.0_B-.maj.2_F.maj.3_C.7.0_B-.maj.2_F.maj.3_C.7.0_B-.maj.2_F.maj.3_,0.7870730006443817,##,1,1,430 ,c i l u v ,NoBound,_C.7.0_B-.maj.2_F.maj.3,3,3.0,7:maj-->,77_10maj_7maj_
7,43,12,C.7.0,B-.maj.2,F.maj.3,C.7.0,B-.maj.2,F.maj.3,C.7.0,B-.maj.2,F.maj.3,C.7.0,B-.maj.2,F.maj.3,,,,,,,,C.7.0_B-.maj.2_F.maj.3_C.7.0_B-.maj.2_F.maj.3_C.7.0_B-.maj.2_F.maj.3_C.7.0_B-.maj.2_F.maj.3_,0.8767978929288378,##,1,1,430 ,c i l u v ,NoBound,_C.7.0_B-.maj.2_F.maj.3,3,4.0,7:maj-->,77_10maj_7maj_
8,32,18,C.7.0,B-.maj.2,F.maj.3,C.7.0,B-.maj.2,F.maj.3,C.7.0,B-.maj.2,F.maj.3,C.7.0,B-.maj.2,F.maj.3,C.7.0,B-.maj.2,F.maj.3,C.7.0,B-.maj.2,F.maj.3,,C.7.0_B-.maj.2_F.maj.3_C.7.0_B-.maj.2_F.maj.3_C.7.0_B-.maj.2_F.maj.3_C.7.0_B-.maj.2_F.maj.3_C.7.0_B-.maj.2_F.maj.3_C.7.0_B-.maj.2_F.maj.3_,0.6449742087569881,#####,1,1,430 ,l v ,NoBound,_C.7.0_B-.maj.2_F.maj.3,3,6.0,7:maj-->,77_10maj_7maj_
9,48,4,C.7.0,E-.maj.2,F.maj.3,C.7.0,,,,,,,,,,,,,,,,C.7.0_E-.maj.2_F.maj.3_C.7.0_,0.8003868301098763,##,2,2,291 625 ,c d i o od v ,(291: od) ,_C.7.0_E-.maj.2_F.maj.3,3,1.33,2:maj-->,2maj_77_3maj_
10,40,7,C.7.0,E-.maj.2,F.maj.3,C.7.0,E-.maj.2,F.maj.3,C.7.0,,,,,,,,,,,,,C.7.0_E-.maj.2_F.maj.3_C.7.0_E-.maj.2_F.maj.3_C.7.0_,0.9103029464166383,##,2,2,291 625 ,c d i od v ,(291: od) ,_C.7.0_E-.maj.2_F.maj.3,3,2.33,2:maj-->,2maj_77_3maj_
