progID,Prog Count,Prog Length,Lick,,,,,,,,,,,,,,,,,,,Lick String,H,Hashes,ALL Songs (inc. Dups),Total Songs (no Dups),Sorted Songs,Forms,Boundary Cases,Loop,Loop Length,# Repeats,Last Loop Chord,LoopAbs
1,20,4,C.1.c.0,F.1.c.2,C.1.c.0,F.1.c.2,,,,,,,,,,,,,,,,C.1.c.0_F.1.c.2_C.1.c.0_F.1.c.2_,1.0,#,1,1,594 ,c ,NoBound,_C.1.c.0_F.1.c.2,2,2.0,5:1-->,51_71_
2,21,8,C.1.c.0,F.1.c.2,E-.maj.c.3,C.min.c.0,E-.maj.c.2,C.1.c.0,F.1.c.2,E-.maj.c.3,,,,,,,,,,,,C.1.c.0_F.1.c.2_E-.maj.c.3_C.min.c.0_E-.maj.c.2_C.1.c.0_F.1.c.2_E-.maj.c.3_,0.9637459942073318,####,1,1,893 ,c ,NoBound,_C.1.c.0_F.1.c.2_E-.maj.c.3_C.min.c.0_E-.maj.c.2,5,1.6,3:maj-->,3maj_91_51_10maj_9min_
3,21,7,C.1.c.2,B-.maj.c.3,G.min.c.0,B-.maj.c.2,G.1.c.0,C.1.c.2,B-.maj.c.3,,,,,,,,,,,,,C.1.c.2_B-.maj.c.3_G.min.c.0_B-.maj.c.2_G.1.c.0_C.1.c.2_B-.maj.c.3_,0.9637459942073318,####,1,1,893 ,c ,NoBound,_C.1.c.2_B-.maj.c.3_G.min.c.0_B-.maj.c.2_G.1.c.0,5,1.4,9:1-->,3maj_91_51_10maj_9min_
4,20,3,C.1.c.2,G.1.c.0,C.1.c.2,,,,,,,,,,,,,,,,,C.1.c.2_G.1.c.0_C.1.c.2_,1.0,#,1,1,594 ,c ,NoBound,_C.1.c.2_G.1.c.0,2,1.5,7:1-->,51_71_
5,20,6,C.1.v.0,A-.1.v.0,B-.1.v.0,C.1.v.0,A-.1.v.0,B-.1.v.0,,,,,,,,,,,,,,C.1.v.0_A-.1.v.0_B-.1.v.0_C.1.v.0_A-.1.v.0_B-.1.v.0_,1.295461844238322,##,3,2,352 913 ,v ,NoBound,_C.1.v.0_A-.1.v.0_B-.1.v.0,3,2.0,2:1-->,21_21_81_
6,26,4,C.1.v.0,D.1.v.0,B-.1.v.0,C.1.v.0,,,,,,,,,,,,,,,,C.1.v.0_D.1.v.0_B-.1.v.0_C.1.v.0_,1.1401156785146092,#,3,2,352 913 ,v ,NoBound,_C.1.v.0_D.1.v.0_B-.1.v.0,3,1.33,8:1-->,21_21_81_
7,20,5,C.1.v.0,D.1.v.0,E.1.v.0,C.1.v.0,D.1.v.0,,,,,,,,,,,,,,,C.1.v.0_D.1.v.0_E.1.v.0_C.1.v.0_D.1.v.0_,1.295461844238322,##,3,2,352 913 ,v ,NoBound,_C.1.v.0_D.1.v.0_E.1.v.0,3,1.67,2:1-->,21_21_81_
8,26,15,C.5.l.0,B-.5.l.2,C.5.l.0,B-.5.l.2,C.5.l.0,B-.5.l.2,C.5.l.0,B-.5.l.2,C.5.l.0,B-.5.l.2,C.5.l.0,B-.5.l.2,C.5.l.0,B-.5.l.2,C.5.l.0,,,,,C.5.l.0_B-.5.l.2_C.5.l.0_B-.5.l.2_C.5.l.0_B-.5.l.2_C.5.l.0_B-.5.l.2_C.5.l.0_B-.5.l.2_C.5.l.0_B-.5.l.2_C.5.l.0_B-.5.l.2_C.5.l.0_,0.7732283485249176,############,2,1,215 ,l ,NoBound,_C.5.l.0_B-.5.l.2,2,7.5,10:5-->,25_105_
9,22,17,C.5.l.0,B-.5.l.2,C.5.l.0,B-.5.l.2,C.5.l.0,B-.5.l.2,C.5.l.0,B-.5.l.2,C.5.l.0,B-.5.l.2,C.5.l.0,B-.5.l.2,C.5.l.0,B-.5.l.2,C.5.l.0,B-.5.l.2,C.5.l.0,,,C.5.l.0_B-.5.l.2_C.5.l.0_B-.5.l.2_C.5.l.0_B-.5.l.2_C.5.l.0_B-.5.l.2_C.5.l.0_B-.5.l.2_C.5.l.0_B-.5.l.2_C.5.l.0_B-.5.l.2_C.5.l.0_B-.5.l.2_C.5.l.0_,0.8658566174572235,#,2,1,215 ,l ,NoBound,_C.5.l.0_B-.5.l.2,2,8.5,10:5-->,25_105_
10,26,14,C.5.l.2,D.5.l.0,C.5.l.2,D.5.l.0,C.5.l.2,D.5.l.0,C.5.l.2,D.5.l.0,C.5.l.2,D.5.l.0,C.5.l.2,D.5.l.0,C.5.l.2,D.5.l.0,,,,,,C.5.l.2_D.5.l.0_C.5.l.2_D.5.l.0_C.5.l.2_D.5.l.0_C.5.l.2_D.5.l.0_C.5.l.2_D.5.l.0_C.5.l.2_D.5.l.0_C.5.l.2_D.5.l.0_,0.7732283485249176,############,2,1,215 ,l ,NoBound,_C.5.l.2_D.5.l.0,2,7.0,2:5-->,25_105_
11,22,16,C.5.l.2,D.5.l.0,C.5.l.2,D.5.l.0,C.5.l.2,D.5.l.0,C.5.l.2,D.5.l.0,C.5.l.2,D.5.l.0,C.5.l.2,D.5.l.0,C.5.l.2,D.5.l.0,C.5.l.2,D.5.l.0,,,,C.5.l.2_D.5.l.0_C.5.l.2_D.5.l.0_C.5.l.2_D.5.l.0_C.5.l.2_D.5.l.0_C.5.l.2_D.5.l.0_C.5.l.2_D.5.l.0_C.5.l.2_D.5.l.0_C.5.l.2_D.5.l.0_,0.8658566174572235,#,2,1,215 ,l ,NoBound,_C.5.l.2_D.5.l.0,2,8.0,2:5-->,25_105_
12,20,7,C.5.v.0,G.maj.v.0,A-.maj.v.1,F.maj.v.3,F.maj.v.0,D.maj.v.1,G.maj.v.2,,,,,,,,,,,,,C.5.v.0_G.maj.v.0_A-.maj.v.1_F.maj.v.3_F.maj.v.0_D.maj.v.1_G.maj.v.2_,0.9709505944546686,####,2,1,381 ,v ,NoBound,_C.5.v.0_G.maj.v.0_A-.maj.v.1_F.maj.v.3_F.maj.v.0_D.maj.v.1_G.maj.v.2,7,1.0,5:maj-->,0maj_9maj_5maj_55_7maj_1maj_9maj_
13,20,14,C.5.v.0,G.maj.v.0,A-.maj7.v.1,E-.maj.v.3,E-.maj.v.0,D-.maj.v.1,C.min7.v.2,C.5.v.0,G.maj.v.0,A-.maj.v.1,F.maj.v.3,F.maj.v.0,D.maj.v.1,G.maj.v.2,,,,,,C.5.v.0_G.maj.v.0_A-.maj7.v.1_E-.maj.v.3_E-.maj.v.0_D-.maj.v.1_C.min7.v.2_C.5.v.0_G.maj.v.0_A-.maj.v.1_F.maj.v.3_F.maj.v.0_D.maj.v.1_G.maj.v.2_,0.9709505944546686,###########,2,1,381 ,v ,NoBound,_C.5.v.0_G.maj.v.0_A-.maj7.v.1_E-.maj.v.3_E-.maj.v.0_D-.maj.v.1_C.min7.v.2_C.5.v.0_G.maj.v.0_A-.maj.v.1_F.maj.v.3_F.maj.v.0_D.maj.v.1_G.maj.v.2,14,1.0,5:maj-->,05_7maj_1maj_9maj_0maj_9maj_5maj_55_7maj_1maj7_7maj_0maj_10maj_11min7_
14,24,4,C.7(#9).v.0,E-.maj.v.2,F.maj.v.3,C.7(#9).v.0,,,,,,,,,,,,,,,,C.7(#9).v.0_E-.maj.v.2_F.maj.v.3_C.7(#9).v.0_,1.0408520829727552,##,1,1,625 ,v ,NoBound,_C.7(#9).v.0_E-.maj.v.2_F.maj.v.3,3,1.33,2:maj-->,2maj_77(#9)_3maj_
15,28,5,C.7.c.0,G.min7.c.0,C.7.c.0,G.min7.c.0,C.7.c.0,,,,,,,,,,,,,,,C.7.c.0_G.min7.c.0_C.7.c.0_G.min7.c.0_C.7.c.0_,0.7075696535050608,##,3,3,483 70 925 ,c ,NoBound,_C.7.c.0_G.min7.c.0,2,2.5,7:min7-->,57_7min7_
16,22,7,C.7.c.0,G.min7.c.0,C.7.c.0,G.min7.c.0,C.7.c.0,G.min7.c.0,C.7.c.0,,,,,,,,,,,,,C.7.c.0_G.min7.c.0_C.7.c.0_G.min7.c.0_C.7.c.0_G.min7.c.0_C.7.c.0_,0.8315435491770659,#,2,2,483 70 ,c ,NoBound,_C.7.c.0_G.min7.c.0,2,3.5,7:min7-->,57_7min7_
17,24,4,C.7.c.1,B-.maj7.c.2,F.maj.c.0,C.maj.c.1,,,,,,,,,,,,,,,,C.7.c.1_B-.maj7.c.2_F.maj.c.0_C.maj.c.1_,1.2987949406953985,##,3,1,705 ,c ,NoBound,_C.7.c.1_B-.maj7.c.2_F.maj.c.0_C.maj.c.1,4,1.0,7:maj-->,07_10maj7_7maj_7maj_
18,20,3,C.7.c.2,G.min7.c.0,C.7.c.2,,,,,,,,,,,,,,,,,C.7.c.2_G.min7.c.0_C.7.c.2_,2.0086949695628418,#,3,3,490 691 834 ,c ,NoBound,_C.7.c.2_G.min7.c.0,2,1.5,7:min7-->,57_7min7_
19,22,4,C.7.l.0,F.7.l.0,C.7.l.0,G.7.l.0,,,,,,,,,,,,,,,,C.7.l.0_F.7.l.0_C.7.l.0_G.7.l.0_,1.288649764535596,#,9,8,1024 1193 1247 289 383 455 672 792 ,l ,NoBound,_C.7.l.0_F.7.l.0_C.7.l.0_G.7.l.0,4,1.0,7:7-->,57_57_77_77_
20,30,3,C.7.v.0,B-.maj.v.2,F.maj.v.3,,,,,,,,,,,,,,,,,C.7.v.0_B-.maj.v.2_F.maj.v.3_,1.3567796494470397,#,1,1,430 ,v ,NoBound,_C.7.v.0_B-.maj.v.2_F.maj.v.3,3,1.0,7:maj-->,77_10maj_7maj_
21,21,6,C.7.v.0,B-.maj.v.2,F.maj.v.3,C.7.v.0,B-.maj.v.2,F.maj.v.3,,,,,,,,,,,,,,C.7.v.0_B-.maj.v.2_F.maj.v.3_C.7.v.0_B-.maj.v.2_F.maj.v.3_,1.6644977792004614,##,1,1,430 ,v ,NoBound,_C.7.v.0_B-.maj.v.2_F.maj.v.3,3,2.0,7:maj-->,77_10maj_7maj_
22,44,5,C.7.v.0,F.7.v.0,C.7.v.0,F.7.v.0,C.7.v.0,,,,,,,,,,,,,,,C.7.v.0_F.7.v.0_C.7.v.0_F.7.v.0_C.7.v.0_,1.3578897368851246,#,7,7,1149 115 1168 1193 391 510 890 ,v ,NoBound,_C.7.v.0_F.7.v.0,2,2.5,5:7-->,57_77_
23,23,8,C.7.v.0,F.7.v.0,C.7.v.0,F.7.v.0,C.7.v.0,F.7.v.0,C.7.v.0,F.7.v.0,,,,,,,,,,,,C.7.v.0_F.7.v.0_C.7.v.0_F.7.v.0_C.7.v.0_F.7.v.0_C.7.v.0_F.7.v.0_,0.8076702057269436,##,2,2,1193 391 ,v ,NoBound,_C.7.v.0_F.7.v.0,2,4.0,5:7-->,57_77_
24,20,6,C.7.v.0,F.maj.v.0,B-.maj.v.0,F.maj.v.0,C.7.v.0,F.maj.v.0,,,,,,,,,,,,,,C.7.v.0_F.maj.v.0_B-.maj.v.0_F.maj.v.0_C.7.v.0_F.maj.v.0_,2.3232196723355076,#,8,7,1116 167 472 570 787 875 993 ,v ,NoBound,_C.7.v.0_F.maj.v.0_B-.maj.v.0_F.maj.v.0,4,1.5,7:maj-->,5maj_5maj_7maj_77_
25,20,4,C.7.v.0,F.maj.v.0,B-.maj.v.2,F.maj.v.0,,,,,,,,,,,,,,,,C.7.v.0_F.maj.v.0_B-.maj.v.2_F.maj.v.0_,3.121928094887362,#,9,7,1041 1248 185 386 399 696 969 ,v ,NoBound,_C.7.v.0_F.maj.v.0_B-.maj.v.2_F.maj.v.0,4,1.0,7:maj-->,5maj_5maj_7maj_77_
26,20,4,C.7.v.0,F.maj.v.2,C.7.v.0,F.maj.v.2,,,,,,,,,,,,,,,,C.7.v.0_F.maj.v.2_C.7.v.0_F.maj.v.2_,0.7219280948873623,#,1,1,403 ,v ,NoBound,_C.7.v.0_F.maj.v.2,2,2.0,5:maj-->,5maj_77_
27,23,7,C.7.v.0,G.7.v.0,C.7.v.0,G.7.v.0,C.7.v.0,G.7.v.0,C.7.v.0,,,,,,,,,,,,,C.7.v.0_G.7.v.0_C.7.v.0_G.7.v.0_C.7.v.0_G.7.v.0_C.7.v.0_,0.8076702057269436,##,2,2,1193 391 ,v ,NoBound,_C.7.v.0_G.7.v.0,2,3.5,7:7-->,57_77_
28,24,4,C.7.v.2,F.maj7.v.0,F.min7.v.0,C.maj.v.0,,,,,,,,,,,,,,,,C.7.v.2_F.maj7.v.0_F.min7.v.0_C.maj.v.0_,1.0,#,2,1,240 ,v ,NoBound,_C.7.v.2_F.maj7.v.0_F.min7.v.0_C.maj.v.0,4,1.0,7:maj-->,07_5maj7_0min7_7maj_
29,27,4,C.7.v.2,F.min.v.0,D-.maj7.v.0,C.7.v.2,,,,,,,,,,,,,,,,C.7.v.2_F.min.v.0_D-.maj7.v.0_C.7.v.2_,0.9182958340544896,#,3,1,176 ,v ,NoBound,_C.7.v.2_F.min.v.0_D-.maj7.v.0,3,1.33,8:maj7-->,5min_8maj7_117_
30,24,7,C.maj(9).c.0,A.min7(11).c.2,G.sus4.c.0,G.maj.c.2,G.maj.c.0,B-.maj9.c.0,B.hdim7.c.0,,,,,,,,,,,,,C.maj(9).c.0_A.min7(11).c.2_G.sus4.c.0_G.maj.c.2_G.maj.c.0_B-.maj9.c.0_B.hdim7.c.0_,0.954434002924965,#####,3,1,524 ,c ,NoBound,_C.maj(9).c.0_A.min7(11).c.2_G.sus4.c.0_G.maj.c.2_G.maj.c.0_B-.maj9.c.0_B.hdim7.c.0,7,1.0,1:hdim7-->,0maj_0maj_3maj9_1hdim7_1maj(9)_9min7(11)_10sus4_
31,26,15,C.maj(9).l.0,D.min.l.0,F.maj.l.1,C.maj(9).l.0,D.min.l.0,F.maj.l.1,C.maj(9).l.0,D.min.l.0,F.maj.l.1,C.maj(9).l.0,D.min.l.0,F.maj.l.1,C.maj(9).l.0,D.min.l.0,F.maj.l.1,,,,,C.maj(9).l.0_D.min.l.0_F.maj.l.1_C.maj(9).l.0_D.min.l.0_F.maj.l.1_C.maj(9).l.0_D.min.l.0_F.maj.l.1_C.maj(9).l.0_D.min.l.0_F.maj.l.1_C.maj(9).l.0_D.min.l.0_F.maj.l.1_,0.7732283485249176,#############,2,1,278 ,l ,NoBound,_C.maj(9).l.0_D.min.l.0_F.maj.l.1,3,5.0,3:maj-->,2min_3maj_7maj(9)_
32,22,18,C.maj(9).l.0,D.min.l.0,F.maj.l.1,C.maj(9).l.0,D.min.l.0,F.maj.l.1,C.maj(9).l.0,D.min.l.0,F.maj.l.1,C.maj(9).l.0,D.min.l.0,F.maj.l.1,C.maj(9).l.0,D.min.l.0,F.maj.l.1,C.maj(9).l.0,D.min.l.0,F.maj.l.1,,C.maj(9).l.0_D.min.l.0_F.maj.l.1_C.maj(9).l.0_D.min.l.0_F.maj.l.1_C.maj(9).l.0_D.min.l.0_F.maj.l.1_C.maj(9).l.0_D.min.l.0_F.maj.l.1_C.maj(9).l.0_D.min.l.0_F.maj.l.1_C.maj(9).l.0_D.min.l.0_F.maj.l.1_,0.8658566174572235,##,2,1,278 ,l ,NoBound,_C.maj(9).l.0_D.min.l.0_F.maj.l.1,3,6.0,3:maj-->,2min_3maj_7maj(9)_
33,20,5,C.maj(9).v.0,D.maj.v.2,C.maj(9).v.0,D.maj.v.2,C.maj(9).v.0,,,,,,,,,,,,,,,C.maj(9).v.0_D.maj.v.2_C.maj(9).v.0_D.maj.v.2_C.maj(9).v.0_,0.7219280948873623,##,1,1,637 ,v ,NoBound,_C.maj(9).v.0_D.maj.v.2,2,2.5,2:maj-->,2maj_10maj(9)_
34,33,3,C.maj(9).v.2,C.maj.v.0,C.maj(9).v.2,,,,,,,,,,,,,,,,,C.maj(9).v.2_C.maj.v.0_C.maj(9).v.2_,1.823067982273661,#,3,2,670 734 ,v ,NoBound,_C.maj(9).v.2_C.maj.v.0,2,1.5,0:maj-->,0maj_0maj(9)_
35,31,6,C.maj.b.0,D.maj.b.0,C.maj.b.0,D.maj.b.0,C.maj.b.0,D.maj.b.0,,,,,,,,,,,,,,C.maj.b.0_D.maj.b.0_C.maj.b.0_D.maj.b.0_C.maj.b.0_D.maj.b.0_,1.2203756367520073,#,8,5,1051 1281 561 572 617 ,b ,NoBound,_C.maj.b.0_D.maj.b.0,2,3.0,2:maj-->,2maj_10maj_
36,33,4,C.maj.c.0,A.min(11).c.2,C.maj.c.0,A.min(11).c.2,,,,,,,,,,,,,,,,C.maj.c.0_A.min(11).c.2_C.maj.c.0_A.min(11).c.2_,1.2198052505200172,#,2,2,415 920 ,c ,NoBound,_C.maj.c.0_A.min(11).c.2,2,2.0,9:min(11)-->,3maj_9min(11)_
37,23,8,C.maj.c.0,A.min(11).c.2,C.maj.c.0,A.min(11).c.2,C.maj.c.0,A.min(11).c.2,C.maj.c.0,A.min(11).c.2,,,,,,,,,,,,C.maj.c.0_A.min(11).c.2_C.maj.c.0_A.min(11).c.2_C.maj.c.0_A.min(11).c.2_C.maj.c.0_A.min(11).c.2_,0.7653636126766978,###,1,1,920 ,c ,NoBound,_C.maj.c.0_A.min(11).c.2,2,4.0,9:min(11)-->,3maj_9min(11)_
38,20,10,C.maj.c.0,A.min(11).c.2,C.maj.c.0,A.min(11).c.2,C.maj.c.0,A.min(11).c.2,C.maj.c.0,A.min(11).c.2,C.maj.c.0,A.min(11).c.2,,,,,,,,,,C.maj.c.0_A.min(11).c.2_C.maj.c.0_A.min(11).c.2_C.maj.c.0_A.min(11).c.2_C.maj.c.0_A.min(11).c.2_C.maj.c.0_A.min(11).c.2_,0.8475846798245739,#,1,1,920 ,c ,NoBound,_C.maj.c.0_A.min(11).c.2,2,5.0,9:min(11)-->,3maj_9min(11)_
39,24,5,C.maj.c.0,A.min.c.0,D.sus4.c.2,G.maj.c.0,E.min.c.0,,,,,,,,,,,,,,,C.maj.c.0_A.min.c.0_D.sus4.c.2_G.maj.c.0_E.min.c.0_,0.954434002924965,##,3,1,309 ,c ,NoBound,_C.maj.c.0_A.min.c.0_D.sus4.c.2_G.maj.c.0_E.min.c.0,5,1.0,9:min-->,5maj_9min_8maj_9min_5sus4_
