progID,Prog Count,Prog Length,Lick,,,,,,,,,,,,,,,,,,,Lick String,H,Hashes,ALL Songs (inc. Dups),Total Songs (no Dups),Sorted Songs,Forms,Boundary Cases,Loop,Loop Length,# Repeats,Last Loop Chord,LoopAbs
1,29,4,C.maj.b.0,C.maj.b.2,C.maj.b.0,C.maj.b.2,,,,,,,,,,,,,,,,C.maj.b.0_C.maj.b.2_C.maj.b.0_C.maj.b.2_,1.9925841407933451,#,9,8,1037 1082 1171 202 448 465 655 920 ,b ,NoBound,_C.maj.b.0_C.maj.b.2,2,2.0,0:maj-->,0maj_0maj_
2,59,4,C.maj.b.0,D.maj.b.0,C.maj.b.0,D.maj.b.0,,,,,,,,,,,,,,,,C.maj.b.0_D.maj.b.0_C.maj.b.0_D.maj.b.0_,1.6982850189297314,#,18,13,1031 1051 1234 1281 150 195 227 293 546 561 572 599 617 ,b ,NoBound,_C.maj.b.0_D.maj.b.0,2,2.0,2:maj-->,2maj_10maj_
3,23,6,C.maj.b.0,F.maj.b.0,C.maj.b.0,F.maj.b.0,C.maj.b.0,F.maj.b.0,,,,,,,,,,,,,,C.maj.b.0_F.maj.b.0_C.maj.b.0_F.maj.b.0_C.maj.b.0_F.maj.b.0_,2.252308436164513,#,11,9,1069 147 318 455 681 758 785 845 925 ,b ,NoBound,_C.maj.b.0_F.maj.b.0,2,3.0,5:maj-->,5maj_7maj_
4,34,8,C.maj.c.0,A.min.c.0,F.maj.c.0,G.maj.c.0,C.maj.c.0,A.min.c.0,F.maj.c.0,G.maj.c.0,,,,,,,,,,,,C.maj.c.0_A.min.c.0_F.maj.c.0_G.maj.c.0_C.maj.c.0_A.min.c.0_F.maj.c.0_G.maj.c.0_,2.2306191957471455,##,10,4,120 145 54 568 ,c ,NoBound,_C.maj.c.0_A.min.c.0_F.maj.c.0_G.maj.c.0,4,2.0,2:maj-->,2maj_5maj_9min_8maj_
5,21,9,C.maj.c.0,A.min.c.2,D.min.c.0,G.maj.c.2,C.maj.c.0,A.min.c.2,D.min.c.0,G.maj.c.2,C.maj.c.0,,,,,,,,,,,C.maj.c.0_A.min.c.2_D.min.c.0_G.maj.c.2_C.maj.c.0_A.min.c.2_D.min.c.0_G.maj.c.2_C.maj.c.0_,1.7723388509380997,######,5,5,315 728 834 926 986 ,c ,NoBound,_C.maj.c.0_A.min.c.2_D.min.c.0_G.maj.c.2,4,2.25,5:maj-->,5maj_5maj_9min_5min_
6,40,7,C.maj.c.0,B-.maj.c.0,C.maj.c.0,B-.maj.c.0,C.maj.c.0,B-.maj.c.0,C.maj.c.0,,,,,,,,,,,,,C.maj.c.0_B-.maj.c.0_C.maj.c.0_B-.maj.c.0_C.maj.c.0_B-.maj.c.0_C.maj.c.0_,1.812379030927021,#,7,6,223 480 582 670 841 844 ,c ,NoBound,_C.maj.c.0_B-.maj.c.0,2,3.5,10:maj-->,2maj_10maj_
7,27,5,C.maj.c.0,B-.maj.c.0,F.maj.c.0,B-.maj.c.0,F.maj.c.0,,,,,,,,,,,,,,,C.maj.c.0_B-.maj.c.0_F.maj.c.0_B-.maj.c.0_F.maj.c.0_,1.7345587976584802,#,16,12,1134 1135 1193 1247 139 29 322 518 577 672 852 948 ,c ,NoBound,_C.maj.c.0_B-.maj.c.0_F.maj.c.0_B-.maj.c.0_F.maj.c.0,5,1.0,7:maj-->,5maj_7maj_7maj_10maj_7maj_
8,32,6,C.maj.c.0,B-.maj.c.0,F.maj.c.0,C.maj.c.0,B-.maj.c.0,F.maj.c.0,,,,,,,,,,,,,,C.maj.c.0_B-.maj.c.0_F.maj.c.0_C.maj.c.0_B-.maj.c.0_F.maj.c.0_,1.9899917740667208,##,7,7,1249 209 383 389 406 407 810 ,c ,NoBound,_C.maj.c.0_B-.maj.c.0_F.maj.c.0,3,2.0,7:maj-->,7maj_7maj_10maj_
9,45,6,C.maj.c.0,B-.maj.c.0,F.maj.c.2,C.maj.c.0,B-.maj.c.0,F.maj.c.2,,,,,,,,,,,,,,C.maj.c.0_B-.maj.c.0_F.maj.c.2_C.maj.c.0_B-.maj.c.0_F.maj.c.2_,1.6898561935225624,##,6,5,1086 268 74 762 886 ,c ,NoBound,_C.maj.c.0_B-.maj.c.0_F.maj.c.2,3,2.0,7:maj-->,7maj_7maj_10maj_
10,27,9,C.maj.c.0,B-.maj.c.0,F.maj.c.2,C.maj.c.0,B-.maj.c.0,F.maj.c.2,C.maj.c.0,B-.maj.c.0,F.maj.c.2,,,,,,,,,,,C.maj.c.0_B-.maj.c.0_F.maj.c.2_C.maj.c.0_B-.maj.c.0_F.maj.c.2_C.maj.c.0_B-.maj.c.0_F.maj.c.2_,1.8290858982529976,##,4,4,1086 74 762 886 ,c ,NoBound,_C.maj.c.0_B-.maj.c.0_F.maj.c.2,3,3.0,7:maj-->,7maj_7maj_10maj_
