progID,Prog Count,Prog Length,Lick,,,,,,,,,,,,,,,,,,,Lick String,H,Hashes,ALL Songs (inc. Dups),Total Songs (no Dups),Sorted Songs,Forms,Boundary Cases,Loop,Loop Length,# Repeats,Last Loop Chord,LoopAbs
1,24,4,C.7.c,B-.maj7.c,F.maj.c,C.maj.c,,,,,,,,,,,,,,,,C.7.c_B-.maj7.c_F.maj.c_C.maj.c_,1.2987949406953985,##,3,1,705 ,c ,NoBound,_C.7.c_B-.maj7.c_F.maj.c_C.maj.c,4,1.0,7:maj-->,07_10maj7_7maj_7maj_
2,46,5,C.7.c,G.min7.c,C.7.c,G.min7.c,C.7.c,,,,,,,,,,,,,,,C.7.c_G.min7.c_C.7.c_G.min7.c_C.7.c_,1.370634116983083,#,5,5,1174 483 490 70 925 ,c ,NoBound,_C.7.c_G.min7.c,2,2.5,7:min7-->,57_7min7_
3,33,7,C.7.c,G.min7.c,C.7.c,G.min7.c,C.7.c,G.min7.c,C.7.c,,,,,,,,,,,,,C.7.c_G.min7.c_C.7.c_G.min7.c_C.7.c_G.min7.c_C.7.c_,1.7226586461964088,#,4,4,1174 483 490 70 ,c ,NoBound,_C.7.c_G.min7.c,2,3.5,7:min7-->,57_7min7_
4,22,9,C.7.c,G.min7.c,C.7.c,G.min7.c,C.7.c,G.min7.c,C.7.c,G.min7.c,C.7.c,,,,,,,,,,,C.7.c_G.min7.c_C.7.c_G.min7.c_C.7.c_G.min7.c_C.7.c_G.min7.c_C.7.c_,0.9567657083663145,#,3,3,1174 483 70 ,c ,NoBound,_C.7.c_G.min7.c,2,4.5,7:min7-->,57_7min7_
5,20,3,C.7.d,B-.maj.d,F.maj.d,,,,,,,,,,,,,,,,,C.7.d_B-.maj.d_F.maj.d_,1.319035274338866,#,7,5,358 366 432 706 886 ,d ,NoBound,_C.7.d_B-.maj.d_F.maj.d,3,1.0,7:maj-->,77_10maj_7maj_
6,23,6,C.7.l,B-.maj.l,F.maj.l,C.7.l,B-.maj.l,F.maj.l,,,,,,,,,,,,,,C.7.l_B-.maj.l_F.maj.l_C.7.l_B-.maj.l_F.maj.l_,0.7653636126766978,###,2,2,15 430 ,l ,NoBound,_C.7.l_B-.maj.l_F.maj.l,3,2.0,7:maj-->,77_10maj_7maj_
7,20,6,C.7.l,F.7.l,C.7.l,G.7.l,F.7.l,C.7.l,,,,,,,,,,,,,,C.7.l_F.7.l_C.7.l_G.7.l_F.7.l_C.7.l_,2.6577174691301484,##,7,7,1193 1247 289 383 455 672 792 ,l ,NoBound,_C.7.l_F.7.l_C.7.l_G.7.l_F.7.l,5,1.2,10:7-->,57_77_77_107_77_
8,22,5,C.7.l,G.7.l,D.7.l,C.7.l,G.7.l,,,,,,,,,,,,,,,C.7.l_G.7.l_D.7.l_C.7.l_G.7.l_,2.642423961771975,##,7,7,1193 1247 289 383 455 672 792 ,l ,NoBound,_C.7.l_G.7.l_D.7.l,3,1.67,7:7-->,77_77_107_
9,22,4,C.7.l,G.7.l,F.7.l,C.7.l,,,,,,,,,,,,,,,,C.7.l_G.7.l_F.7.l_C.7.l_,2.642423961771975,#,7,7,1193 1247 289 383 455 672 792 ,l ,NoBound,_C.7.l_G.7.l_F.7.l,3,1.33,10:7-->,77_77_107_
10,29,3,C.7.l,G.min7.l,C.7.l,,,,,,,,,,,,,,,,,C.7.l_G.min7.l_C.7.l_,0.854656693597637,#,4,4,1085 1174 1268 483 ,l ,NoBound,_C.7.l_G.min7.l,2,1.5,7:min7-->,57_7min7_
11,25,5,C.7.l,G.min7.l,C.7.l,G.min7.l,C.7.l,,,,,,,,,,,,,,,C.7.l_G.min7.l_C.7.l_G.min7.l_C.7.l_,0.9543095546405662,#,4,4,1085 1174 1268 483 ,l ,NoBound,_C.7.l_G.min7.l,2,2.5,7:min7-->,57_7min7_
12,21,7,C.7.l,G.min7.l,C.7.l,G.min7.l,C.7.l,G.min7.l,C.7.l,,,,,,,,,,,,,C.7.l_G.min7.l_C.7.l_G.min7.l_C.7.l_G.min7.l_C.7.l_,0.8180959929710641,#,3,3,1085 1174 483 ,l ,NoBound,_C.7.l_G.min7.l,2,3.5,7:min7-->,57_7min7_
13,41,3,C.7.o,G.min7.o,C.7.o,,,,,,,,,,,,,,,,,C.7.o_G.min7.o_C.7.o_,0.7205446862784923,#,5,5,1032 1174 483 490 691 ,o ,NoBound,_C.7.o_G.min7.o,2,1.5,7:min7-->,57_7min7_
14,23,6,C.7.v,B-.maj.v,F.maj.v,C.7.v,B-.maj.v,F.maj.v,,,,,,,,,,,,,,C.7.v_B-.maj.v_F.maj.v_C.7.v_B-.maj.v_F.maj.v_,1.5858388510441057,#,2,2,430 886 ,v ,NoBound,_C.7.v_B-.maj.v_F.maj.v,3,2.0,7:maj-->,77_10maj_7maj_
15,24,4,C.7.v,E-.maj.v,F.maj.v,C.7.v,,,,,,,,,,,,,,,,C.7.v_E-.maj.v_F.maj.v_C.7.v_,1.0408520829727552,#,1,1,625 ,v ,NoBound,_C.7.v_E-.maj.v_F.maj.v,3,1.33,2:maj-->,2maj_77_3maj_
16,23,8,C.7.v,F.7.v,C.7.v,F.7.v,C.7.v,F.7.v,C.7.v,F.7.v,,,,,,,,,,,,C.7.v_F.7.v_C.7.v_F.7.v_C.7.v_F.7.v_C.7.v_F.7.v_,0.8076702057269436,##,2,2,1193 391 ,v ,NoBound,_C.7.v_F.7.v,2,4.0,5:7-->,57_77_
17,31,6,C.7.v,F.maj.v,B-.maj.v,F.maj.v,C.7.v,F.maj.v,,,,,,,,,,,,,,C.7.v_F.maj.v_B-.maj.v_F.maj.v_C.7.v_F.maj.v_,2.9464920859505037,#,12,11,1072 1107 1116 1248 167 399 472 570 787 875 993 ,v ,NoBound,_C.7.v_F.maj.v_B-.maj.v_F.maj.v,4,1.5,7:maj-->,5maj_5maj_7maj_77_
18,32,5,C.7.v,F.maj.v,C.maj.v,G.7.v,C.maj.v,,,,,,,,,,,,,,,C.7.v_F.maj.v_C.maj.v_G.7.v_C.maj.v_,2.712031023008111,#,12,9,1006 1041 1116 1194 472 678 788 822 875 ,v ,NoBound,_C.7.v_F.maj.v_C.maj.v_G.7.v_C.maj.v,5,1.0,5:maj-->,07_5maj_7maj_77_5maj_
19,24,4,C.7.v,F.maj7.v,F.min7.v,C.maj.v,,,,,,,,,,,,,,,,C.7.v_F.maj7.v_F.min7.v_C.maj.v_,1.0,#,2,1,240 ,v ,NoBound,_C.7.v_F.maj7.v_F.min7.v_C.maj.v,4,1.0,7:maj-->,07_5maj7_0min7_7maj_
20,27,4,C.7.v,F.min.v,D-.maj7.v,C.7.v,,,,,,,,,,,,,,,,C.7.v_F.min.v_D-.maj7.v_C.7.v_,0.9182958340544896,#,3,1,176 ,v ,NoBound,_C.7.v_F.min.v_D-.maj7.v,3,1.33,8:maj7-->,5min_8maj7_117_
21,23,7,C.7.v,G.7.v,C.7.v,G.7.v,C.7.v,G.7.v,C.7.v,,,,,,,,,,,,,C.7.v_G.7.v_C.7.v_G.7.v_C.7.v_G.7.v_C.7.v_,0.8076702057269436,#,2,2,1193 391 ,v ,NoBound,_C.7.v_G.7.v,2,3.5,7:7-->,57_77_
