progID,Prog Count,Prog Length,Lick,,,,,,,,,,,,,,,,,,,Lick String,H,Hashes,ALL Songs (inc. Dups),Total Songs (no Dups),Sorted Songs,Forms,Boundary Cases,Loop,Loop Length,# Repeats,Last Loop Chord,LoopAbs
1,28,3,C.1(b3|b7).0,E-.maj.0,B-.maj.2,,,,,,,,,,,,,,,,,C.1(b3|b7).0_E-.maj.0_B-.maj.2_,0.863120568566631,##,2,1,1169 ,c i v ,NoBound,_C.1(b3|b7).0_E-.maj.0_B-.maj.2,3,1.0,7:maj-->,21(b3|b7)_3maj_7maj_
2,26,6,C.1.0,A-.1.0,B-.1.0,C.1.0,A-.1.0,B-.1.0,,,,,,,,,,,,,,C.1.0_A-.1.0_B-.1.0_C.1.0_A-.1.0_B-.1.0_,1.2389012566026305,##,3,2,352 913 ,i v ,NoBound,_C.1.0_A-.1.0_B-.1.0,3,2.0,2:1-->,21_21_81_
3,34,4,C.1.0,D.1.0,B-.1.0,C.1.0,,,,,,,,,,,,,,,,C.1.0_D.1.0_B-.1.0_C.1.0_,1.086312840741288,#,3,2,352 913 ,i v ,NoBound,_C.1.0_D.1.0_B-.1.0,3,1.33,8:1-->,21_21_81_
4,24,7,C.1.0,D.1.0,B-.1.0,C.1.0,D.1.0,B-.1.0,C.1.0,,,,,,,,,,,,,C.1.0_D.1.0_B-.1.0_C.1.0_D.1.0_B-.1.0_C.1.0_,0.9182958340544896,##,2,1,352 ,i v ,NoBound,_C.1.0_D.1.0_B-.1.0,3,2.33,8:1-->,21_21_81_
5,26,5,C.1.0,D.1.0,E.1.0,C.1.0,D.1.0,,,,,,,,,,,,,,,C.1.0_D.1.0_E.1.0_C.1.0_D.1.0_,1.2389012566026305,##,3,2,352 913 ,i v ,NoBound,_C.1.0_D.1.0_E.1.0,3,1.67,2:1-->,21_21_81_
6,31,7,C.1.0,E-.1.2,F.1.0,C.1.0,E-.1.2,F.1.0,C.1.0,,,,,,,,,,,,,C.1.0_E-.1.2_F.1.0_C.1.0_E-.1.2_F.1.0_C.1.0_,0.7538275145266042,####,1,1,1106 ,c cv v vc ,(1106: vc; cv) ,_C.1.0_E-.1.2_F.1.0,3,2.33,2:1-->,21_71_31_
7,26,10,C.1.0,E-.1.2,F.1.0,C.1.0,E-.1.2,F.1.0,C.1.0,E-.1.2,F.1.0,C.1.0,,,,,,,,,,C.1.0_E-.1.2_F.1.0_C.1.0_E-.1.2_F.1.0_C.1.0_E-.1.2_F.1.0_C.1.0_,0.8451064151274781,##,1,1,1106 ,c cv v vc ,(1106: vc; cv) ,_C.1.0_E-.1.2_F.1.0,3,3.33,2:1-->,21_71_31_
8,21,13,C.1.0,E-.1.2,F.1.0,C.1.0,E-.1.2,F.1.0,C.1.0,E-.1.2,F.1.0,C.1.0,E-.1.2,F.1.0,C.1.0,,,,,,,C.1.0_E-.1.2_F.1.0_C.1.0_E-.1.2_F.1.0_C.1.0_E-.1.2_F.1.0_C.1.0_E-.1.2_F.1.0_C.1.0_,0.9637459942073316,##,1,1,1106 ,c cv v vc ,(1106: vc; cv) ,_C.1.0_E-.1.2_F.1.0,3,4.33,2:1-->,21_71_31_
9,28,4,C.1.0,F.1.2,C.1.0,F.1.2,,,,,,,,,,,,,,,,C.1.0_F.1.2_C.1.0_F.1.2_,1.2838868242312453,#,3,2,53 594 ,b c l ,NoBound,_C.1.0_F.1.2,2,2.0,5:1-->,51_71_
10,31,8,C.1.0,G.1.0,B-.1.2,C.1.0,G.1.0,B-.1.2,C.1.0,G.1.0,,,,,,,,,,,,C.1.0_G.1.0_B-.1.2_C.1.0_G.1.0_B-.1.2_C.1.0_G.1.0_,0.7538275145266043,#####,1,1,1106 ,c cv v vc ,(1106: vc; cv) ,_C.1.0_G.1.0_B-.1.2,3,2.67,3:1-->,21_71_31_
11,26,11,C.1.0,G.1.0,B-.1.2,C.1.0,G.1.0,B-.1.2,C.1.0,G.1.0,B-.1.2,C.1.0,G.1.0,,,,,,,,,C.1.0_G.1.0_B-.1.2_C.1.0_G.1.0_B-.1.2_C.1.0_G.1.0_B-.1.2_C.1.0_G.1.0_,0.8451064151274781,##,1,1,1106 ,c cv v vc ,(1106: vc; cv) ,_C.1.0_G.1.0_B-.1.2,3,3.67,3:1-->,21_71_31_
12,21,14,C.1.0,G.1.0,B-.1.2,C.1.0,G.1.0,B-.1.2,C.1.0,G.1.0,B-.1.2,C.1.0,G.1.0,B-.1.2,C.1.0,G.1.0,,,,,,C.1.0_G.1.0_B-.1.2_C.1.0_G.1.0_B-.1.2_C.1.0_G.1.0_B-.1.2_C.1.0_G.1.0_B-.1.2_C.1.0_G.1.0_,0.9637459942073318,##,1,1,1106 ,c cv v vc ,(1106: vc; cv) ,_C.1.0_G.1.0_B-.1.2,3,4.67,3:1-->,21_71_31_
13,41,4,C.1.0,G.1.0,C.1.0,G.1.0,,,,,,,,,,,,,,,,C.1.0_G.1.0_C.1.0_G.1.0_,0.8555184173754409,#,5,5,105 1106 205 777 828 ,c cd cv i iv l o s u v ,(1106: cv; iv) (777: cd) ,_C.1.0_G.1.0,2,2.0,7:1-->,51_71_
14,20,8,C.1.0,G.1.0,C.1.0,G.1.0,C.1.0,G.1.0,C.1.0,G.1.0,,,,,,,,,,,,C.1.0_G.1.0_C.1.0_G.1.0_C.1.0_G.1.0_C.1.0_G.1.0_,1.0762976257251988,#,2,2,105 1106 ,c cv iv o v ,(1106: cv; iv) ,_C.1.0_G.1.0,2,4.0,7:1-->,51_71_
15,31,6,C.1.2,D.1.0,A.1.0,C.1.2,D.1.0,A.1.0,,,,,,,,,,,,,,C.1.2_D.1.0_A.1.0_C.1.2_D.1.0_A.1.0_,0.7538275145266042,###,1,1,1106 ,c cv v vc ,(1106: vc; cv) ,_C.1.2_D.1.0_A.1.0,3,2.0,7:1-->,21_71_31_
16,26,9,C.1.2,D.1.0,A.1.0,C.1.2,D.1.0,A.1.0,C.1.2,D.1.0,A.1.0,,,,,,,,,,,C.1.2_D.1.0_A.1.0_C.1.2_D.1.0_A.1.0_C.1.2_D.1.0_A.1.0_,0.8451064151274781,##,1,1,1106 ,c cv v vc ,(1106: vc; cv) ,_C.1.2_D.1.0_A.1.0,3,3.0,7:1-->,21_71_31_
17,21,12,C.1.2,D.1.0,A.1.0,C.1.2,D.1.0,A.1.0,C.1.2,D.1.0,A.1.0,C.1.2,D.1.0,A.1.0,,,,,,,,C.1.2_D.1.0_A.1.0_C.1.2_D.1.0_A.1.0_C.1.2_D.1.0_A.1.0_C.1.2_D.1.0_A.1.0_,0.9637459942073318,##,1,1,1106 ,c cv v vc ,(1106: vc; cv) ,_C.1.2_D.1.0_A.1.0,3,4.0,7:1-->,21_71_31_
