progID,Prog Count,Prog Length,Lick,,,,,,,,,,,,,,,,,,,Lick String,H,Hashes,ALL Songs (inc. Dups),Total Songs (no Dups),Sorted Songs,Forms,Boundary Cases,Loop,Loop Length,# Repeats,Last Loop Chord,LoopAbs
1,21,7,C.1.c,B-.maj.c,G.min.c,B-.maj.c,G.1.c,C.1.c,B-.maj.c,,,,,,,,,,,,,C.1.c_B-.maj.c_G.min.c_B-.maj.c_G.1.c_C.1.c_B-.maj.c_,0.9637459942073316,####,1,1,893 ,c ,NoBound,_C.1.c_B-.maj.c_G.min.c_B-.maj.c_G.1.c,5,1.4,9:1-->,3maj_91_51_10maj_9min_
2,23,3,C.1.c,E-.1.c,F.1.c,,,,,,,,,,,,,,,,,C.1.c_E-.1.c_F.1.c_,1.0862293462325945,#,3,3,1106 1276 985 ,c ,NoBound,_C.1.c_E-.1.c_F.1.c,3,1.0,2:1-->,21_71_31_
3,26,4,C.1.c,F.1.c,C.1.c,F.1.c,,,,,,,,,,,,,,,,C.1.c_F.1.c_C.1.c_F.1.c_,1.5725552071907916,#,3,3,1106 594 777 ,c ,NoBound,_C.1.c_F.1.c,2,2.0,5:1-->,51_71_
4,21,8,C.1.c,F.1.c,E-.maj.c,C.min.c,E-.maj.c,C.1.c,F.1.c,E-.maj.c,,,,,,,,,,,,C.1.c_F.1.c_E-.maj.c_C.min.c_E-.maj.c_C.1.c_F.1.c_E-.maj.c_,0.9637459942073318,####,1,1,893 ,c ,NoBound,_C.1.c_F.1.c_E-.maj.c_C.min.c_E-.maj.c,5,1.6,3:maj-->,3maj_91_51_10maj_9min_
5,22,4,C.1.i,B-.1.i,C.1.i,B-.1.i,,,,,,,,,,,,,,,,C.1.i_B-.1.i_C.1.i_B-.1.i_,0.5304060778306042,#,2,2,464 594 ,i ,NoBound,_C.1.i_B-.1.i,2,2.0,10:1-->,21_101_
6,20,6,C.1.i,B-.1.i,C.1.i,B-.1.i,C.1.i,B-.1.i,,,,,,,,,,,,,,C.1.i_B-.1.i_C.1.i_B-.1.i_C.1.i_B-.1.i_,0.5689955935892812,#,2,2,464 594 ,i ,NoBound,_C.1.i_B-.1.i,2,3.0,10:1-->,21_101_
7,20,5,C.1.i,D.1.i,C.1.i,D.1.i,C.1.i,,,,,,,,,,,,,,,C.1.i_D.1.i_C.1.i_D.1.i_C.1.i_,0.5689955935892812,#,2,2,464 594 ,i ,NoBound,_C.1.i_D.1.i,2,2.5,2:1-->,21_101_
8,23,15,C.1.l,B-.1.l,C.1.l,B-.1.l,C.1.l,B-.1.l,C.1.l,B-.1.l,C.1.l,B-.1.l,C.1.l,B-.1.l,C.1.l,B-.1.l,C.1.l,,,,,C.1.l_B-.1.l_C.1.l_B-.1.l_C.1.l_B-.1.l_C.1.l_B-.1.l_C.1.l_B-.1.l_C.1.l_B-.1.l_C.1.l_B-.1.l_C.1.l_,0.5131851787372753,############,2,2,457 594 ,l ,NoBound,_C.1.l_B-.1.l,2,7.5,10:1-->,21_101_
9,23,14,C.1.l,D.1.l,C.1.l,D.1.l,C.1.l,D.1.l,C.1.l,D.1.l,C.1.l,D.1.l,C.1.l,D.1.l,C.1.l,D.1.l,,,,,,C.1.l_D.1.l_C.1.l_D.1.l_C.1.l_D.1.l_C.1.l_D.1.l_C.1.l_D.1.l_C.1.l_D.1.l_C.1.l_D.1.l_,0.5131851787372753,###########,2,2,457 594 ,l ,NoBound,_C.1.l_D.1.l,2,7.0,2:1-->,21_101_
10,20,6,C.1.v,A-.1.v,B-.1.v,C.1.v,A-.1.v,B-.1.v,,,,,,,,,,,,,,C.1.v_A-.1.v_B-.1.v_C.1.v_A-.1.v_B-.1.v_,1.295461844238322,##,3,2,352 913 ,v ,NoBound,_C.1.v_A-.1.v_B-.1.v,3,2.0,2:1-->,21_21_81_
11,26,4,C.1.v,D.1.v,B-.1.v,C.1.v,,,,,,,,,,,,,,,,C.1.v_D.1.v_B-.1.v_C.1.v_,1.1401156785146092,#,3,2,352 913 ,v ,NoBound,_C.1.v_D.1.v_B-.1.v,3,1.33,8:1-->,21_21_81_
12,20,5,C.1.v,D.1.v,E.1.v,C.1.v,D.1.v,,,,,,,,,,,,,,,C.1.v_D.1.v_E.1.v_C.1.v_D.1.v_,1.295461844238322,##,3,2,352 913 ,v ,NoBound,_C.1.v_D.1.v_E.1.v,3,1.67,2:1-->,21_21_81_
13,21,3,C.5(b7).v,G.maj.v,C.5(b7).v,,,,,,,,,,,,,,,,,C.5(b7).v_G.maj.v_C.5(b7).v_,0.5916727785823275,#,1,1,687 ,v ,NoBound,_C.5(b7).v_G.maj.v,2,1.5,7:maj-->,55(b7)_7maj_
14,59,4,C.5.l,B-.5.l,C.5.l,B-.5.l,,,,,,,,,,,,,,,,C.5.l_B-.5.l_C.5.l_B-.5.l_,0.5815595728054463,#,4,3,215 594 904 ,l ,NoBound,_C.5.l_B-.5.l,2,2.0,10:5-->,25_105_
15,52,6,C.5.l,B-.5.l,C.5.l,B-.5.l,C.5.l,B-.5.l,,,,,,,,,,,,,,C.5.l_B-.5.l_C.5.l_B-.5.l_C.5.l_B-.5.l_,0.506628179013871,#,4,3,215 594 904 ,l ,NoBound,_C.5.l_B-.5.l,2,3.0,10:5-->,25_105_
16,46,8,C.5.l,B-.5.l,C.5.l,B-.5.l,C.5.l,B-.5.l,C.5.l,B-.5.l,,,,,,,,,,,,C.5.l_B-.5.l_C.5.l_B-.5.l_C.5.l_B-.5.l_C.5.l_B-.5.l_,0.5566634396068405,#,4,3,215 594 904 ,l ,NoBound,_C.5.l_B-.5.l,2,4.0,10:5-->,25_105_
17,35,12,C.5.l,B-.5.l,C.5.l,B-.5.l,C.5.l,B-.5.l,C.5.l,B-.5.l,C.5.l,B-.5.l,C.5.l,B-.5.l,,,,,,,,C.5.l_B-.5.l_C.5.l_B-.5.l_C.5.l_B-.5.l_C.5.l_B-.5.l_C.5.l_B-.5.l_C.5.l_B-.5.l_,0.5007115883735379,###,3,2,215 904 ,l ,NoBound,_C.5.l_B-.5.l,2,6.0,10:5-->,25_105_
18,30,14,C.5.l,B-.5.l,C.5.l,B-.5.l,C.5.l,B-.5.l,C.5.l,B-.5.l,C.5.l,B-.5.l,C.5.l,B-.5.l,C.5.l,B-.5.l,,,,,,C.5.l_B-.5.l_C.5.l_B-.5.l_C.5.l_B-.5.l_C.5.l_B-.5.l_C.5.l_B-.5.l_C.5.l_B-.5.l_C.5.l_B-.5.l_,0.5608251769947301,#,3,2,215 904 ,l ,NoBound,_C.5.l_B-.5.l,2,7.0,10:5-->,25_105_
19,25,16,C.5.l,B-.5.l,C.5.l,B-.5.l,C.5.l,B-.5.l,C.5.l,B-.5.l,C.5.l,B-.5.l,C.5.l,B-.5.l,C.5.l,B-.5.l,C.5.l,B-.5.l,,,,C.5.l_B-.5.l_C.5.l_B-.5.l_C.5.l_B-.5.l_C.5.l_B-.5.l_C.5.l_B-.5.l_C.5.l_B-.5.l_C.5.l_B-.5.l_C.5.l_B-.5.l_,0.6395563653739031,#,3,2,215 904 ,l ,NoBound,_C.5.l_B-.5.l,2,8.0,10:5-->,25_105_
20,52,5,C.5.l,D.5.l,C.5.l,D.5.l,C.5.l,,,,,,,,,,,,,,,C.5.l_D.5.l_C.5.l_D.5.l_C.5.l_,0.506628179013871,#,4,3,215 594 904 ,l ,NoBound,_C.5.l_D.5.l,2,2.5,2:5-->,25_105_
21,46,7,C.5.l,D.5.l,C.5.l,D.5.l,C.5.l,D.5.l,C.5.l,,,,,,,,,,,,,C.5.l_D.5.l_C.5.l_D.5.l_C.5.l_D.5.l_C.5.l_,0.5566634396068405,#,4,3,215 594 904 ,l ,NoBound,_C.5.l_D.5.l,2,3.5,2:5-->,25_105_
22,35,11,C.5.l,D.5.l,C.5.l,D.5.l,C.5.l,D.5.l,C.5.l,D.5.l,C.5.l,D.5.l,C.5.l,,,,,,,,,C.5.l_D.5.l_C.5.l_D.5.l_C.5.l_D.5.l_C.5.l_D.5.l_C.5.l_D.5.l_C.5.l_,0.5007115883735379,###,3,2,215 904 ,l ,NoBound,_C.5.l_D.5.l,2,5.5,2:5-->,25_105_
