progID,Prog Count,Prog Length,Lick,,,,,,,,,,,,,,,,,,,Lick String,H,Hashes,ALL Songs (inc. Dups),Total Songs (no Dups),Sorted Songs,Forms,Boundary Cases,Loop,Loop Length,# Repeats,Last Loop Chord,LoopAbs
1,24,7,>S,C.maj,A.min,F.maj,G.maj,C.maj,A.min,,,,,,,,,,,,,>S_C.maj_A.min_F.maj_G.maj_C.maj_A.min_,0.6583514224564075,###,24,16,1063 112 119 1210 1228 145 253 355 371 404 54 571 587 620 67 749 ,c i v ,NoBound,_C.maj_A.min_F.maj_G.maj,4,1.5,2:maj-->,2maj_5maj_9min_8maj_
2,31,9,>S,C.maj,F.maj,C.maj,F.maj,C.maj,F.maj,C.maj,F.maj,,,,,,,,,,,>S_C.maj_F.maj_C.maj_F.maj_C.maj_F.maj_C.maj_F.maj_,0.7538275145266042,#,31,25,1100 1113 1117 1119 1135 1139 1212 139 203 23 234 30 330 347 452 50 559 591 619 662 668 674 752 864 928 ,c cv i ic iv v vc ,(1113: ic) (1123: ic) (1135: vc) (50: iv) (662: ic) (664: ic) (668: cv) ,_C.maj_F.maj,2,4.0,5:maj-->,5maj_7maj_
3,21,12,>S,C.maj,F.maj,C.maj,F.maj,C.maj,F.maj,C.maj,F.maj,C.maj,F.maj,C.maj,,,,,,,,>S_C.maj_F.maj_C.maj_F.maj_C.maj_F.maj_C.maj_F.maj_C.maj_F.maj_C.maj_,0.7228578977329687,#,21,17,1100 1113 1117 1135 1139 203 23 234 330 347 452 50 559 619 662 668 674 ,c v ,NoBound,_C.maj_F.maj,2,5.5,5:maj-->,5maj_7maj_
4,69,5,C.7,B-.7,F.7,B-.7,F.7,,,,,,,,,,,,,,,C.7_B-.7_F.7_B-.7_F.7_,0.884884506283974,#,16,16,1125 1134 115 1193 1247 214 289 291 314 383 425 455 533 672 792 853 ,b c h l s v ,NoBound,_C.7_B-.7_F.7_B-.7_F.7,5,1.0,7:7-->,57_77_77_107_77_
5,45,8,C.7,B-.7,F.7,B-.7,F.7,C.7,B-.7,F.7,,,,,,,,,,,,C.7_B-.7_F.7_B-.7_F.7_C.7_B-.7_F.7_,1.1781533098134038,#,11,11,1125 115 1193 1247 214 289 314 383 455 672 792 ,c h l s v ,NoBound,_C.7_B-.7_F.7_B-.7_F.7,5,1.6,7:7-->,57_77_77_107_77_
6,29,13,C.7,B-.7,F.7,B-.7,F.7,C.7,B-.7,F.7,B-.7,F.7,C.7,B-.7,F.7,,,,,,,C.7_B-.7_F.7_B-.7_F.7_C.7_B-.7_F.7_B-.7_F.7_C.7_B-.7_F.7_,1.4281526509024578,####,9,9,1125 115 1193 214 289 383 455 672 792 ,c h l s v ,NoBound,_C.7_B-.7_F.7_B-.7_F.7,5,2.6,7:7-->,57_77_77_107_77_
7,98,6,C.7,B-.maj,F.maj,C.7,B-.maj,F.maj,,,,,,,,,,,,,,C.7_B-.maj_F.maj_C.7_B-.maj_F.maj_,0.8895782922968913,#,7,6,15 366 430 706 886 929 ,c d i l o s sc u v ,(929: sc) ,_C.7_B-.maj_F.maj,3,2.0,7:maj-->,77_10maj_7maj_
8,81,9,C.7,B-.maj,F.maj,C.7,B-.maj,F.maj,C.7,B-.maj,F.maj,,,,,,,,,,,C.7_B-.maj_F.maj_C.7_B-.maj_F.maj_C.7_B-.maj_F.maj_,0.8072349351172252,##,7,6,15 366 430 706 886 929 ,c d i l o s sc u v ,(929: sc) ,_C.7_B-.maj_F.maj,3,3.0,7:maj-->,77_10maj_7maj_
9,67,12,C.7,B-.maj,F.maj,C.7,B-.maj,F.maj,C.7,B-.maj,F.maj,C.7,B-.maj,F.maj,,,,,,,,C.7_B-.maj_F.maj_C.7_B-.maj_F.maj_C.7_B-.maj_F.maj_C.7_B-.maj_F.maj_,0.9319920887903511,##,6,5,366 430 706 886 929 ,c d i l o sc u v ,(929: sc) ,_C.7_B-.maj_F.maj,3,4.0,7:maj-->,77_10maj_7maj_
10,46,18,C.7,B-.maj,F.maj,C.7,B-.maj,F.maj,C.7,B-.maj,F.maj,C.7,B-.maj,F.maj,C.7,B-.maj,F.maj,C.7,B-.maj,F.maj,,C.7_B-.maj_F.maj_C.7_B-.maj_F.maj_C.7_B-.maj_F.maj_C.7_B-.maj_F.maj_C.7_B-.maj_F.maj_C.7_B-.maj_F.maj_,0.6015071801547325,#####,5,4,366 430 706 886 ,d l v ,NoBound,_C.7_B-.maj_F.maj,3,6.0,7:maj-->,77_10maj_7maj_
11,36,4,C.7,B-.maj7,F.maj,C.maj,,,,,,,,,,,,,,,,C.7_B-.maj7_F.maj_C.maj_,1.188721875540867,#,3,1,705 ,c d i ,NoBound,_C.7_B-.maj7_F.maj_C.maj,4,1.0,7:maj-->,07_10maj7_7maj_7maj_
12,24,12,C.7,B-.maj7,F.maj,C.maj,B-.maj,F.maj,D.min7,B-.maj7,C.7,B-.maj7,F.maj,C.maj,,,,,,,,C.7_B-.maj7_F.maj_C.maj_B-.maj_F.maj_D.min7_B-.maj7_C.7_B-.maj7_F.maj_C.maj_,1.4056390622295665,#######,3,1,705 ,c d i ,NoBound,_C.7_B-.maj7_F.maj_C.maj_B-.maj_F.maj_D.min7_B-.maj7,8,1.5,8:maj7-->,27_10maj7_7maj_7maj_10maj_7maj_9min7_8maj7_
13,40,7,C.7,E-.maj,F.maj,C.7,E-.maj,F.maj,C.7,,,,,,,,,,,,,C.7_E-.maj_F.maj_C.7_E-.maj_F.maj_C.7_,0.9103029464166383,##,2,2,291 625 ,c d i od v ,(291: od) ,_C.7_E-.maj_F.maj,3,2.33,2:maj-->,2maj_77_3maj_
