progID,Prog Count,Prog Length,Lick,,,,,,,,,,,,,,,,,,,Lick String,H,Hashes,ALL Songs (inc. Dups),Total Songs (no Dups),Sorted Songs,Forms,Boundary Cases,Loop,Loop Length,# Repeats,Last Loop Chord,LoopAbs
1,22,6,>S,C.maj,G.maj,C.maj,G.maj,C.maj,,,,,,,,,,,,,,>S_C.maj_G.maj_C.maj_G.maj_C.maj_,1.6043068953130522,#,22,17,1009 1039 1180 124 126 147 245 249 309 318 468 502 53 809 891 927 995 ,c cv i iv v ,(1009: iv) (1180: iv) (124: iv) (249: iv) (502: cv) (916: iv) (927: iv) ,_C.maj_G.maj,2,2.5,7:maj-->,5maj_7maj_
2,70,4,C.1,F.1,C.1,F.1,,,,,,,,,,,,,,,,C.1_F.1_C.1_F.1_,1.382903627034302,#,8,7,105 1106 53 594 706 777 828 ,b c d i l o s u v ,NoBound,_C.1_F.1,2,2.0,5:1-->,51_71_
3,44,6,C.1,F.1,C.1,F.1,C.1,F.1,,,,,,,,,,,,,,C.1_F.1_C.1_F.1_C.1_F.1_,1.618066437299976,#,7,6,105 1106 53 594 777 828 ,b c d i l o s u v ,NoBound,_C.1_F.1,2,3.0,5:1-->,51_71_
4,34,4,C.1,F.1,G.1,C.1,,,,,,,,,,,,,,,,C.1_F.1_G.1_C.1_,1.971335285306981,#,7,7,1170 467 594 736 767 777 78 ,c i lc t u v vc ,(594: vc; lc) ,_C.1_F.1_G.1,3,1.33,2:1-->,21_51_51_
5,49,5,C.1,G.1,C.1,G.1,C.1,,,,,,,,,,,,,,,C.1_G.1_C.1_G.1_C.1_,1.5251441108669048,#,7,6,105 1106 53 594 777 828 ,b c d i l o s u v ,NoBound,_C.1_G.1,2,2.5,7:1-->,51_71_
6,31,3,C.5(b7),D-.5,C.5(b7),,,,,,,,,,,,,,,,,C.5(b7)_D-.5_C.5(b7)_,1.2246069357305052,#,1,1,884 ,l u ,NoBound,_C.5(b7)_D-.5,2,1.5,1:5-->,15_115(b7)_
7,45,8,C.7,B-.7,F.7,B-.7,F.7,C.7,B-.7,F.7,,,,,,,,,,,,C.7_B-.7_F.7_B-.7_F.7_C.7_B-.7_F.7_,1.2701912975928773,####,11,11,1125 115 1193 1247 214 289 314 383 455 672 792 ,c h l s v ,NoBound,_C.7_B-.7_F.7_B-.7_F.7,5,1.6,7:7-->,57_77_77_107_77_
8,29,13,C.7,B-.7,F.7,B-.7,F.7,C.7,B-.7,F.7,B-.7,F.7,C.7,B-.7,F.7,,,,,,,C.7_B-.7_F.7_B-.7_F.7_C.7_B-.7_F.7_B-.7_F.7_C.7_B-.7_F.7_,1.5709702181464678,####,9,9,1125 115 1193 214 289 383 455 672 792 ,c h l s v ,NoBound,_C.7_B-.7_F.7_B-.7_F.7,5,2.6,7:7-->,57_77_77_107_77_
9,24,12,C.7,B-.maj7,F.maj,C.maj,B-.maj,F.maj,D.min7,B-.maj7,C.7,B-.maj7,F.maj,C.maj,,,,,,,,C.7_B-.maj7_F.maj_C.maj_B-.maj_F.maj_D.min7_B-.maj7_C.7_B-.maj7_F.maj_C.maj_,1.4056390622295665,##########,3,1,705 ,c d i ,NoBound,_C.7_B-.maj7_F.maj_C.maj_B-.maj_F.maj_D.min7_B-.maj7,8,1.5,8:maj7-->,27_10maj7_7maj_7maj_10maj_7maj_9min7_8maj7_
10,108,5,C.7,F.7,C.7,F.7,C.7,,,,,,,,,,,,,,,C.7_F.7_C.7_F.7_C.7_,1.5409323769023302,#,17,17,1134 1149 115 1168 1193 289 356 377 391 455 510 533 79 853 879 890 894 ,b c cd cl d i iv l o s v vc vd ,(1134: cd) (391: vc; iv; vd) (879: cl) ,_C.7_F.7,2,2.5,5:7-->,57_77_
11,39,5,C.7,F.7,C.7,G.7,C.7,,,,,,,,,,,,,,,C.7_F.7_C.7_G.7_C.7_,1.4571866847755595,#,10,9,1024 1110 1193 356 425 455 510 853 864 ,c cl co cv ic iv l lv s v vl ,(1193: vl) (356: cl; cv; ic; co; lv) (425: iv) (510: iv) ,_C.7_F.7_C.7_G.7,4,1.25,7:7-->,57_57_77_77_
12,40,11,C.7,F.7,C.7,G.7,F.7,C.7,F.7,C.7,G.7,F.7,C.7,,,,,,,,,C.7_F.7_C.7_G.7_F.7_C.7_F.7_C.7_G.7_F.7_C.7_,1.369035274338866,#######,11,11,1125 115 1193 1247 214 289 314 383 455 672 792 ,c h l s v ,NoBound,_C.7_F.7_C.7_G.7_F.7,5,2.2,10:7-->,57_77_77_107_77_
13,25,16,C.7,F.7,C.7,G.7,F.7,C.7,F.7,C.7,G.7,F.7,C.7,F.7,C.7,G.7,F.7,C.7,,,,C.7_F.7_C.7_G.7_F.7_C.7_F.7_C.7_G.7_F.7_C.7_F.7_C.7_G.7_F.7_C.7_,1.3834651896016472,####,9,9,1125 115 1193 214 289 383 455 672 792 ,c h l s v ,NoBound,_C.7_F.7_C.7_G.7_F.7,5,3.2,10:7-->,57_77_77_107_77_
14,103,5,C.7,F.maj,B-.maj,C.7,F.maj,,,,,,,,,,,,,,,C.7_F.maj_B-.maj_C.7_F.maj_,1.5405891284499844,#,24,18,1072 1154 1218 1245 167 169 222 235 308 463 472 477 500 565 606 689 726 914 ,b c cd co cu cv d iv l p s uv v ,(1218: uv; iv) (169: cv; cd) (463: cu; co) (477: cv) ,_C.7_F.maj_B-.maj,3,1.67,5:maj-->,27_5maj_5maj_
15,39,9,C.7,F.maj,B-.maj,C.7,F.maj,B-.maj,C.7,F.maj,B-.maj,,,,,,,,,,,C.7_F.maj_B-.maj_C.7_F.maj_B-.maj_C.7_F.maj_B-.maj_,1.202172043598149,##,9,7,1072 1154 1218 222 463 472 477 ,b c cv d o s sc sd u v vc ,(1072: sc; sd) (1154: vc; cv) ,_C.7_F.maj_B-.maj,3,3.0,5:maj-->,27_5maj_5maj_
16,25,11,C.7,F.maj,B-.maj,C.7,F.maj,B-.maj,C.7,F.maj,B-.maj,C.7,F.maj,,,,,,,,,C.7_F.maj_B-.maj_C.7_F.maj_B-.maj_C.7_F.maj_B-.maj_C.7_F.maj_,1.2554312795575997,#,5,5,1072 1154 463 472 477 ,c co cu cv d s v ,(463: cu; co) (477: cv) ,_C.7_F.maj_B-.maj,3,3.67,5:maj-->,27_5maj_5maj_
17,23,10,C.7,F.maj,B-.maj,C.maj,F.maj,B-.maj,C.maj,F.maj,B-.maj,C.maj,,,,,,,,,,C.7_F.maj_B-.maj_C.maj_F.maj_B-.maj_C.maj_F.maj_B-.maj_C.maj_,1.370862465083061,######,9,4,235 387 66 71 ,c o v ,NoBound,_C.7_F.maj_B-.maj_C.maj_F.maj_B-.maj_C.maj_F.maj_B-.maj_C.maj,10,1.0,2:maj-->,07_5maj_5maj_2maj_5maj_5maj_2maj_5maj_5maj_2maj_
18,23,6,C.7,F.maj,B-.maj,E-.maj,C.7,F.maj,,,,,,,,,,,,,,C.7_F.maj_B-.maj_E-.maj_C.7_F.maj_,1.3249692858267144,#,5,2,307 322 ,c d iv tv ,(322: iv; tv) (733: iv; tv) ,_C.7_F.maj_B-.maj_E-.maj,4,1.5,5:maj-->,5maj_5maj_5maj_97_
19,205,4,C.7,F.maj,C.7,F.maj,,,,,,,,,,,,,,,,C.7_F.maj_C.7_F.maj_,2.7385081812638417,#,50,39,1006 1040 1046 1054 1055 1102 1107 1116 1141 1154 1182 1194 1225 123 1245 1287 160 167 185 208 278 288 308 386 399 403 472 477 542 565 570 696 787 788 790 802 822 830 993 ,b c co cu d i ic iv l lv o u v vc vl vo ,(1055: vc) (1154: ic; lv) (1166: lv) (1194: iv) (208: cu; co) (288: iv) (308: vl) (471: iv) (472: vo) (477: iv) (669: vl) (822: lv) (954: lv) ,_C.7_F.maj,2,2.0,5:maj-->,5maj_77_
