progID,Prog Count,Prog Length,Lick,,,,,,,,,,,,,,,,,,,Lick String,H,Hashes,ALL Songs (inc. Dups),Total Songs (no Dups),Sorted Songs,Forms,Boundary Cases,Loop,Loop Length,# Repeats,Last Loop Chord,LoopAbs
1,22,8,>S,C.maj,A.min,F.maj,G.maj,C.maj,A.min,F.maj,,,,,,,,,,,,>S_C.maj_A.min_F.maj_G.maj_C.maj_A.min_F.maj_,1.1191194231256714,####,22,15,1063 112 119 1210 1228 145 253 267 355 404 54 571 620 67 749 ,c i v ,NoBound,_C.maj_A.min_F.maj_G.maj,4,1.75,2:maj-->,2maj_5maj_9min_8maj_
2,41,8,>S,C.maj,F.maj,C.maj,F.maj,C.maj,F.maj,C.maj,,,,,,,,,,,,>S_C.maj_F.maj_C.maj_F.maj_C.maj_F.maj_C.maj_,0.8141424169293692,#,41,33,1100 1113 1117 1119 1135 1139 1212 139 162 183 203 23 234 30 330 347 391 403 452 50 501 559 591 619 662 668 674 752 830 864 928 952 969 ,c i ic v ,(30: ic) (537: ic) ,_C.maj_F.maj,2,3.5,5:maj-->,5maj_7maj_
3,30,10,>S,C.maj,F.maj,C.maj,F.maj,C.maj,F.maj,C.maj,F.maj,C.maj,,,,,,,,,,>S_C.maj_F.maj_C.maj_F.maj_C.maj_F.maj_C.maj_F.maj_C.maj_,0.7703437707962479,#,30,25,1100 1113 1117 1135 1139 1212 139 203 23 234 330 347 391 403 452 50 559 619 662 668 674 752 830 864 969 ,c i ic iv v ,(1139: iv) (203: ic) (330: iv) (347: ic) (391: iv) (403: iv) (452: iv) (674: iv) ,_C.maj_F.maj,2,4.5,5:maj-->,5maj_7maj_
4,23,14,>S,C.maj,F.maj,C.maj,F.maj,C.maj,F.maj,C.maj,F.maj,C.maj,F.maj,C.maj,F.maj,C.maj,,,,,,>S_C.maj_F.maj_C.maj_F.maj_C.maj_F.maj_C.maj_F.maj_C.maj_F.maj_C.maj_F.maj_C.maj_,1.6818990675226109,###,23,20,1100 1113 1117 1135 1139 203 23 234 330 347 391 403 452 50 559 619 668 674 830 969 ,c iv v vu ,(50: vu) (969: iv) ,_C.maj_F.maj,2,6.5,5:maj-->,5maj_7maj_
5,20,9,C.dim,E-.dim,B-.maj,D.min,C.min,E-.min,B-.maj,G.maj,C.min,,,,,,,,,,,C.dim_E-.dim_B-.maj_D.min_C.min_E-.min_B-.maj_G.maj_C.min_,1.1567796494470395,######,2,1,517 ,d l s v ,NoBound,_C.dim_E-.dim_B-.maj_D.min_C.min_E-.min_B-.maj_G.maj_C.min,9,1.0,5:min-->,0dim_3dim_7maj_4min_10min_3min_7maj_9maj_5min_
6,20,8,C.dim,G.maj,B.min,A.min,C.min,G.maj,E.maj,A.min,,,,,,,,,,,,C.dim_G.maj_B.min_A.min_C.min_G.maj_E.maj_A.min_,1.1567796494470395,#####,2,1,517 ,d l s v ,NoBound,_C.dim_G.maj_B.min_A.min_C.min_G.maj_E.maj_A.min,8,1.0,5:min-->,3dim_7maj_4min_10min_3min_7maj_9maj_5min_
7,32,6,C.maj,A.maj,C.maj,A.maj,C.maj,A.maj,,,,,,,,,,,,,,C.maj_A.maj_C.maj_A.maj_C.maj_A.maj_,1.5980505277442498,#,4,4,284 533 743 828 ,c d i il l o s v ,(828: il) ,_C.maj_A.maj,2,3.0,9:maj-->,3maj_9maj_
8,21,8,C.maj,A.maj,C.maj,A.maj,C.maj,A.maj,C.maj,A.maj,,,,,,,,,,,,C.maj_A.maj_C.maj_A.maj_C.maj_A.maj_C.maj_A.maj_,1.3752580686696534,#,3,3,533 743 828 ,c d il l o s v ,(828: il) ,_C.maj_A.maj,2,4.0,9:maj-->,3maj_9maj_
9,24,7,C.maj,A.maj,D.maj,C.maj,A.maj,D.maj,C.maj,,,,,,,,,,,,,C.maj_A.maj_D.maj_C.maj_A.maj_D.maj_C.maj_,1.0238995733215064,##,1,1,1220 ,i l o v ,NoBound,_C.maj_A.maj_D.maj,3,2.33,5:maj-->,5maj_10maj_9maj_
10,44,7,C.maj,A.maj,D.maj,G.maj,C.maj,A.maj,D.maj,,,,,,,,,,,,,C.maj_A.maj_D.maj_G.maj_C.maj_A.maj_D.maj_,0.9187596163744738,#,8,5,307 322 41 554 761 ,b bv c d iv l s tv v ,(322: iv; tv) (41: bv) (733: iv; tv) ,_C.maj_A.maj_D.maj_G.maj,4,1.75,5:maj-->,5maj_5maj_5maj_9maj_
