Abstract Loop,Loop Total,Loop Songs,Loop Total Songs,Loop ProgIDs,Loop Forms,keyMode,triadMode,formMode,beatMode,Abstract Lick,Lick Total,Lick Songs,Lick Total Songs,Lick Forms,Lick Length
5maj_5maj_7maj_7maj_,101,"['1006', '1024', '1072', '1102', '1110', '1116', '1141', '1149', '1193', '1228', '149', '160', '169', '191', '23', '425', '472', '510', '545', '559', '59', '591', '638', '678', '802', '83', '875', '890', '905', '993']",30,"['108', '123', '128', '49', '73']","['c', 'v']",False,0,True,True,.maj_7.maj_5.maj_5.maj_7.maj_7.maj_5.maj_5.maj_7.maj_7.maj_5.maj_5.maj_7.maj,19,"['191', '23', '559']",3,['c'],13
5maj_5maj_7maj_7maj_,101,"['1006', '1024', '1072', '1102', '1110', '1116', '1141', '1149', '1193', '1228', '149', '160', '169', '191', '23', '425', '472', '510', '545', '559', '59', '591', '638', '678', '802', '83', '875', '890', '905', '993']",30,"['108', '123', '128', '49', '73']","['c', 'v']",False,0,True,True,.maj_5.maj_7.maj_7.maj_5.maj_5.maj_7.maj,34,"['1072', '1116', '1193', '425', '59', '802', '83', '875', '905', '993']",10,['v'],7
5maj_5maj_7maj_7maj_,101,"['1006', '1024', '1072', '1102', '1110', '1116', '1141', '1149', '1193', '1228', '149', '160', '169', '191', '23', '425', '472', '510', '545', '559', '59', '591', '638', '678', '802', '83', '875', '890', '905', '993']",30,"['108', '123', '128', '49', '73']","['c', 'v']",False,0,True,True,.maj_7.maj_5.maj_5.maj_7.maj_7.maj,39,"['1006', '1072', '1102', '1141', '1228', '160', '169', '545', '591', '638', '905']",11,['c'],6
5maj_5maj_7maj_7maj_,101,"['1006', '1024', '1072', '1102', '1110', '1116', '1141', '1149', '1193', '1228', '149', '160', '169', '191', '23', '425', '472', '510', '545', '559', '59', '591', '638', '678', '802', '83', '875', '890', '905', '993']",30,"['108', '123', '128', '49', '73']","['c', 'v']",False,0,True,True,.maj_7.maj_7.maj_5.maj_5.maj_7.maj,1,"['1072', '1116', '1193', '425', '472', '510', '59', '802', '83', '875', '905', '993']",12,['v'],6
5maj_5maj_7maj_7maj_,101,"['1006', '1024', '1072', '1102', '1110', '1116', '1141', '1149', '1193', '1228', '149', '160', '169', '191', '23', '425', '472', '510', '545', '559', '59', '591', '638', '678', '802', '83', '875', '890', '905', '993']",30,"['108', '123', '128', '49', '73']","['c', 'v']",False,0,True,True,.maj_7.maj_5.maj_5.maj_7.maj,8,"['1024', '1072', '1110', '1149', '149', '678', '890']",7,['v'],5
2maj_5maj_5maj_,475,"['101', '1040', '1041', '1044', '1045', '105', '1104', '1138', '1143', '1154', '1208', '1218', '1225', '1239', '1245', '167', '184', '224', '231', '235', '249', '254', '290', '294', '296', '30', '324', '325', '355', '372', '380', '385', '387', '43', '443', '448', '463', '465', '472', '477', '500', '511', '555', '565', '589', '6', '615', '620', '690', '71', '720', '726', '731', '758', '785', '791', '821', '838', '902', '914', '927', '94', '993']",63,"['102', '107', '112', '113', '18', '19', '22', '23', '32', '33', '34', '38', '39', '40', '45', '57', '63', '67', '98']","['c', 'v']",False,0,True,True,.maj_5.maj_2.maj_5.maj_5.maj_2.maj_5.maj_5.maj_2.maj_5.maj_5.maj_2.maj,56,"['1143', '324', '443', '791']",4,['c'],12
2maj_5maj_5maj_,475,"['101', '1040', '1041', '1044', '1045', '105', '1104', '1138', '1143', '1154', '1208', '1218', '1225', '1239', '1245', '167', '184', '224', '231', '235', '249', '254', '290', '294', '296', '30', '324', '325', '355', '372', '380', '385', '387', '43', '443', '448', '463', '465', '472', '477', '500', '511', '555', '565', '589', '6', '615', '620', '690', '71', '720', '726', '731', '758', '785', '791', '821', '838', '902', '914', '927', '94', '993']",63,"['102', '107', '112', '113', '18', '19', '22', '23', '32', '33', '34', '38', '39', '40', '45', '57', '63', '67', '98']","['c', 'v']",False,0,True,True,.maj_2.maj_5.maj_5.maj_2.maj_5.maj_5.maj_2.maj_5.maj_5.maj_2.maj,3,"['1143', '324', '443', '463', '791']",5,['c'],11
2maj_5maj_5maj_,475,"['101', '1040', '1041', '1044', '1045', '105', '1104', '1138', '1143', '1154', '1208', '1218', '1225', '1239', '1245', '167', '184', '224', '231', '235', '249', '254', '290', '294', '296', '30', '324', '325', '355', '372', '380', '385', '387', '43', '443', '448', '463', '465', '472', '477', '500', '511', '555', '565', '589', '6', '615', '620', '690', '71', '720', '726', '731', '758', '785', '791', '821', '838', '902', '914', '927', '94', '993']",63,"['102', '107', '112', '113', '18', '19', '22', '23', '32', '33', '34', '38', '39', '40', '45', '57', '63', '67', '98']","['c', 'v']",False,0,True,True,.maj_5.maj_5.maj_2.maj_5.maj_5.maj_2.maj_5.maj_5.maj_2.maj,5,"['1143', '324', '443', '463', '791']",5,['c'],10
2maj_5maj_5maj_,475,"['101', '1040', '1041', '1044', '1045', '105', '1104', '1138', '1143', '1154', '1208', '1218', '1225', '1239', '1245', '167', '184', '224', '231', '235', '249', '254', '290', '294', '296', '30', '324', '325', '355', '372', '380', '385', '387', '43', '443', '448', '463', '465', '472', '477', '500', '511', '555', '565', '589', '6', '615', '620', '690', '71', '720', '726', '731', '758', '785', '791', '821', '838', '902', '914', '927', '94', '993']",63,"['102', '107', '112', '113', '18', '19', '22', '23', '32', '33', '34', '38', '39', '40', '45', '57', '63', '67', '98']","['c', 'v']",False,0,True,True,.maj_2.maj_5.maj_5.maj_2.maj_5.maj_5.maj_2.maj_5.maj,26,"['1040', '235', '43']",3,['c'],9
2maj_5maj_5maj_,475,"['101', '1040', '1041', '1044', '1045', '105', '1104', '1138', '1143', '1154', '1208', '1218', '1225', '1239', '1245', '167', '184', '224', '231', '235', '249', '254', '290', '294', '296', '30', '324', '325', '355', '372', '380', '385', '387', '43', '443', '448', '463', '465', '472', '477', '500', '511', '555', '565', '589', '6', '615', '620', '690', '71', '720', '726', '731', '758', '785', '791', '821', '838', '902', '914', '927', '94', '993']",63,"['102', '107', '112', '113', '18', '19', '22', '23', '32', '33', '34', '38', '39', '40', '45', '57', '63', '67', '98']","['c', 'v']",False,0,True,True,.maj_5.maj_5.maj_2.maj_5.maj_5.maj_2.maj_5.maj,21,"['1040', '235', '43']",3,['c'],8
