Abstract Loop,Loop Total,Loop Songs,Loop Total Songs,Loop ProgIDs,Loop Forms,keyMode,triadMode,formMode,beatMode,Abstract Lick,Lick Total,Lick Songs,Lick Total Songs,Lick Forms,Lick Length
5maj_5maj_7maj_7maj_,316,"['1006', '1009', '1024', '1034', '1041', '1054', '1055', '1059', '1063', '1066', '1072', '1094', '1100', '1102', '1107', '1110', '1116', '1117', '1119', '1135', '1141', '1193', '1228', '124', '1248', '126', '127', '1281', '1287', '130', '149', '167', '169', '185', '19', '191', '207', '220', '23', '244', '245', '268', '289', '346', '347', '356', '366', '367', '399', '4', '419', '425', '451', '452', '455', '457', '463', '468', '472', '474', '50', '506', '510', '515', '543', '545', '555', '559', '560', '570', '59', '591', '606', '619', '638', '671', '678', '68', '696', '71', '731', '748', '787', '788', '798', '802', '809', '83', '853', '864', '875', '889', '905', '915', '926', '941', '993']",97,"['104', '119', '58', '73']","['b', 'bc', 'c', 'cb', 'cd', 'cl', 'co', 'ct', 'cu', 'cv', 'd', 'i', 'iv', 'l', 'ld', 'lt', 'o', 'oc', 'p', 's', 'sd', 't', 'tv', 'u', 'uv', 'v', 'vc', 'vo', 'vs', 'vu']",False,0,False,False,.maj_5.maj_7.maj_7.maj_5.maj_5.maj_7.maj,169,"['1006', '1034', '1041', '1054', '1059', '1063', '1066', '1072', '1100', '1116', '1117', '1135', '1141', '1193', '1228', '124', '1248', '1281', '1287', '149', '169', '185', '191', '207', '23', '245', '268', '346', '347', '356', '367', '425', '455', '457', '468', '472', '474', '510', '555', '559', '560', '59', '591', '606', '619', '638', '671', '71', '731', '787', '788', '798', '802', '809', '83', '864', '875', '905', '915', '993']",60,"['b', 'c', 'co', 'ct', 'd', 'i', 'iv', 'l', 'ld', 'o', 's', 'sd', 't', 'tv', 'u', 'v', 'vc', 'vs']",7
5maj_5maj_7maj_7maj_,316,"['1006', '1009', '1024', '1034', '1041', '1054', '1055', '1059', '1063', '1066', '1072', '1094', '1100', '1102', '1107', '1110', '1116', '1117', '1119', '1135', '1141', '1193', '1228', '124', '1248', '126', '127', '1281', '1287', '130', '149', '167', '169', '185', '19', '191', '207', '220', '23', '244', '245', '268', '289', '346', '347', '356', '366', '367', '399', '4', '419', '425', '451', '452', '455', '457', '463', '468', '472', '474', '50', '506', '510', '515', '543', '545', '555', '559', '560', '570', '59', '591', '606', '619', '638', '671', '678', '68', '696', '71', '731', '748', '787', '788', '798', '802', '809', '83', '853', '864', '875', '889', '905', '915', '926', '941', '993']",97,"['104', '119', '58', '73']","['b', 'bc', 'c', 'cb', 'cd', 'cl', 'co', 'ct', 'cu', 'cv', 'd', 'i', 'iv', 'l', 'ld', 'lt', 'o', 'oc', 'p', 's', 'sd', 't', 'tv', 'u', 'uv', 'v', 'vc', 'vo', 'vs', 'vu']",False,0,False,False,.maj_7.maj_5.maj_5.maj_7.maj_7.maj_5.maj,56,"['1006', '1024', '1034', '1041', '1054', '1055', '1059', '1066', '1072', '1102', '1107', '1110', '1116', '1119', '1141', '126', '1281', '130', '149', '169', '185', '191', '23', '399', '451', '452', '457', '472', '474', '555', '559', '59', '591', '638', '671', '678', '68', '71', '787', '788', '798', '802', '809', '853', '864', '875', '905', '915', '941', '993']",50,"['b', 'bc', 'c', 'cd', 'co', 'ct', 'cv', 'd', 'i', 'l', 'lt', 'o', 'oc', 's', 't', 'u', 'v', 'vc', 'vo', 'vu']",7
5maj_5maj_7maj_7maj_,316,"['1006', '1009', '1024', '1034', '1041', '1054', '1055', '1059', '1063', '1066', '1072', '1094', '1100', '1102', '1107', '1110', '1116', '1117', '1119', '1135', '1141', '1193', '1228', '124', '1248', '126', '127', '1281', '1287', '130', '149', '167', '169', '185', '19', '191', '207', '220', '23', '244', '245', '268', '289', '346', '347', '356', '366', '367', '399', '4', '419', '425', '451', '452', '455', '457', '463', '468', '472', '474', '50', '506', '510', '515', '543', '545', '555', '559', '560', '570', '59', '591', '606', '619', '638', '671', '678', '68', '696', '71', '731', '748', '787', '788', '798', '802', '809', '83', '853', '864', '875', '889', '905', '915', '926', '941', '993']",97,"['104', '119', '58', '73']","['b', 'bc', 'c', 'cb', 'cd', 'cl', 'co', 'ct', 'cu', 'cv', 'd', 'i', 'iv', 'l', 'ld', 'lt', 'o', 'oc', 'p', 's', 'sd', 't', 'tv', 'u', 'uv', 'v', 'vc', 'vo', 'vs', 'vu']",False,0,False,False,.maj_5.maj_5.maj_7.maj_7.maj_5.maj,66,"['1006', '1009', '1024', '1034', '1041', '1054', '1055', '1059', '1063', '1066', '1072', '1094', '1102', '1107', '1110', '1116', '1119', '1141', '1228', '124', '1248', '126', '127', '1281', '130', '149', '167', '169', '185', '191', '220', '23', '366', '399', '4', '451', '452', '457', '463', '472', '474', '506', '515', '555', '559', '570', '59', '591', '638', '671', '678', '68', '696', '71', '748', '787', '788', '798', '802', '809', '83', '853', '864', '875', '905', '915', '926', '941', '993']",69,"['b', 'bc', 'c', 'cb', 'cd', 'cl', 'co', 'ct', 'cu', 'cv', 'd', 'i', 'iv', 'l', 'lt', 'o', 'oc', 'p', 's', 't', 'tv', 'u', 'uv', 'v', 'vc', 'vo', 'vu']",6
5maj_5maj_7maj_7maj_,316,"['1006', '1009', '1024', '1034', '1041', '1054', '1055', '1059', '1063', '1066', '1072', '1094', '1100', '1102', '1107', '1110', '1116', '1117', '1119', '1135', '1141', '1193', '1228', '124', '1248', '126', '127', '1281', '1287', '130', '149', '167', '169', '185', '19', '191', '207', '220', '23', '244', '245', '268', '289', '346', '347', '356', '366', '367', '399', '4', '419', '425', '451', '452', '455', '457', '463', '468', '472', '474', '50', '506', '510', '515', '543', '545', '555', '559', '560', '570', '59', '591', '606', '619', '638', '671', '678', '68', '696', '71', '731', '748', '787', '788', '798', '802', '809', '83', '853', '864', '875', '889', '905', '915', '926', '941', '993']",97,"['104', '119', '58', '73']","['b', 'bc', 'c', 'cb', 'cd', 'cl', 'co', 'ct', 'cu', 'cv', 'd', 'i', 'iv', 'l', 'ld', 'lt', 'o', 'oc', 'p', 's', 'sd', 't', 'tv', 'u', 'uv', 'v', 'vc', 'vo', 'vs', 'vu']",False,0,False,False,.maj_7.maj_7.maj_5.maj_5.maj_7.maj,25,"['1006', '1034', '1041', '1054', '1059', '1063', '1066', '1072', '1100', '1116', '1117', '1135', '1141', '1193', '1228', '124', '1248', '1281', '1287', '149', '169', '185', '19', '191', '207', '23', '244', '245', '268', '289', '346', '347', '356', '367', '419', '425', '455', '457', '468', '472', '474', '50', '510', '543', '545', '555', '559', '560', '59', '591', '606', '619', '638', '671', '71', '731', '787', '788', '798', '802', '809', '83', '864', '875', '889', '905', '915', '993']",68,"['b', 'c', 'co', 'ct', 'd', 'i', 'iv', 'l', 'ld', 'o', 's', 'sd', 't', 'tv', 'u', 'v', 'vc', 'vs']",6
2maj_5maj_5maj_7maj_5maj_7maj_5maj_7maj_5maj_7maj_5maj_7maj_5maj_7maj_5maj_7maj_5maj_,26,"['1018', '1100', '1113', '1117', '203', '244', '330', '403', '41', '468', '585', '615', '619', '674', '752', '943']",16,['55'],"['c', 'd', 'o', 'u', 'v']",False,0,False,False,.maj_5.maj_5.maj_7.maj_5.maj_7.maj_5.maj_7.maj_5.maj_7.maj_5.maj_7.maj_5.maj_7.maj_5.maj_7.maj_5.maj,26,"['1018', '1100', '1113', '1117', '203', '244', '330', '403', '41', '468', '585', '615', '619', '674', '752', '943']",16,"['c', 'd', 'o', 'u', 'v']",17
5maj_7maj_,690,"['10', '1006', '1009', '1018', '1039', '1061', '1063', '1069', '1071', '109', '1100', '1102', '1113', '1116', '1117', '1119', '112', '1134', '1135', '1139', '1149', '115', '1153', '1154', '1160', '1177', '1178', '1180', '1193', '1194', '1203', '1208', '1212', '1225', '123', '124', '1246', '1248', '126', '1281', '1286', '1287', '130', '133', '139', '147', '162', '167', '183', '185', '187', '191', '203', '207', '208', '21', '212', '215', '229', '23', '234', '244', '245', '246', '249', '25', '254', '268', '288', '289', '29', '290', '293', '30', '308', '309', '317', '318', '330', '347', '351', '356', '377', '39', '390', '391', '4', '400', '403', '41', '417', '425', '429', '452', '455', '456', '457', '468', '477', '492', '50', '500', '501', '502', '518', '53', '533', '550', '559', '560', '561', '570', '585', '591', '610', '615', '619', '623', '625', '640', '662', '668', '674', '678', '681', '700', '706', '707', '71', '727', '734', '752', '788', '79', '803', '807', '809', '810', '822', '830', '845', '847', '853', '857', '864', '875', '879', '889', '891', '894', '900', '91', '925', '927', '928', '94', '941', '943', '946', '952', '961', '964', '965', '967', '968', '969', '973', '991', '995']",169,"['109', '2', '3']","['b', 'bc', 'c', 'cb', 'cd', 'cl', 'co', 'cs', 'ct', 'cu', 'cv', 'd', 'i', 'ic', 'iv', 'l', 'ld', 'lv', 'o', 'od', 'p', 'pc', 's', 't', 'tc', 'tv', 'u', 'uv', 'v', 'vc', 'vd', 'vl', 'vo', 'vp', 'vt', 'vu']",False,0,False,False,._.maj_5.maj_7.maj_5.maj_7.maj_5.maj_7.maj_5.maj_7.maj_5.maj_7.maj_5.maj_7.maj,0,"['1100', '1113', '1117', '1135', '1139', '203', '23', '234', '330', '347', '391', '403', '452', '50', '559', '619', '668', '674', '830', '969']",20,"['c', 'iv', 'v', 'vu']",14
5maj_7maj_,690,"['10', '1006', '1009', '1018', '1039', '1061', '1063', '1069', '1071', '109', '1100', '1102', '1113', '1116', '1117', '1119', '112', '1134', '1135', '1139', '1149', '115', '1153', '1154', '1160', '1177', '1178', '1180', '1193', '1194', '1203', '1208', '1212', '1225', '123', '124', '1246', '1248', '126', '1281', '1286', '1287', '130', '133', '139', '147', '162', '167', '183', '185', '187', '191', '203', '207', '208', '21', '212', '215', '229', '23', '234', '244', '245', '246', '249', '25', '254', '268', '288', '289', '29', '290', '293', '30', '308', '309', '317', '318', '330', '347', '351', '356', '377', '39', '390', '391', '4', '400', '403', '41', '417', '425', '429', '452', '455', '456', '457', '468', '477', '492', '50', '500', '501', '502', '518', '53', '533', '550', '559', '560', '561', '570', '585', '591', '610', '615', '619', '623', '625', '640', '662', '668', '674', '678', '681', '700', '706', '707', '71', '727', '734', '752', '788', '79', '803', '807', '809', '810', '822', '830', '845', '847', '853', '857', '864', '875', '879', '889', '891', '894', '900', '91', '925', '927', '928', '94', '941', '943', '946', '952', '961', '964', '965', '967', '968', '969', '973', '991', '995']",169,"['109', '2', '3']","['b', 'bc', 'c', 'cb', 'cd', 'cl', 'co', 'cs', 'ct', 'cu', 'cv', 'd', 'i', 'ic', 'iv', 'l', 'ld', 'lv', 'o', 'od', 'p', 'pc', 's', 't', 'tc', 'tv', 'u', 'uv', 'v', 'vc', 'vd', 'vl', 'vo', 'vp', 'vt', 'vu']",False,0,False,False,.maj_7.maj_5.maj_7.maj_5.maj_7.maj,690,"['10', '1006', '1009', '1018', '1039', '1061', '1063', '1069', '1071', '109', '1100', '1102', '1113', '1116', '1117', '1119', '112', '1134', '1135', '1139', '1149', '115', '1153', '1160', '1177', '1178', '1180', '1193', '1194', '1203', '1208', '1212', '1225', '123', '124', '1246', '1248', '126', '1281', '1286', '1287', '130', '133', '139', '147', '162', '167', '183', '185', '187', '191', '203', '207', '208', '21', '212', '215', '229', '23', '234', '244', '245', '246', '25', '254', '268', '288', '289', '29', '290', '293', '30', '308', '317', '318', '330', '347', '351', '356', '377', '39', '390', '391', '4', '400', '403', '41', '417', '425', '429', '452', '455', '456', '457', '468', '477', '492', '50', '500', '501', '502', '518', '53', '533', '550', '559', '560', '561', '570', '585', '591', '610', '615', '619', '623', '625', '640', '662', '668', '674', '678', '681', '700', '706', '707', '71', '727', '734', '752', '788', '79', '803', '807', '810', '822', '830', '845', '847', '853', '864', '875', '879', '889', '891', '894', '900', '91', '925', '928', '94', '941', '943', '946', '952', '961', '964', '965', '967', '968', '969', '973', '991', '995']",163,"['b', 'bc', 'c', 'cb', 'cd', 'cl', 'co', 'cs', 'ct', 'cu', 'cv', 'd', 'i', 'ic', 'iv', 'l', 'ld', 'lv', 'o', 'od', 'p', 'pc', 's', 't', 'tc', 'tv', 'u', 'uv', 'v', 'vc', 'vd', 'vl', 'vo', 'vp', 'vt', 'vu']",6
5maj_7maj_,690,"['10', '1006', '1009', '1018', '1039', '1061', '1063', '1069', '1071', '109', '1100', '1102', '1113', '1116', '1117', '1119', '112', '1134', '1135', '1139', '1149', '115', '1153', '1154', '1160', '1177', '1178', '1180', '1193', '1194', '1203', '1208', '1212', '1225', '123', '124', '1246', '1248', '126', '1281', '1286', '1287', '130', '133', '139', '147', '162', '167', '183', '185', '187', '191', '203', '207', '208', '21', '212', '215', '229', '23', '234', '244', '245', '246', '249', '25', '254', '268', '288', '289', '29', '290', '293', '30', '308', '309', '317', '318', '330', '347', '351', '356', '377', '39', '390', '391', '4', '400', '403', '41', '417', '425', '429', '452', '455', '456', '457', '468', '477', '492', '50', '500', '501', '502', '518', '53', '533', '550', '559', '560', '561', '570', '585', '591', '610', '615', '619', '623', '625', '640', '662', '668', '674', '678', '681', '700', '706', '707', '71', '727', '734', '752', '788', '79', '803', '807', '809', '810', '822', '830', '845', '847', '853', '857', '864', '875', '879', '889', '891', '894', '900', '91', '925', '927', '928', '94', '941', '943', '946', '952', '961', '964', '965', '967', '968', '969', '973', '991', '995']",169,"['109', '2', '3']","['b', 'bc', 'c', 'cb', 'cd', 'cl', 'co', 'cs', 'ct', 'cu', 'cv', 'd', 'i', 'ic', 'iv', 'l', 'ld', 'lv', 'o', 'od', 'p', 'pc', 's', 't', 'tc', 'tv', 'u', 'uv', 'v', 'vc', 'vd', 'vl', 'vo', 'vp', 'vt', 'vu']",False,0,False,False,._.maj_7.maj_5.maj_7.maj_5.maj,0,"['1009', '1039', '1154', '1180', '1194', '124', '126', '147', '244', '245', '249', '288', '308', '309', '318', '468', '477', '502', '53', '809', '857', '891', '927', '995']",24,"['c', 'cv', 'i', 'ic', 'iv', 'v', 'vo']",6
5maj_5maj_9min_5min_,84,"['1037', '1046', '1161', '1190', '1245', '127', '192', '218', '220', '270', '315', '410', '479', '484', '49', '543', '728', '791', '831', '834', '926', '927', '974', '986']",24,"['6', '81']","['b', 'c', 'cd', 'co', 'cu', 'd', 'i', 'iv', 'l', 'lv', 'o', 'od', 's', 'v']",False,0,False,False,.maj_5.maj_9.min_5.min_5.maj_5.maj,67,"['1037', '1046', '1161', '1245', '127', '218', '315', '410', '484', '728', '831', '834', '926', '986']",14,"['b', 'c', 'cd', 'd', 'i', 'iv', 'l', 'o', 'od', 's', 'v']",6
5maj_5maj_9min_5min_,84,"['1037', '1046', '1161', '1190', '1245', '127', '192', '218', '220', '270', '315', '410', '479', '484', '49', '543', '728', '791', '831', '834', '926', '927', '974', '986']",24,"['6', '81']","['b', 'c', 'cd', 'co', 'cu', 'd', 'i', 'iv', 'l', 'lv', 'o', 'od', 's', 'v']",False,0,False,False,.maj_9.min_5.min_5.maj_5.maj,17,"['1037', '1046', '1161', '1190', '1245', '127', '192', '218', '220', '270', '315', '410', '479', '484', '49', '543', '728', '791', '831', '834', '926', '927', '974', '986']",24,"['b', 'c', 'cd', 'co', 'cu', 'd', 'i', 'iv', 'l', 'lv', 'o', 'od', 's', 'v']",5
