Abstract Loop,Loop Total,Loop Songs,Loop Total Songs,Loop ProgIDs,Loop Forms,keyMode,triadMode,formMode,beatMode,Abstract Lick,Lick Total,Lick Songs,Lick Total Songs,Lick Forms,Lick Length
0maj_1maj_7maj_0maj_10maj_11min_0mct_7maj_1maj_9maj_0maj_9maj_5maj_,10,['381'],1,['122'],['v'],False,0,False,True,.maj_1.maj_7.maj_0.maj_10.maj_11.min_0.mct_7.maj_1.maj_9.maj_0.maj_9.maj_5.maj,10,['381'],1,['v'],13
2maj_5maj_5maj_,182,"['101', '1040', '1044', '1045', '1071', '1072', '1104', '1143', '1154', '1203', '1208', '1225', '1239', '224', '235', '249', '254', '280', '290', '293', '294', '308', '324', '355', '43', '443', '463', '465', '477', '500', '511', '516', '555', '589', '615', '620', '726', '729', '758', '785', '791', '838', '845', '914', '973']",45,"['146', '147', '148', '149', '150', '157', '158', '159', '216', '217', '218', '219', '222', '223', '224', '239', '240', '241', '242', '243', '247', '248', '267', '268', '269', '275', '436', '437', '438', '450', '462', '463', '536']","['b', 'c', 'cu', 'cv', 'd', 'i', 'iv', 'l', 'lo', 'o', 'od', 'p', 's', 'sd', 't', 'tp', 'u', 'uv', 'v', 'vp']",False,0,False,True,.maj_2.maj_5.maj_5.maj_2.maj_5.maj_5.maj_2.maj_5.maj_5.maj_2.maj_5.maj_5.maj_2.maj_5.maj_5.maj_2.maj_5.maj_5.maj,27,"['1104', '1143', '324', '615', '791']",5,"['c', 'cv', 'd', 'o', 'p', 'v']",19
2maj_5maj_5maj_,182,"['101', '1040', '1044', '1045', '1071', '1072', '1104', '1143', '1154', '1203', '1208', '1225', '1239', '224', '235', '249', '254', '280', '290', '293', '294', '308', '324', '355', '43', '443', '463', '465', '477', '500', '511', '516', '555', '589', '615', '620', '726', '729', '758', '785', '791', '838', '845', '914', '973']",45,"['146', '147', '148', '149', '150', '157', '158', '159', '216', '217', '218', '219', '222', '223', '224', '239', '240', '241', '242', '243', '247', '248', '267', '268', '269', '275', '436', '437', '438', '450', '462', '463', '536']","['b', 'c', 'cu', 'cv', 'd', 'i', 'iv', 'l', 'lo', 'o', 'od', 'p', 's', 'sd', 't', 'tp', 'u', 'uv', 'v', 'vp']",False,0,False,True,.maj_5.maj_2.maj_5.maj_5.maj_2.maj_5.maj_5.maj_2.maj_5.maj_5.maj_2.maj_5.maj_5.maj_2.maj_5.maj_5.maj_2.maj_5.maj,2,"['1154', '1208', '235', '280', '290', '43', '729']",7,"['b', 'c', 'd', 'o', 'od', 'v']",19
2maj_5maj_5maj_,182,"['101', '1040', '1044', '1045', '1071', '1072', '1104', '1143', '1154', '1203', '1208', '1225', '1239', '224', '235', '249', '254', '280', '290', '293', '294', '308', '324', '355', '43', '443', '463', '465', '477', '500', '511', '516', '555', '589', '615', '620', '726', '729', '758', '785', '791', '838', '845', '914', '973']",45,"['146', '147', '148', '149', '150', '157', '158', '159', '216', '217', '218', '219', '222', '223', '224', '239', '240', '241', '242', '243', '247', '248', '267', '268', '269', '275', '436', '437', '438', '450', '462', '463', '536']","['b', 'c', 'cu', 'cv', 'd', 'i', 'iv', 'l', 'lo', 'o', 'od', 'p', 's', 'sd', 't', 'tp', 'u', 'uv', 'v', 'vp']",False,0,False,True,.maj_2.maj_5.maj_5.maj_2.maj_5.maj_5.maj_2.maj_5.maj_5.maj_2.maj_5.maj_5.maj_2.maj_5.maj_5.maj_2.maj_5.maj,0,"['1154', '1208', '235', '280', '290', '43', '729']",7,"['b', 'c', 'd', 'o', 'od', 'v']",18
2maj_5maj_5maj_,182,"['101', '1040', '1044', '1045', '1071', '1072', '1104', '1143', '1154', '1203', '1208', '1225', '1239', '224', '235', '249', '254', '280', '290', '293', '294', '308', '324', '355', '43', '443', '463', '465', '477', '500', '511', '516', '555', '589', '615', '620', '726', '729', '758', '785', '791', '838', '845', '914', '973']",45,"['146', '147', '148', '149', '150', '157', '158', '159', '216', '217', '218', '219', '222', '223', '224', '239', '240', '241', '242', '243', '247', '248', '267', '268', '269', '275', '436', '437', '438', '450', '462', '463', '536']","['b', 'c', 'cu', 'cv', 'd', 'i', 'iv', 'l', 'lo', 'o', 'od', 'p', 's', 'sd', 't', 'tp', 'u', 'uv', 'v', 'vp']",False,0,False,True,.maj_5.maj_5.maj_2.maj_5.maj_5.maj_2.maj_5.maj_5.maj_2.maj_5.maj_5.maj_2.maj_5.maj_5.maj_2.maj_5.maj_5.maj,0,"['1104', '1143', '324', '615', '791']",5,"['c', 'cv', 'd', 'o', 'p', 'v']",18
2maj_5maj_5maj_,182,"['101', '1040', '1044', '1045', '1071', '1072', '1104', '1143', '1154', '1203', '1208', '1225', '1239', '224', '235', '249', '254', '280', '290', '293', '294', '308', '324', '355', '43', '443', '463', '465', '477', '500', '511', '516', '555', '589', '615', '620', '726', '729', '758', '785', '791', '838', '845', '914', '973']",45,"['146', '147', '148', '149', '150', '157', '158', '159', '216', '217', '218', '219', '222', '223', '224', '239', '240', '241', '242', '243', '247', '248', '267', '268', '269', '275', '436', '437', '438', '450', '462', '463', '536']","['b', 'c', 'cu', 'cv', 'd', 'i', 'iv', 'l', 'lo', 'o', 'od', 'p', 's', 'sd', 't', 'tp', 'u', 'uv', 'v', 'vp']",False,0,False,True,.maj_5.maj_5.maj_2.maj_5.maj_5.maj_2.maj_5.maj_5.maj_2.maj_5.maj_5.maj_2.maj_5.maj_5.maj_2.maj_5.maj,1,"['1154', '1208', '235', '280', '290', '43', '729']",7,"['b', 'c', 'd', 'o', 'od', 'v']",17
2maj_5maj_5maj_,182,"['101', '1040', '1044', '1045', '1071', '1072', '1104', '1143', '1154', '1203', '1208', '1225', '1239', '224', '235', '249', '254', '280', '290', '293', '294', '308', '324', '355', '43', '443', '463', '465', '477', '500', '511', '516', '555', '589', '615', '620', '726', '729', '758', '785', '791', '838', '845', '914', '973']",45,"['146', '147', '148', '149', '150', '157', '158', '159', '216', '217', '218', '219', '222', '223', '224', '239', '240', '241', '242', '243', '247', '248', '267', '268', '269', '275', '436', '437', '438', '450', '462', '463', '536']","['b', 'c', 'cu', 'cv', 'd', 'i', 'iv', 'l', 'lo', 'o', 'od', 'p', 's', 'sd', 't', 'tp', 'u', 'uv', 'v', 'vp']",False,0,False,True,.maj_5.maj_2.maj_5.maj_5.maj_2.maj_5.maj_5.maj_2.maj_5.maj_5.maj_2.maj_5.maj_5.maj_2.maj_5.maj_5.maj,3,"['1045', '1104', '1143', '324', '465', '477', '615', '791', '845']",9,"['c', 'cv', 'd', 'o', 'p', 'v']",17
2maj_5maj_5maj_,182,"['101', '1040', '1044', '1045', '1071', '1072', '1104', '1143', '1154', '1203', '1208', '1225', '1239', '224', '235', '249', '254', '280', '290', '293', '294', '308', '324', '355', '43', '443', '463', '465', '477', '500', '511', '516', '555', '589', '615', '620', '726', '729', '758', '785', '791', '838', '845', '914', '973']",45,"['146', '147', '148', '149', '150', '157', '158', '159', '216', '217', '218', '219', '222', '223', '224', '239', '240', '241', '242', '243', '247', '248', '267', '268', '269', '275', '436', '437', '438', '450', '462', '463', '536']","['b', 'c', 'cu', 'cv', 'd', 'i', 'iv', 'l', 'lo', 'o', 'od', 'p', 's', 'sd', 't', 'tp', 'u', 'uv', 'v', 'vp']",False,0,False,True,.maj_5.maj_2.maj_5.maj_5.maj_2.maj_5.maj_5.maj_2.maj_5.maj_5.maj_2.maj_5.maj_5.maj_2.maj_5.maj_5.maj,3,"['1045', '1104', '1143', '324', '465', '477', '615', '791', '845']",9,"['c', 'cv', 'd', 'o', 'p', 'v']",17
2maj_5maj_5maj_,182,"['101', '1040', '1044', '1045', '1071', '1072', '1104', '1143', '1154', '1203', '1208', '1225', '1239', '224', '235', '249', '254', '280', '290', '293', '294', '308', '324', '355', '43', '443', '463', '465', '477', '500', '511', '516', '555', '589', '615', '620', '726', '729', '758', '785', '791', '838', '845', '914', '973']",45,"['146', '147', '148', '149', '150', '157', '158', '159', '216', '217', '218', '219', '222', '223', '224', '239', '240', '241', '242', '243', '247', '248', '267', '268', '269', '275', '436', '437', '438', '450', '462', '463', '536']","['b', 'c', 'cu', 'cv', 'd', 'i', 'iv', 'l', 'lo', 'o', 'od', 'p', 's', 'sd', 't', 'tp', 'u', 'uv', 'v', 'vp']",False,0,False,True,.maj_2.maj_5.maj_5.maj_2.maj_5.maj_5.maj_2.maj_5.maj_5.maj_2.maj_5.maj_5.maj_2.maj_5.maj_5.maj,0,"['1045', '1104', '1143', '324', '465', '477', '615', '791', '845']",9,"['c', 'cv', 'd', 'o', 'p', 'v']",16
2maj_5maj_5maj_,182,"['101', '1040', '1044', '1045', '1071', '1072', '1104', '1143', '1154', '1203', '1208', '1225', '1239', '224', '235', '249', '254', '280', '290', '293', '294', '308', '324', '355', '43', '443', '463', '465', '477', '500', '511', '516', '555', '589', '615', '620', '726', '729', '758', '785', '791', '838', '845', '914', '973']",45,"['146', '147', '148', '149', '150', '157', '158', '159', '216', '217', '218', '219', '222', '223', '224', '239', '240', '241', '242', '243', '247', '248', '267', '268', '269', '275', '436', '437', '438', '450', '462', '463', '536']","['b', 'c', 'cu', 'cv', 'd', 'i', 'iv', 'l', 'lo', 'o', 'od', 'p', 's', 'sd', 't', 'tp', 'u', 'uv', 'v', 'vp']",False,0,False,True,.maj_5.maj_2.maj_5.maj_5.maj_2.maj_5.maj_5.maj_2.maj_5.maj_5.maj_2.maj_5.maj_5.maj_2.maj_5.maj,1,"['1040', '1072', '1154', '1208', '235', '280', '290', '43', '729']",9,"['b', 'c', 'd', 'o', 'od', 'u', 'v']",16
