Abstract Loop,Loop Total,Loop Songs,Loop Total Songs,Loop ProgIDs,Loop Forms,keyMode,triadMode,formMode,beatMode,Abstract Lick,Lick Total,Lick Songs,Lick Total Songs,Lick Forms,Lick Length
5maj_5maj_7maj_7maj_,55,"['1054', '1228', '1281', '191', '23', '347', '559', '560', '591', '71', '731', '798', '809', '905', '941']",15,"['117', '51', '56', '57', '58', '75', '80', '81']","['c', 'o']",False,0,True,False,.maj_5.maj_5.maj_7.maj_7.maj_5.maj_5.maj_7.maj_7.maj_5.maj_5.maj_7.maj_7.maj_5.maj,27,"['23', '559', '798']",3,['c'],14
5maj_5maj_7maj_7maj_,55,"['1054', '1228', '1281', '191', '23', '347', '559', '560', '591', '71', '731', '798', '809', '905', '941']",15,"['117', '51', '56', '57', '58', '75', '80', '81']","['c', 'o']",False,0,True,False,.maj_5.maj_7.maj_7.maj_5.maj_5.maj_7.maj_7.maj_5.maj_5.maj_7.maj_7.maj_5.maj,0,"['23', '559', '798']",3,['c'],13
5maj_5maj_7maj_7maj_,55,"['1054', '1228', '1281', '191', '23', '347', '559', '560', '591', '71', '731', '798', '809', '905', '941']",15,"['117', '51', '56', '57', '58', '75', '80', '81']","['c', 'o']",False,0,True,False,.maj_7.maj_5.maj_5.maj_7.maj_7.maj_5.maj_5.maj_7.maj_7.maj_5.maj_5.maj_7.maj,2,"['191', '23', '559', '798']",4,['c'],13
5maj_5maj_7maj_7maj_,55,"['1054', '1228', '1281', '191', '23', '347', '559', '560', '591', '71', '731', '798', '809', '905', '941']",15,"['117', '51', '56', '57', '58', '75', '80', '81']","['c', 'o']",False,0,True,False,.maj_7.maj_7.maj_5.maj_5.maj_7.maj_7.maj_5.maj_5.maj_7.maj_7.maj_5.maj,0,"['191', '23', '559', '798']",4,['c'],12
5maj_5maj_7maj_7maj_,55,"['1054', '1228', '1281', '191', '23', '347', '559', '560', '591', '71', '731', '798', '809', '905', '941']",15,"['117', '51', '56', '57', '58', '75', '80', '81']","['c', 'o']",False,0,True,False,.maj_5.maj_7.maj_7.maj_5.maj_5.maj_7.maj_7.maj_5.maj_5.maj_7.maj,1,"['191', '23', '559', '798', '905']",5,['c'],11
5maj_5maj_7maj_7maj_,55,"['1054', '1228', '1281', '191', '23', '347', '559', '560', '591', '71', '731', '798', '809', '905', '941']",15,"['117', '51', '56', '57', '58', '75', '80', '81']","['c', 'o']",False,0,True,False,.maj_7.maj_7.maj_5.maj_5.maj_7.maj_7.maj_5.maj_5.maj_7.maj,1,"['191', '23', '559', '798', '905']",5,['c'],10
5maj_5maj_7maj_7maj_,55,"['1054', '1228', '1281', '191', '23', '347', '559', '560', '591', '71', '731', '798', '809', '905', '941']",15,"['117', '51', '56', '57', '58', '75', '80', '81']","['c', 'o']",False,0,True,False,.maj_5.maj_7.maj_7.maj_5.maj_5.maj_7.maj,14,"['1054', '1228', '191', '23', '347', '559', '560', '591', '731', '798', '905']",11,['c'],7
5maj_5maj_7maj_7maj_,55,"['1054', '1228', '1281', '191', '23', '347', '559', '560', '591', '71', '731', '798', '809', '905', '941']",15,"['117', '51', '56', '57', '58', '75', '80', '81']","['c', 'o']",False,0,True,False,.maj_7.maj_5.maj_5.maj_7.maj_7.maj_5.maj,10,"['1281', '23', '71', '809', '941']",5,['o'],7
2maj_5maj_5maj_,254,"['101', '1040', '1045', '1072', '1104', '1143', '1154', '1203', '1208', '1218', '148', '19', '212', '217', '224', '231', '235', '249', '254', '290', '294', '30', '324', '325', '372', '385', '387', '421', '427', '43', '443', '448', '463', '465', '467', '472', '477', '500', '516', '555', '589', '615', '620', '66', '690', '71', '72', '720', '726', '729', '758', '785', '791', '798', '838', '843', '845', '915']",58,"['111', '112', '113', '114', '116', '150', '151', '163', '164', '165', '181', '182', '183', '26', '27', '28', '29', '46', '47', '48', '49', '50', '64', '65', '66', '67', '68', '93', '94', '95']","['c', 'd', 'o', 'v']",False,0,True,False,.maj_5.maj_5.maj_2.maj_5.maj_5.maj_2.maj_5.maj_5.maj_2.maj_5.maj_5.maj_2.maj_5.maj_5.maj_2.maj_5.maj_5.maj_2.maj,30,"['1143', '324', '448', '791']",4,['c'],19
2maj_5maj_5maj_,254,"['101', '1040', '1045', '1072', '1104', '1143', '1154', '1203', '1208', '1218', '148', '19', '212', '217', '224', '231', '235', '249', '254', '290', '294', '30', '324', '325', '372', '385', '387', '421', '427', '43', '443', '448', '463', '465', '467', '472', '477', '500', '516', '555', '589', '615', '620', '66', '690', '71', '72', '720', '726', '729', '758', '785', '791', '798', '838', '843', '845', '915']",58,"['111', '112', '113', '114', '116', '150', '151', '163', '164', '165', '181', '182', '183', '26', '27', '28', '29', '46', '47', '48', '49', '50', '64', '65', '66', '67', '68', '93', '94', '95']","['c', 'd', 'o', 'v']",False,0,True,False,.maj_5.maj_2.maj_5.maj_5.maj_2.maj_5.maj_5.maj_2.maj_5.maj_5.maj_2.maj_5.maj_5.maj_2.maj_5.maj_5.maj_2.maj_5.maj,3,"['1143', '324', '448', '791']",4,['c'],19
2maj_5maj_5maj_,254,"['101', '1040', '1045', '1072', '1104', '1143', '1154', '1203', '1208', '1218', '148', '19', '212', '217', '224', '231', '235', '249', '254', '290', '294', '30', '324', '325', '372', '385', '387', '421', '427', '43', '443', '448', '463', '465', '467', '472', '477', '500', '516', '555', '589', '615', '620', '66', '690', '71', '72', '720', '726', '729', '758', '785', '791', '798', '838', '843', '845', '915']",58,"['111', '112', '113', '114', '116', '150', '151', '163', '164', '165', '181', '182', '183', '26', '27', '28', '29', '46', '47', '48', '49', '50', '64', '65', '66', '67', '68', '93', '94', '95']","['c', 'd', 'o', 'v']",False,0,True,False,.maj_2.maj_5.maj_5.maj_2.maj_5.maj_5.maj_2.maj_5.maj_5.maj_2.maj_5.maj_5.maj_2.maj_5.maj_5.maj_2.maj_5.maj,1,"['1143', '235', '324', '43', '448', '72', '791']",7,['c'],18
2maj_5maj_5maj_,254,"['101', '1040', '1045', '1072', '1104', '1143', '1154', '1203', '1208', '1218', '148', '19', '212', '217', '224', '231', '235', '249', '254', '290', '294', '30', '324', '325', '372', '385', '387', '421', '427', '43', '443', '448', '463', '465', '467', '472', '477', '500', '516', '555', '589', '615', '620', '66', '690', '71', '72', '720', '726', '729', '758', '785', '791', '798', '838', '843', '845', '915']",58,"['111', '112', '113', '114', '116', '150', '151', '163', '164', '165', '181', '182', '183', '26', '27', '28', '29', '46', '47', '48', '49', '50', '64', '65', '66', '67', '68', '93', '94', '95']","['c', 'd', 'o', 'v']",False,0,True,False,.maj_5.maj_5.maj_2.maj_5.maj_5.maj_2.maj_5.maj_5.maj_2.maj_5.maj_5.maj_2.maj_5.maj_5.maj_2.maj_5.maj,0,"['1143', '148', '235', '324', '43', '448', '72', '791']",8,['c'],17
2maj_5maj_5maj_,254,"['101', '1040', '1045', '1072', '1104', '1143', '1154', '1203', '1208', '1218', '148', '19', '212', '217', '224', '231', '235', '249', '254', '290', '294', '30', '324', '325', '372', '385', '387', '421', '427', '43', '443', '448', '463', '465', '467', '472', '477', '500', '516', '555', '589', '615', '620', '66', '690', '71', '72', '720', '726', '729', '758', '785', '791', '798', '838', '843', '845', '915']",58,"['111', '112', '113', '114', '116', '150', '151', '163', '164', '165', '181', '182', '183', '26', '27', '28', '29', '46', '47', '48', '49', '50', '64', '65', '66', '67', '68', '93', '94', '95']","['c', 'd', 'o', 'v']",False,0,True,False,.maj_5.maj_2.maj_5.maj_5.maj_2.maj_5.maj_5.maj_2.maj_5.maj_5.maj_2.maj_5.maj_5.maj_2.maj_5.maj,5,"['1143', '148', '235', '324', '43', '448', '72', '791']",8,['c'],16
2maj_5maj_5maj_,254,"['101', '1040', '1045', '1072', '1104', '1143', '1154', '1203', '1208', '1218', '148', '19', '212', '217', '224', '231', '235', '249', '254', '290', '294', '30', '324', '325', '372', '385', '387', '421', '427', '43', '443', '448', '463', '465', '467', '472', '477', '500', '516', '555', '589', '615', '620', '66', '690', '71', '72', '720', '726', '729', '758', '785', '791', '798', '838', '843', '845', '915']",58,"['111', '112', '113', '114', '116', '150', '151', '163', '164', '165', '181', '182', '183', '26', '27', '28', '29', '46', '47', '48', '49', '50', '64', '65', '66', '67', '68', '93', '94', '95']","['c', 'd', 'o', 'v']",False,0,True,False,.maj_2.maj_5.maj_5.maj_2.maj_5.maj_5.maj_2.maj_5.maj_5.maj_2.maj_5.maj_5.maj_2.maj_5.maj,1,"['1143', '148', '235', '324', '43', '448', '72', '791']",8,['c'],15
2maj_5maj_5maj_,254,"['101', '1040', '1045', '1072', '1104', '1143', '1154', '1203', '1208', '1218', '148', '19', '212', '217', '224', '231', '235', '249', '254', '290', '294', '30', '324', '325', '372', '385', '387', '421', '427', '43', '443', '448', '463', '465', '467', '472', '477', '500', '516', '555', '589', '615', '620', '66', '690', '71', '72', '720', '726', '729', '758', '785', '791', '798', '838', '843', '845', '915']",58,"['111', '112', '113', '114', '116', '150', '151', '163', '164', '165', '181', '182', '183', '26', '27', '28', '29', '46', '47', '48', '49', '50', '64', '65', '66', '67', '68', '93', '94', '95']","['c', 'd', 'o', 'v']",False,0,True,False,.maj_5.maj_2.maj_5.maj_5.maj_2.maj_5.maj_5.maj_2.maj_5.maj_5.maj_2.maj_5.maj_5.maj_2.maj,8,"['1208', '290', '465', '729', '791', '798']",6,['o'],15
