Abstract Loop,Loop Total,Loop Songs,Loop Total Songs,Loop ProgIDs,Loop Forms,keyMode,triadMode,formMode,beatMode,Abstract Lick,Lick Total,Lick Songs,Lick Total Songs,Lick Forms,Lick Length
5maj_5maj_7maj_7maj_,30,"['191', '23', '385', '559', '71']",5,"['107', '108', '109', '144', '145', '146', '148', '149', '150', '151', '175', '85', '86', '87']","['c', 'o']",False,1,True,True,.maj_7.maj_5.maj_5.maj_7.maj_7.maj_5.maj_5.maj_7.maj_7.maj_5.maj_5.maj_7.maj,20,"['191', '23', '559']",3,['c'],13
5maj_5maj_7maj_7maj_,30,"['191', '23', '385', '559', '71']",5,"['107', '108', '109', '144', '145', '146', '148', '149', '150', '151', '175', '85', '86', '87']","['c', 'o']",False,1,True,True,.maj_5.maj_5.maj_7.maj_7.maj_5.maj_5.maj_7.maj_7.maj_5.maj_5.maj_7.maj,2,"['191', '23', '559']",3,['c'],12
5maj_5maj_7maj_7maj_,30,"['191', '23', '385', '559', '71']",5,"['107', '108', '109', '144', '145', '146', '148', '149', '150', '151', '175', '85', '86', '87']","['c', 'o']",False,1,True,True,.maj_5.maj_7.maj_7.maj_5.maj_5.maj_7.maj_7.maj_5.maj_5.maj_7.maj,0,"['191', '23', '559']",3,['c'],11
5maj_5maj_7maj_7maj_,30,"['191', '23', '385', '559', '71']",5,"['107', '108', '109', '144', '145', '146', '148', '149', '150', '151', '175', '85', '86', '87']","['c', 'o']",False,1,True,True,.maj_7.maj_5.maj_5.maj_7.maj_7.maj_5.maj_5.maj_7.maj_7.maj_5.maj,0,"['191', '23', '559']",3,['c'],11
5maj_5maj_7maj_7maj_,30,"['191', '23', '385', '559', '71']",5,"['107', '108', '109', '144', '145', '146', '148', '149', '150', '151', '175', '85', '86', '87']","['c', 'o']",False,1,True,True,.maj_5.maj_5.maj_7.maj_7.maj_5.maj_5.maj_7.maj_7.maj_5.maj,0,"['191', '23', '559']",3,['c'],10
5maj_5maj_7maj_7maj_,30,"['191', '23', '385', '559', '71']",5,"['107', '108', '109', '144', '145', '146', '148', '149', '150', '151', '175', '85', '86', '87']","['c', 'o']",False,1,True,True,.maj_7.maj_7.maj_5.maj_5.maj_7.maj_7.maj_5.maj_5.maj_7.maj,0,"['191', '23', '559']",3,['c'],10
5maj_5maj_7maj_7maj_,30,"['191', '23', '385', '559', '71']",5,"['107', '108', '109', '144', '145', '146', '148', '149', '150', '151', '175', '85', '86', '87']","['c', 'o']",False,1,True,True,.maj_5.maj_7.maj_7.maj_5.maj_5.maj_7.maj_7.maj_5.maj,0,"['191', '23', '559']",3,['c'],9
5maj_5maj_7maj_7maj_,30,"['191', '23', '385', '559', '71']",5,"['107', '108', '109', '144', '145', '146', '148', '149', '150', '151', '175', '85', '86', '87']","['c', 'o']",False,1,True,True,.maj_7.maj_5.maj_5.maj_7.maj_7.maj_5.maj_5.maj_7.maj,0,"['191', '23', '559']",3,['c'],9
5maj_5maj_7maj_7maj_,30,"['191', '23', '385', '559', '71']",5,"['107', '108', '109', '144', '145', '146', '148', '149', '150', '151', '175', '85', '86', '87']","['c', 'o']",False,1,True,True,.maj_5.maj_5.maj_7.maj_7.maj_5.maj_5.maj_7.maj,0,"['191', '23', '559']",3,['c'],8
5maj_5maj_7maj_7maj_,30,"['191', '23', '385', '559', '71']",5,"['107', '108', '109', '144', '145', '146', '148', '149', '150', '151', '175', '85', '86', '87']","['c', 'o']",False,1,True,True,.maj_7.maj_7.maj_5.maj_5.maj_7.maj_7.maj_5.maj,0,"['191', '23', '559']",3,['c'],8
5maj_5maj_7maj_7maj_,30,"['191', '23', '385', '559', '71']",5,"['107', '108', '109', '144', '145', '146', '148', '149', '150', '151', '175', '85', '86', '87']","['c', 'o']",False,1,True,True,.maj_5.maj_7.maj_7.maj_5.maj_5.maj_7.maj,0,"['191', '23', '559']",3,['c'],7
5maj_5maj_7maj_7maj_,30,"['191', '23', '385', '559', '71']",5,"['107', '108', '109', '144', '145', '146', '148', '149', '150', '151', '175', '85', '86', '87']","['c', 'o']",False,1,True,True,.maj_7.maj_7.maj_5.maj_5.maj_7.maj,0,"['191', '23', '559']",3,['c'],6
5maj_5maj_7maj_7maj_,30,"['191', '23', '385', '559', '71']",5,"['107', '108', '109', '144', '145', '146', '148', '149', '150', '151', '175', '85', '86', '87']","['c', 'o']",False,1,True,True,.maj_7.maj_5.maj_5.maj_7.maj,0,"['191', '23', '559']",3,['c'],5
5maj_5maj_7maj_7maj_,30,"['191', '23', '385', '559', '71']",5,"['107', '108', '109', '144', '145', '146', '148', '149', '150', '151', '175', '85', '86', '87']","['c', 'o']",False,1,True,True,.maj_5.maj_5.maj_7.maj,8,"['23', '385', '71']",3,['o'],4
2maj_5maj_5maj_,93,"['1045', '1104', '1208', '183', '231', '290', '324', '372', '443', '465', '589', '615', '71', '720', '729', '791', '845']",17,"['128', '136', '137', '138', '173', '174', '223', '255', '259', '69', '70', '71', '82', '83', '84', '93']","['c', 'o', 'v']",False,1,True,True,.maj_5.maj_2.maj_5.maj_5.maj_2.maj_5.maj_5.maj_2.maj_5.maj_5.maj_2.maj_5.maj_5.maj_2.maj,26,"['324', '791']",2,['c'],15
2maj_5maj_5maj_,93,"['1045', '1104', '1208', '183', '231', '290', '324', '372', '443', '465', '589', '615', '71', '720', '729', '791', '845']",17,"['128', '136', '137', '138', '173', '174', '223', '255', '259', '69', '70', '71', '82', '83', '84', '93']","['c', 'o', 'v']",False,1,True,True,.maj_2.maj_5.maj_5.maj_2.maj_5.maj_5.maj_2.maj_5.maj_5.maj_2.maj_5.maj_5.maj_2.maj,1,"['324', '791']",2,['c'],14
2maj_5maj_5maj_,93,"['1045', '1104', '1208', '183', '231', '290', '324', '372', '443', '465', '589', '615', '71', '720', '729', '791', '845']",17,"['128', '136', '137', '138', '173', '174', '223', '255', '259', '69', '70', '71', '82', '83', '84', '93']","['c', 'o', 'v']",False,1,True,True,.maj_5.maj_5.maj_2.maj_5.maj_5.maj_2.maj_5.maj_5.maj_2.maj_5.maj_5.maj_2.maj,2,"['324', '791']",2,['c'],13
2maj_5maj_5maj_,93,"['1045', '1104', '1208', '183', '231', '290', '324', '372', '443', '465', '589', '615', '71', '720', '729', '791', '845']",17,"['128', '136', '137', '138', '173', '174', '223', '255', '259', '69', '70', '71', '82', '83', '84', '93']","['c', 'o', 'v']",False,1,True,True,.maj_5.maj_2.maj_5.maj_5.maj_2.maj_5.maj_5.maj_2.maj_5.maj_5.maj_2.maj,6,"['324', '443', '791']",3,['c'],12
2maj_5maj_5maj_,93,"['1045', '1104', '1208', '183', '231', '290', '324', '372', '443', '465', '589', '615', '71', '720', '729', '791', '845']",17,"['128', '136', '137', '138', '173', '174', '223', '255', '259', '69', '70', '71', '82', '83', '84', '93']","['c', 'o', 'v']",False,1,True,True,.maj_2.maj_5.maj_5.maj_2.maj_5.maj_5.maj_2.maj_5.maj_5.maj_2.maj,0,"['324', '443', '791']",3,['c'],11
