Abstract Loop,Loop Total,Loop Songs,Loop Total Songs,Loop ProgIDs,Loop Forms,keyMode,triadMode,formMode,beatMode,Abstract Lick,Lick Total,Lick Songs,Lick Total Songs,Lick Forms,Lick Length
5maj_5maj_7maj_7maj_,76,"['1006', '1024', '1072', '1102', '1110', '1141', '1149', '1228', '149', '160', '169', '191', '23', '545', '559', '591', '638', '678', '890', '905']",20,"['165', '51', '62', '89', '95']","['c', 'v']",False,0,True,True,.maj_7.maj_5.maj_5.maj_7.maj_7.maj_5.maj_5.maj_7.maj_7.maj_5.maj_5.maj_7.maj,18,"['191', '23', '559']",3,['c'],13
5maj_5maj_7maj_7maj_,76,"['1006', '1024', '1072', '1102', '1110', '1141', '1149', '1228', '149', '160', '169', '191', '23', '545', '559', '591', '638', '678', '890', '905']",20,"['165', '51', '62', '89', '95']","['c', 'v']",False,0,True,True,.maj_5.maj_5.maj_7.maj_7.maj_5.maj_5.maj_7.maj_7.maj_5.maj_5.maj_7.maj,1,"['191', '23', '559']",3,['c'],12
5maj_5maj_7maj_7maj_,76,"['1006', '1024', '1072', '1102', '1110', '1141', '1149', '1228', '149', '160', '169', '191', '23', '545', '559', '591', '638', '678', '890', '905']",20,"['165', '51', '62', '89', '95']","['c', 'v']",False,0,True,True,.maj_5.maj_7.maj_7.maj_5.maj_5.maj_7.maj_7.maj_5.maj_5.maj_7.maj,1,"['191', '23', '559']",3,['c'],11
5maj_5maj_7maj_7maj_,76,"['1006', '1024', '1072', '1102', '1110', '1141', '1149', '1228', '149', '160', '169', '191', '23', '545', '559', '591', '638', '678', '890', '905']",20,"['165', '51', '62', '89', '95']","['c', 'v']",False,0,True,True,.maj_7.maj_5.maj_5.maj_7.maj_7.maj,46,"['1006', '1072', '1102', '1141', '1228', '160', '169', '545', '591', '638', '905']",11,['c'],6
5maj_5maj_7maj_7maj_,76,"['1006', '1024', '1072', '1102', '1110', '1141', '1149', '1228', '149', '160', '169', '191', '23', '545', '559', '591', '638', '678', '890', '905']",20,"['165', '51', '62', '89', '95']","['c', 'v']",False,0,True,True,.maj_7.maj_5.maj_5.maj_7.maj,10,"['1024', '1072', '1110', '1149', '149', '678', '890']",7,['v'],5
2maj_5maj_5maj_,398,"['101', '1040', '1044', '1045', '105', '1104', '1143', '1154', '1208', '1218', '1225', '1239', '167', '184', '224', '231', '235', '249', '254', '290', '296', '30', '324', '325', '355', '372', '380', '385', '387', '43', '443', '463', '465', '472', '477', '500', '511', '555', '565', '589', '6', '615', '620', '690', '71', '720', '726', '758', '785', '791', '821', '838', '902', '94', '993']",55,"['131', '136', '137', '147', '150', '151', '182', '20', '21', '27', '28', '29', '30', '43', '44', '46', '47', '48', '49', '50', '58', '78', '84', '85', '86']","['c', 'v']",False,0,True,True,.maj_5.maj_2.maj_5.maj_5.maj_2.maj_5.maj_5.maj_2.maj_5.maj_5.maj_2.maj_5.maj_5.maj_2.maj,35,"['1143', '324', '791']",3,['c'],15
2maj_5maj_5maj_,398,"['101', '1040', '1044', '1045', '105', '1104', '1143', '1154', '1208', '1218', '1225', '1239', '167', '184', '224', '231', '235', '249', '254', '290', '296', '30', '324', '325', '355', '372', '380', '385', '387', '43', '443', '463', '465', '472', '477', '500', '511', '555', '565', '589', '6', '615', '620', '690', '71', '720', '726', '758', '785', '791', '821', '838', '902', '94', '993']",55,"['131', '136', '137', '147', '150', '151', '182', '20', '21', '27', '28', '29', '30', '43', '44', '46', '47', '48', '49', '50', '58', '78', '84', '85', '86']","['c', 'v']",False,0,True,True,.maj_2.maj_5.maj_5.maj_2.maj_5.maj_5.maj_2.maj_5.maj_5.maj_2.maj_5.maj_5.maj_2.maj,3,"['1143', '324', '791']",3,['c'],14
2maj_5maj_5maj_,398,"['101', '1040', '1044', '1045', '105', '1104', '1143', '1154', '1208', '1218', '1225', '1239', '167', '184', '224', '231', '235', '249', '254', '290', '296', '30', '324', '325', '355', '372', '380', '385', '387', '43', '443', '463', '465', '472', '477', '500', '511', '555', '565', '589', '6', '615', '620', '690', '71', '720', '726', '758', '785', '791', '821', '838', '902', '94', '993']",55,"['131', '136', '137', '147', '150', '151', '182', '20', '21', '27', '28', '29', '30', '43', '44', '46', '47', '48', '49', '50', '58', '78', '84', '85', '86']","['c', 'v']",False,0,True,True,.maj_5.maj_5.maj_2.maj_5.maj_5.maj_2.maj_5.maj_5.maj_2.maj_5.maj_5.maj_2.maj,4,"['1143', '324', '791']",3,['c'],13
2maj_5maj_5maj_,398,"['101', '1040', '1044', '1045', '105', '1104', '1143', '1154', '1208', '1218', '1225', '1239', '167', '184', '224', '231', '235', '249', '254', '290', '296', '30', '324', '325', '355', '372', '380', '385', '387', '43', '443', '463', '465', '472', '477', '500', '511', '555', '565', '589', '6', '615', '620', '690', '71', '720', '726', '758', '785', '791', '821', '838', '902', '94', '993']",55,"['131', '136', '137', '147', '150', '151', '182', '20', '21', '27', '28', '29', '30', '43', '44', '46', '47', '48', '49', '50', '58', '78', '84', '85', '86']","['c', 'v']",False,0,True,True,.maj_5.maj_2.maj_5.maj_5.maj_2.maj_5.maj_5.maj_2.maj_5.maj_5.maj_2.maj,7,"['1143', '324', '443', '791']",4,['c'],12
2maj_5maj_5maj_,398,"['101', '1040', '1044', '1045', '105', '1104', '1143', '1154', '1208', '1218', '1225', '1239', '167', '184', '224', '231', '235', '249', '254', '290', '296', '30', '324', '325', '355', '372', '380', '385', '387', '43', '443', '463', '465', '472', '477', '500', '511', '555', '565', '589', '6', '615', '620', '690', '71', '720', '726', '758', '785', '791', '821', '838', '902', '94', '993']",55,"['131', '136', '137', '147', '150', '151', '182', '20', '21', '27', '28', '29', '30', '43', '44', '46', '47', '48', '49', '50', '58', '78', '84', '85', '86']","['c', 'v']",False,0,True,True,.maj_2.maj_5.maj_5.maj_2.maj_5.maj_5.maj_2.maj_5.maj_5.maj_2.maj,3,"['1143', '324', '443', '463', '791']",5,['c'],11
