Abstract Loop,Loop Total,Loop Songs,Loop Total Songs,Loop ProgIDs,Loop Forms,keyMode,triadMode,formMode,beatMode,Abstract Lick,Lick Total,Lick Songs,Lick Total Songs,Lick Forms,Lick Length
5maj_5maj_7maj_7maj_,82,"['1135', '1228', '1281', '191', '207', '23', '347', '367', '419', '555', '559', '59', '591', '671', '71', '83', '905']",17,"['155', '163', '236']","['b', 'c', 'co', 'cu', 'd', 'i', 'l', 'o', 'p', 's', 'v']",False,7,False,True,.maj_5.maj_5.maj_7.maj_7.maj_5.maj_5.maj_7.maj,50,"['1228', '1281', '591', '671', '83', '905']",6,"['b', 'c', 'i', 'l', 'o', 'v']",8
5maj_5maj_7maj_7maj_,82,"['1135', '1228', '1281', '191', '207', '23', '347', '367', '419', '555', '559', '59', '591', '671', '71', '83', '905']",17,"['155', '163', '236']","['b', 'c', 'co', 'cu', 'd', 'i', 'l', 'o', 'p', 's', 'v']",False,7,False,True,.maj_5.maj_7.maj_7.maj_5.maj_5.maj_7.maj,16,"['1135', '1228', '1281', '347', '555', '59', '591', '671', '83', '905']",10,"['b', 'c', 'i', 'l', 'o', 's', 'v']",7
5maj_5maj_7maj_7maj_,82,"['1135', '1228', '1281', '191', '207', '23', '347', '367', '419', '555', '559', '59', '591', '671', '71', '83', '905']",17,"['155', '163', '236']","['b', 'c', 'co', 'cu', 'd', 'i', 'l', 'o', 'p', 's', 'v']",False,7,False,True,.maj_7.maj_7.maj_5.maj_5.maj,16,"['191', '207', '23', '367', '419', '559', '71']",7,"['b', 'c', 'co', 'cu', 'd', 'i', 'o', 'p', 'v']",5
2maj_5maj_5maj_,164,"['101', '1040', '1044', '1045', '105', '1071', '1104', '1203', '1208', '1239', '224', '235', '249', '254', '280', '290', '293', '294', '30', '324', '372', '387', '43', '443', '465', '555', '589', '615', '620', '71', '720', '729', '758', '785', '791', '838', '845', '891']",38,"['118', '119', '120', '127', '153', '154', '157', '172', '173', '174', '187', '191', '287', '295', '299', '300', '338']","['c', 'cu', 'cv', 'd', 'i', 'iv', 'l', 'lo', 'o', 'od', 'p', 's', 'sd', 't', 'tp', 'u', 'uv', 'v', 'vc', 'vp']",False,7,False,True,.maj_5.maj_5.maj_2.maj_5.maj_5.maj_2.maj_5.maj_5.maj_2.maj_5.maj_5.maj_2.maj_5.maj_5.maj_2.maj_5.maj_5.maj_2.maj,17,"['1104', '324', '791']",3,"['c', 'o', 'v']",19
2maj_5maj_5maj_,164,"['101', '1040', '1044', '1045', '105', '1071', '1104', '1203', '1208', '1239', '224', '235', '249', '254', '280', '290', '293', '294', '30', '324', '372', '387', '43', '443', '465', '555', '589', '615', '620', '71', '720', '729', '758', '785', '791', '838', '845', '891']",38,"['118', '119', '120', '127', '153', '154', '157', '172', '173', '174', '187', '191', '287', '295', '299', '300', '338']","['c', 'cu', 'cv', 'd', 'i', 'iv', 'l', 'lo', 'o', 'od', 'p', 's', 'sd', 't', 'tp', 'u', 'uv', 'v', 'vc', 'vp']",False,7,False,True,.maj_5.maj_5.maj_2.maj_5.maj_5.maj_2.maj_5.maj_5.maj_2.maj_5.maj_5.maj_2.maj,16,"['1045', '465', '589', '845']",4,"['c', 'd', 'o', 'v']",13
2maj_5maj_5maj_,164,"['101', '1040', '1044', '1045', '105', '1071', '1104', '1203', '1208', '1239', '224', '235', '249', '254', '280', '290', '293', '294', '30', '324', '372', '387', '43', '443', '465', '555', '589', '615', '620', '71', '720', '729', '758', '785', '791', '838', '845', '891']",38,"['118', '119', '120', '127', '153', '154', '157', '172', '173', '174', '187', '191', '287', '295', '299', '300', '338']","['c', 'cu', 'cv', 'd', 'i', 'iv', 'l', 'lo', 'o', 'od', 'p', 's', 'sd', 't', 'tp', 'u', 'uv', 'v', 'vc', 'vp']",False,7,False,True,.maj_2.maj_5.maj_5.maj_2.maj_5.maj_5.maj_2.maj_5.maj_5.maj_2.maj_5.maj,6,"['1040', '1208', '290', '43', '729', '838']",6,"['c', 'd', 'iv', 'lo', 'o', 'od', 'uv', 'v']",12
2maj_5maj_5maj_,164,"['101', '1040', '1044', '1045', '105', '1071', '1104', '1203', '1208', '1239', '224', '235', '249', '254', '280', '290', '293', '294', '30', '324', '372', '387', '43', '443', '465', '555', '589', '615', '620', '71', '720', '729', '758', '785', '791', '838', '845', '891']",38,"['118', '119', '120', '127', '153', '154', '157', '172', '173', '174', '187', '191', '287', '295', '299', '300', '338']","['c', 'cu', 'cv', 'd', 'i', 'iv', 'l', 'lo', 'o', 'od', 'p', 's', 'sd', 't', 'tp', 'u', 'uv', 'v', 'vc', 'vp']",False,7,False,True,.maj_5.maj_2.maj_5.maj_5.maj_2.maj_5.maj_5.maj_2.maj_5.maj_5.maj_2.maj,1,"['1045', '465', '589', '845']",4,"['c', 'd', 'o', 'v']",12
2maj_5maj_5maj_,164,"['101', '1040', '1044', '1045', '105', '1071', '1104', '1203', '1208', '1239', '224', '235', '249', '254', '280', '290', '293', '294', '30', '324', '372', '387', '43', '443', '465', '555', '589', '615', '620', '71', '720', '729', '758', '785', '791', '838', '845', '891']",38,"['118', '119', '120', '127', '153', '154', '157', '172', '173', '174', '187', '191', '287', '295', '299', '300', '338']","['c', 'cu', 'cv', 'd', 'i', 'iv', 'l', 'lo', 'o', 'od', 'p', 's', 'sd', 't', 'tp', 'u', 'uv', 'v', 'vc', 'vp']",False,7,False,True,.maj_5.maj_5.maj_2.maj_5.maj_5.maj_2.maj_5.maj_5.maj_2.maj_5.maj,0,"['1040', '1208', '290', '43', '729', '838']",6,"['c', 'd', 'iv', 'lo', 'o', 'od', 'uv', 'v']",11
2maj_5maj_5maj_,164,"['101', '1040', '1044', '1045', '105', '1071', '1104', '1203', '1208', '1239', '224', '235', '249', '254', '280', '290', '293', '294', '30', '324', '372', '387', '43', '443', '465', '555', '589', '615', '620', '71', '720', '729', '758', '785', '791', '838', '845', '891']",38,"['118', '119', '120', '127', '153', '154', '157', '172', '173', '174', '187', '191', '287', '295', '299', '300', '338']","['c', 'cu', 'cv', 'd', 'i', 'iv', 'l', 'lo', 'o', 'od', 'p', 's', 'sd', 't', 'tp', 'u', 'uv', 'v', 'vc', 'vp']",False,7,False,True,.maj_5.maj_2.maj_5.maj_5.maj_2.maj_5.maj_5.maj_2.maj_5.maj_5.maj,3,"['1104', '30', '324', '443', '615', '71', '720', '791']",8,"['c', 'cv', 'd', 'i', 'l', 'o', 'p', 't', 'v']",11
2maj_5maj_5maj_,164,"['101', '1040', '1044', '1045', '105', '1071', '1104', '1203', '1208', '1239', '224', '235', '249', '254', '280', '290', '293', '294', '30', '324', '372', '387', '43', '443', '465', '555', '589', '615', '620', '71', '720', '729', '758', '785', '791', '838', '845', '891']",38,"['118', '119', '120', '127', '153', '154', '157', '172', '173', '174', '187', '191', '287', '295', '299', '300', '338']","['c', 'cu', 'cv', 'd', 'i', 'iv', 'l', 'lo', 'o', 'od', 'p', 's', 'sd', 't', 'tp', 'u', 'uv', 'v', 'vc', 'vp']",False,7,False,True,.maj_2.maj_5.maj_5.maj_2.maj_5.maj_5.maj_2.maj_5.maj_5.maj_2.maj,0,"['1045', '465', '589', '845']",4,"['c', 'd', 'o', 'v']",11
